obsid,ra,dec,
502211087 , 175.451404 , -1.805067 ,
425314088 , 178.96944 , 25.22178 ,
135403214 , 234.930904 , 4.381913 ,
552610175 , 241.953665 , -2.584794 ,
449601138 , 186.679571 , 0.537262 ,
182911165 , 5.979833 , 6.161108 ,
295803184 , 187.140874 , 32.837296 ,
451311190 , 207.456751 , 11.675688 ,
389707117 , 20.645786 , 30.350416 ,
574713122 , 292.341053 , 50.724703 ,
302513088 , 219.924764 , 14.326471 ,
340601155 , 175.449459 , 0.531736 ,
528410083 , 174.634144 , -4.413217 ,
450016109 , 149.830133 , 25.513546 ,
461115205 , 241.496761 , 23.209924 ,
253015032 , 352.061945 , 21.294034 ,
141410188 , 204.103884 , -0.139646 ,
559712106 , 243.187205 , 11.129666 ,
120712175 , 173.735599 , 16.755312 ,
372913170 , 21.706114 , 42.731351 ,
459004116 , 267.714184 , 0.687864 ,
221613242 , 207.41569 , 17.884301 ,
90904179 , 152.155065 , 36.10966 ,
280503202 , 57.734855 , 16.862369 ,
575509104 , 256.054404 , 21.676126 ,
121002151 , 218.871114 , 25.123404 ,
102604101 , 167.247345 , 13.693891 ,
347616056 , 236.292722 , 19.825095 ,
437616047 , 190.523204 , 15.312676 ,
253303240 , 352.605026 , 0.754367 ,
121904116 , 199.383874 , 18.836465 ,
131308081 , 216.282328 , 0.006396 ,
275514123 , 138.04487 , 22.251809 ,
217711092 , 240.590714 , 19.447363 ,
199107019 , 158.686763 , 28.085648 ,
202007044 , 187.923172 , 12.989737 ,
195501077 , 137.97009 , -5.011663 ,
492413218 , 113.185268 , 4.834152 ,
425308048 , 181.662088 , 24.224526 ,
14715100 , 24.501965 , 31.101002 ,
574004183 , 219.059455 , 33.422293 ,
214508201 , 199.006674 , 11.888209 ,
232609207 , 226.526323 , 2.580737 ,
146508075 , 249.492898 , 16.598108 ,
527104245 , 206.598698 , 22.708877 ,
149515120 , 244.29828 , 53.911266 ,
569502159 , 272.505839 , 23.098567 ,
212508147 , 113.53492 , 34.467654 ,
409301241 , 175.692753 , 4.295001 ,
190502221 , 120.38536 , 20.484336 ,
206109098 , 98.972606 , 38.494341 ,
194512032 , 11.336617 , 25.751093 ,
571904060 , 248.566061 , 6.851043 ,
438609160 , 151.26985 , 46.882086 ,
343912010 , 191.639254 , 40.952198 ,
434016238 , 103.36141 , 44.504474 ,
445702241 , 149.937512 , 1.704216 ,
409201221 , 176.248332 , 4.312018 ,
279208063 , 120.61734 , 38.819418 ,
68215234 , 58.597601 , 3.919482 ,
228813243 , 194.53416 , 37.817839 ,
545004133 , 140.531926 , 24.80485 ,
145212134 , 202.673244 , 33.012164 ,
572216161 , 206.196781 , -1.385196 ,
72415073 , 349.306518 , 2.885972 ,
32503134 , 156.242093 , 46.52053 ,
187902038 , 147.088229 , 26.153104 ,
581414077 , 226.933347 , 19.943089 ,
301207099 , 200.975881 , 7.693295 ,
524401127 , 202.969696 , 17.377183 ,
67602067 , 324.484594 , 0.427382 ,
569409090 , 261.011041 , -1.106496 ,
569408130 , 261.800307 , -3.154188 ,
450813028 , 245.600976 , 45.116759 ,
248803182 , 3.074665 , 8.123826 ,
130208050 , 131.196006 , 32.993873 ,
378301170 , 15.70987 , 36.793572 ,
437613203 , 193.842141 , 13.872379 ,
435601174 , 181.719884 , -1.265912 ,
381710224 , 329.422828 , 2.578618 ,
461414238 , 260.550709 , 1.543315 ,
327507112 , 197.070755 , -1.157111 ,
143806163 , 260.115885 , 25.745692 ,
143809032 , 258.608606 , 27.300348 ,
163803084 , 337.504589 , 19.505854 ,
48501177 , 134.45906 , 15.168397 ,
208502053 , 187.476213 , -3.358355 ,
371313098 , 330.719361 , 10.093175 ,
278903120 , 35.902964 , 2.307918 ,
370212200 , 317.54247 , 4.265459 ,
450614236 , 183.912304 , 27.821223 ,
333011250 , 230.654516 , 34.748868 ,
228208237 , 176.266236 , 21.0243 ,
173312077 , 343.453642 , 9.316764 ,
107015215 , 58.680334 , 4.335392 ,
283508228 , 74.418076 , 19.103087 ,
353316179 , 339.82198 , 23.408698 ,
409209136 , 177.884934 , 6.732276 ,
321909110 , 129.610054 , 24.922011 ,
187104046 , 54.983775 , 29.271677 ,
575505089 , 255.348432 , 19.445607 ,
468610244 , 321.928284 , -3.414229 ,
26710051 , 165.461995 , 31.951763 ,
472106182 , 329.393651 , -1.30949 ,
335201064 , 205.577938 , 20.868688 ,
177411056 , 144.030837 , 30.231128 ,
130408225 , 187.76044 , 18.993419 ,
215115211 , 159.227167 , 7.199362 ,
163811111 , 339.337164 , 21.883793 ,
523307091 , 162.053619 , 24.239166 ,
568410172 , 266.031792 , 42.08545 ,
77314216 , 344.557314 , 1.973041 ,
235910003 , 192.69452 , 27.903162 ,
438414200 , 246.318489 , -3.805066 ,
220307220 , 205.168912 , 6.249709 ,
280116079 , 18.932136 , 37.676327 ,
230302092 , 238.14222 , 29.888719 ,
507007102 , 149.715227 , 26.397326 ,
524402168 , 200.331219 , 17.758657 ,
239115167 , 271.272911 , 41.193257 ,
187704061 , 62.929685 , 2.542554 ,
220308161 , 204.501208 , 7.381783 ,
294501246 , 124.86543 , 17.724509 ,
333409138 , 215.335508 , 46.604326 ,
343508030 , 184.460879 , 16.662079 ,
523305083 , 159.986735 , 24.479764 ,
531407133 , 187.651679 , 23.384005 ,
571703177 , 213.265802 , 15.143705 ,
90709118 , 114.42942 , 27.912733 ,
461709238 , 273.760009 , 20.168638 ,
498012084 , 16.725892 , 8.271992 ,
559005243 , 153.45444 , 0.90876 ,
427013045 , 172.015193 , 1.024317 ,
309605194 , 198.168449 , 18.285629 ,
28304227 , 138.227082 , 30.8708 ,
214013019 , 223.807894 , 2.485318 ,
523315091 , 159.54941 , 26.681878 ,
91205161 , 166.252478 , 6.380014 ,
263401022 , 336.034454 , -4.686055 ,
487010116 , 111.77766 , 58.363512 ,
528501221 , 210.461193 , 5.30932 ,
418210085 , 53.776277 , 18.875357 ,
331611177 , 254.569854 , 11.387394 ,
582812204 , 190.362605 , 34.188937 ,
458315136 , 215.740242 , 30.503744 ,
124614150 , 111.13674 , 38.034273 ,
404110237 , 181.904769 , 16.883739 ,
153709212 , 235.597018 , 54.961627 ,
236212072 , 261.388202 , 25.533217 ,
331912132 , 159.786431 , 15.539595 ,
229408143 , 225.254636 , 4.740502 ,
236712071 , 200.97165 , 5.033134 ,
335109230 , 166.446304 , 0.178177 ,
269206195 , 49.817026 , 6.744453 ,
401804200 , 198.663991 , 18.871043 ,
341804091 , 264.490416 , 19.681165 ,
360414018 , 44.582655 , -0.908216 ,
215814065 , 162.794687 , 19.648509 ,
238403081 , 178.1523 , 3.290571 ,
462616205 , 259.001677 , 38.683552 ,
203413215 , 23.052708 , -1.908531 ,
492004077 , 0.138846 , 25.29272 ,
199812092 , 183.089774 , 2.032942 ,
248302102 , 16.545154 , 49.412993 ,
199808231 , 182.687751 , 0.267818 ,
118613226 , 227.873025 , -1.420595 ,
221314064 , 151.365734 , 13.581848 ,
220708058 , 189.326166 , 9.906566 ,
536508132 , 232.904289 , 4.476793 ,
205109219 , 162.895268 , -1.562516 ,
154306112 , 273.420596 , 34.958185 ,
545204146 , 204.286524 , 33.322604 ,
189114032 , 99.761867 , 35.182917 ,
370211068 , 316.536981 , 3.981471 ,
347711044 , 272.509193 , 8.821853 ,
547108010 , 176.038365 , 20.502939 ,
434711028 , 180.202248 , 19.801929 ,
392013227 , 105.86656 , 12.541695 ,
457913132 , 226.375573 , 36.93349 ,
392812101 , 122.50215 , 16.439616 ,
232004191 , 213.541635 , 23.373936 ,
206416061 , 140.560632 , 4.867085 ,
434815191 , 214.699079 , 0.959241 ,
214501058 , 197.978995 , 11.606409 ,
449604105 , 186.996387 , 1.82258 ,
294516062 , 124.34358 , 21.628901 ,
44203207 , 225.481091 , 31.543032 ,
150402241 , 254.816261 , 44.781876 ,
582701125 , 175.934781 , 0.293483 ,
280501212 , 58.316806 , 14.173903 ,
214501101 , 198.681252 , 11.533489 ,
335805125 , 204.803566 , 41.398653 ,
448815244 , 259.153183 , 19.95538 ,
370209072 , 316.89305 , 3.470019 ,
199612085 , 134.44561 , 34.053767 ,
563815150 , 153.210633 , 22.377584 ,
258302032 , 318.620595 , 22.376684 ,
360314141 , 5.632964 , 30.720794 ,
104214130 , 174.977602 , 13.517713 ,
200001171 , 40.24378 , 6.80461 ,
109003083 , 162.376444 , 41.788453 ,
267109188 , 123.64162 , 29.945831 ,
385814107 , 358.612103 , 21.533578 ,
571715067 , 213.369921 , 16.022215 ,
241909056 , 247.691746 , 43.545423 ,
435709192 , 228.029341 , 23.393291 ,
537716149 , 209.418314 , 33.44585 ,
220311121 , 204.509507 , 10.250651 ,
283906112 , 23.334527 , 35.556355 ,
507103124 , 174.519657 , 28.719789 ,
123005182 , 199.662929 , 19.748305 ,
527812067 , 217.51421 , 27.903622 ,
461416180 , 261.264605 , 2.672802 ,
505509016 , 163.715472 , 32.329708 ,
362903151 , 340.682558 , 17.408718 ,
280503039 , 57.614142 , 16.183097 ,
432408100 , 226.97166 , 39.775847 ,
152507116 , 233.955094 , 39.400529 ,
384205196 , 27.123965 , 1.698114 ,
67609109 , 325.438058 , 3.356062 ,
210812214 , 150.452104 , 15.954292 ,
453805127 , 268.681815 , 17.203351 ,
242413003 , 264.955921 , 1.889589 ,
371310154 , 327.648009 , 9.281809 ,
449212059 , 236.51706 , 5.966741 ,
232008004 , 214.481283 , 22.883768 ,
384602205 , 347.387728 , 17.623012 ,
121008028 , 221.696725 , 26.49609 ,
338308216 , 203.49094 , 35.170649 ,
417602212 , 50.63749 , 18.48364 ,
335904094 , 222.760155 , 12.456419 ,
134301123 , 214.265284 , 44.226599 ,
338310104 , 199.830035 , 36.161141 ,
134308024 , 214.408095 , 45.629733 ,
495910109 , 13.201747 , 9.182843 ,
210201159 , 178.37705 , 44.601543 ,
149903149 , 230.707066 , 52.618086 ,
19814128 , 23.301083 , 31.014805 ,
149704176 , 199.113648 , 49.512815 ,
130513148 , 188.940927 , 20.989497 ,
20203067 , 164.506327 , 50.34812 ,
146606154 , 250.533935 , 16.317693 ,
457312228 , 259.128209 , 2.612545 ,
554316226 , 135.980528 , 19.430175 ,
468708021 , 10.090725 , 34.620797 ,
567005033 , 168.195764 , -1.244836 ,
569507038 , 275.306046 , 22.813313 ,
135904146 , 136.949223 , 14.256175 ,
369407207 , 327.265307 , 5.640242 ,
118401016 , 183.478308 , 7.765679 ,
178405218 , 336.429682 , 34.693444 ,
545004033 , 140.471063 , 25.690035 ,
219209042 , 170.470097 , 27.983319 ,
213216206 , 169.652797 , 24.248684 ,
207502051 , 136.15567 , -0.222763 ,
438408155 , 248.664094 , -4.93582 ,
372001079 , 320.623234 , 17.910374 ,
163115041 , 5.142985 , 27.704405 ,
75813031 , 117.45747 , 33.52896 ,
572415243 , 183.448657 , -2.270974 ,
308704006 , 194.686486 , 38.403734 ,
202008048 , 188.388266 , 14.407272 ,
565511047 , 148.076872 , 24.977433 ,
450003227 , 149.033282 , 23.484674 ,
220409118 , 244.590172 , 30.194161 ,
401810123 , 196.640518 , 18.832347 ,
441113230 , 227.195949 , 2.707218 ,
220415122 , 244.438585 , 29.978927 ,
331512106 , 235.150319 , 38.192913 ,
316708157 , 185.439915 , 4.925771 ,
527112017 , 207.569226 , 24.038646 ,
475515109 , 335.872823 , -1.608999 ,
160105084 , 60.739284 , 22.772215 ,
32115216 , 141.321674 , 17.987612 ,
144606135 , 197.624326 , 27.821088 ,
14104085 , 156.058043 , 30.239294 ,
213008033 , 70.376188 , 20.449689 ,
572213087 , 209.104742 , -2.790787 ,
337601164 , 159.437719 , 30.209526 ,
371613123 , 318.31883 , 16.005324 ,
559116035 , 161.65824 , 49.667602 ,
451210208 , 197.636208 , 8.663434 ,
406106242 , 151.221019 , 10.428611 ,
159109103 , 24.31691 , 34.314054 ,
449608237 , 187.48444 , 1.754273 ,
248711023 , 61.870628 , 21.675877 ,
505205016 , 85.168655 , -4.767068 ,
333406165 , 216.669169 , 45.73609 ,
286906072 , 67.026126 , 21.328747 ,
163111221 , 5.320565 , 28.782732 ,
316011246 , 131.912055 , 22.38506 ,
282810158 , 67.889668 , 15.12903 ,
420603106 , 202.175502 , 14.424395 ,
210403171 , 218.448748 , 30.023492 ,
242909021 , 243.228741 , 35.664745 ,
49005111 , 136.59456 , 48.64431 ,
36016068 , 185.844277 , 29.083406 ,
233109036 , 242.140883 , 10.391626 ,
434015148 , 105.00432 , 43.254042 ,
102310093 , 122.925882 , 33.332992 ,
470015035 , 346.099092 , 29.593056 ,
574806234 , 208.715289 , -3.579033 ,
130511227 , 187.079521 , 22.09189 ,
558316249 , 226.603465 , 31.203892 ,
44103119 , 197.009658 , 30.216255 ,
117215058 , 164.881256 , 56.921448 ,
212812006 , 203.581766 , 0.367106 ,
342106177 , 197.416274 , 10.396151 ,
502211110 , 176.039802 , -1.470504 ,
156910175 , 31.092273 , 5.07402 ,
212805041 , 202.071184 , -2.335504 ,
363814095 , 342.644553 , 13.981545 ,
335306144 , 234.361885 , 15.926005 ,
552505119 , 243.489258 , -2.357739 ,
528503189 , 210.182803 , 7.385393 ,
437201069 , 239.181852 , 49.00418 ,
205101205 , 161.685888 , -4.242766 ,
552510145 , 240.951123 , -1.982238 ,
371601213 , 316.384525 , 12.900376 ,
225511204 , 223.143932 , 34.200998 ,
584506003 , 262.188359 , 22.69694 ,
523515243 , 201.00852 , 31.877477 ,
332013083 , 213.946734 , 28.40904 ,
103514133 , 169.217136 , 11.468401 ,
558716195 , 171.053211 , -2.634422 ,
469908173 , 321.1092 , 19.173657 ,
51313017 , 200.532195 , 28.488222 ,
584213087 , 254.258639 , 46.004973 ,
50605056 , 266.216146 , 5.018017 ,
470011236 , 346.178527 , 29.948392 ,
26807084 , 200.581098 , -2.934014 ,
459004023 , 266.849761 , 1.160384 ,
431714218 , 129.31878 , 19.608496 ,
244102044 , 163.435673 , 2.220144 ,
299004034 , 35.928126 , 12.362387 ,
558901106 , 141.154216 , 23.285271 ,
156914138 , 30.615875 , 6.991686 ,
527101209 , 205.768899 , 20.446172 ,
438008079 , 112.13146 , 44.979965 ,
173213117 , 33.968171 , 28.250246 ,
202505191 , 197.115055 , 31.753159 ,
43016202 , 169.684025 , 7.412347 ,
121001153 , 220.906289 , 25.03851 ,
327407015 , 171.512049 , 38.690636 ,
185515070 , 100.88983 , 22.872696 ,
528413048 , 178.721756 , -3.52103 ,
449611171 , 185.925344 , 4.191209 ,
409409158 , 203.41776 , 15.241304 ,
168109098 , 22.624168 , 46.096085 ,
438403114 , 246.921523 , -3.839611 ,
584006028 , 195.599296 , 33.363519 ,
232016058 , 212.753226 , 25.311812 ,
420601035 , 203.064237 , 12.060665 ,
206515040 , 189.591964 , 5.597505 ,
284504194 , 176.892978 , 32.715135 ,
527801115 , 216.821831 , 24.386081 ,
332010039 , 209.621915 , 27.39902 ,
527305195 , 65.383982 , 4.734934 ,
432608036 , 130.141313 , 15.174405 ,
8214092 , 11.518032 , 3.555919 ,
458403114 , 236.40609 , 41.690325 ,
155905239 , 227.056729 , 35.785131 ,
249104205 , 332.511332 , 24.493575 ,
148701051 , 251.044269 , 53.637753 ,
371615118 , 316.546959 , 16.165723 ,
556609031 , 115.661371 , 38.781275 ,
181306034 , 4.108916 , 4.811932 ,
456003224 , 155.803403 , 11.200102 ,
118605175 , 226.22486 , -2.596583 ,
336816223 , 234.700597 , 10.154008 ,
346410020 , 187.637212 , 4.016157 ,
249811245 , 56.05941 , 21.340754 ,
556202038 , 179.459885 , 34.164176 ,
462208154 , 232.024538 , 27.522655 ,
249306238 , 63.717327 , 18.961911 ,
135402239 , 234.825316 , 2.668416 ,
459701074 , 277.107128 , 39.033445 ,
195213174 , 178.37737 , 33.338126 ,
33207095 , 197.02253 , 54.681922 ,
237903078 , 243.680453 , 19.850671 ,
187708058 , 63.823892 , 1.917438 ,
224612119 , 176.335117 , 58.746256 ,
409503056 , 17.336776 , 16.472142 ,
187713178 , 65.018406 , 3.233714 ,
342402098 , 141.541821 , 34.292975 ,
456004082 , 156.871673 , 10.105741 ,
270104243 , 112.92256 , 19.429093 ,
531205059 , 136.394137 , 9.883652 ,
143815048 , 257.616066 , 27.861014 ,
380102050 , 112.485653 , 55.427432 ,
266114024 , 325.304067 , 0.40075 ,
130909027 , 108.88665 , 24.891466 ,
342402181 , 141.786928 , 34.664525 ,
234014058 , 212.569455 , 15.499628 ,
238515165 , 178.875 , 4.766836 ,
545013157 , 142.592976 , 25.964797 ,
189311173 , 161.73886 , 30.047884 ,
103305152 , 143.18495 , 22.590608 ,
567706052 , 197.272056 , 21.267081 ,
194409174 , 10.662244 , 24.810322 ,
77009228 , 109.20599 , 32.587681 ,
316806099 , 216.628448 , 18.717072 ,
567713236 , 196.832516 , 21.854526 ,
160607072 , 39.272438 , 1.828234 ,
328507227 , 235.915968 , 22.404663 ,
438404121 , 248.750095 , -4.457755 ,
371109099 , 16.43 , 8.929883 ,
328506040 , 236.70157 , 24.270361 ,
584204094 , 251.648432 , 45.723591 ,
459007151 , 268.164773 , -1.224941 ,
309715052 , 218.655527 , 19.27207 ,
335216190 , 204.402795 , 24.381178 ,
524414073 , 200.585285 , 19.252019 ,
369815160 , 289.883858 , 40.471011 ,
546701108 , 253.32297 , 13.014734 ,
145009034 , 160.697646 , 32.842398 ,
567413198 , 260.28539 , 8.755354 ,
145005179 , 158.613417 , 31.273626 ,
152112104 , 244.881345 , 46.380741 ,
201815200 , 144.537822 , -2.154179 ,
482903207 , 42.574007 , 2.392386 ,
527309104 , 66.7809 , 6.614438 ,
568412114 , 270.631553 , 44.186612 ,
457204134 , 281.079205 , 43.484323 ,
140903105 , 222.159057 , 36.719426 ,
115608016 , 205.405056 , 33.142732 ,
372506053 , 324.143965 , 7.926996 ,
119112128 , 110.39708 , 33.350989 ,
559005246 , 153.607712 , 0.902995 ,
144307161 , 253.725154 , 12.867006 ,
528308114 , 141.651628 , 55.418579 ,
418406209 , 114.24075 , 14.197446 ,
449605060 , 185.932907 , 1.387359 ,
457712069 , 180.573743 , 5.158198 ,
156708022 , 350.179783 , 16.007646 ,
363215169 , 36.485001 , 40.152757 ,
576507218 , 287.613775 , 37.982031 ,
552510070 , 241.478644 , -2.179435 ,
558716117 , 171.845216 , -2.627282 ,
407811242 , 22.273455 , 42.070684 ,
341204218 , 164.751755 , 19.989602 ,
461407005 , 263.498793 , -0.567157 ,
212811095 , 201.955535 , 0.222745 ,
135402013 , 234.918891 , 2.119697 ,
573409091 , 233.581961 , 42.230111 ,
267105027 , 122.0365 , 28.065125 ,
353315180 , 340.909916 , 22.55722 ,
392316205 , 69.717542 , -1.495726 ,
425606186 , 68.429262 , 7.893538 ,
185913039 , 97.244395 , 35.544565 ,
436005060 , 171.269174 , 0.325608 ,
44210066 , 224.493432 , 30.699034 ,
131402174 , 213.352567 , -1.206986 ,
144812046 , 261.827409 , 50.09448 ,
340613087 , 177.557556 , 2.331847 ,
214208092 , 107.2021 , 20.500482 ,
527303073 , 65.34422 , 5.812579 ,
346609014 , 203.737227 , 36.506702 ,
566503138 , 231.17354 , 5.750395 ,
341513224 , 253.86411 , 5.419035 ,
132304170 , 220.495946 , -2.570442 ,
284702212 , 57.333573 , 14.637641 ,
197712038 , 138.28459 , 32.970753 ,
309705072 , 219.086062 , 17.421991 ,
285301060 , 9.957261 , 18.422915 ,
231302092 , 238.143761 , 29.882925 ,
144816080 , 257.631366 , 49.325032 ,
236509021 , 245.434672 , 7.389993 ,
431202219 , 205.694414 , 11.406878 ,
346512043 , 239.047594 , 24.273843 ,
210007161 , 109.52103 , 19.826297 ,
425316145 , 180.108698 , 26.338153 ,
132903124 , 183.12987 , 40.868018 ,
566814187 , 243.509627 , 32.715088 ,
156901036 , 32.121615 , 3.828463 ,
448615176 , 208.129236 , 29.613662 ,
26209039 , 179.228465 , 58.47548 ,
142007136 , 209.557936 , 4.277559 ,
185008150 , 108.66766 , 35.892872 ,
384216031 , 26.676691 , 4.399679 ,
457310098 , 256.033985 , -0.486957 ,
536105029 , 171.263484 , 32.195234 ,
66102188 , 358.51251 , 1.526812 ,
527312041 , 67.612437 , 7.659366 ,
236204136 , 260.403674 , 23.400369 ,
574716033 , 286.797765 , 51.637451 ,
340705172 , 196.066109 , -0.437315 ,
141808038 , 163.170638 , 10.579601 ,
372002027 , 319.050495 , 18.268005 ,
242808187 , 242.830198 , 34.538406 ,
159812231 , 17.089529 , 37.469724 ,
198813117 , 125.78592 , 47.946106 ,
458507099 , 240.515814 , 39.508466 ,
181316220 , 0.779942 , 6.264034 ,
461409065 , 263.392164 , 2.357269 ,
281914084 , 0.516847 , 37.549509 ,
462215036 , 231.939545 , 29.461752 ,
144315239 , 252.570479 , 15.63965 ,
580106073 , 228.150195 , 39.809015 ,
181314061 , 0.866039 , 4.939373 ,
162404058 , 47.846823 , 22.054939 ,
239105027 , 271.589225 , 38.942219 ,
448203039 , 157.774428 , 21.008388 ,
269613248 , 117.544609 , -0.685059 ,
66916042 , 318.398288 , -0.941037 ,
491908095 , 154.595 , 21.420973 ,
558002193 , 207.607961 , 19.866723 ,
480801108 , 338.467816 , 13.897424 ,
406211152 , 196.890509 , 7.422856 ,
309716171 , 218.582842 , 19.921703 ,
40310235 , 180.408964 , 26.120844 ,
568307198 , 243.320211 , 4.190249 ,
347701164 , 271.623052 , 4.906497 ,
7707121 , 16.858257 , 28.432013 ,
157611096 , 10.201378 , 29.345373 ,
316803080 , 213.248649 , 18.722623 ,
438903184 , 229.687909 , 24.14951 ,
573714176 , 223.765035 , 2.091268 ,
198814015 , 120.18275 , 47.797963 ,
417210124 , 113.46283 , 14.994929 ,
189215222 , 139.917135 , 34.248815 ,
14213105 , 167.878752 , 30.094849 ,
186303157 , 10.560441 , 31.20635 ,
457309096 , 258.836711 , 1.648367 ,
211604009 , 149.503218 , 11.185662 ,
278905105 , 37.055562 , 1.116531 ,
102311091 , 125.467214 , 35.487024 ,
235609230 , 228.134977 , 22.612335 ,
527107206 , 207.454286 , 20.654353 ,
282706180 , 7.10572 , 45.57544 ,
1210061 , 338.176657 , 30.544798 ,
230307168 , 241.094618 , 29.511538 ,
152112087 , 243.577107 , 46.52668 ,
211613156 , 151.134449 , 11.830562 ,
286615063 , 15.4524 , 13.793416 ,
418215067 , 54.98609 , 20.500473 ,
418609056 , 184.324063 , 11.271532 ,
370206113 , 318.367694 , 1.46224 ,
141210179 , 146.951296 , -1.429217 ,
342805087 , 262.431439 , 15.54317 ,
158204171 , 321.30393 , 16.070724 ,
571912041 , 249.540251 , 8.600082 ,
41610007 , 131.958034 , 15.408788 ,
580109229 , 226.769558 , 40.245504 ,
146608167 , 248.599802 , 16.223502 ,
404711232 , 148.167436 , 39.449257 ,
237815128 , 214.563712 , 54.432779 ,
266112046 , 328.729915 , 1.237398 ,
242208133 , 265.128102 , 11.370078 ,
567809137 , 216.949675 , 29.620717 ,
233104075 , 241.424896 , 9.885199 ,
120415009 , 114.70918 , 33.159531 ,
574205166 , 284.094633 , 33.922846 ,
420609068 , 204.300597 , 15.284502 ,
181309210 , 3.173237 , 5.163364 ,
309605180 , 198.146066 , 18.241288 ,
388506237 , 52.943367 , -0.808351 ,
177405122 , 143.353153 , 27.434141 ,
214505230 , 197.716185 , 12.416443 ,
474804119 , 345.446662 , 22.143174 ,
205103091 , 160.766392 , -2.032119 ,
406513189 , 51.739356 , 16.081724 ,
285813082 , 186.920949 , 5.719847 ,
433904079 , 245.220237 , 48.554847 ,
198806134 , 126.54184 , 46.409648 ,
451212018 , 200.4945 , 11.01782 ,
32110182 , 139.762296 , 15.549287 ,
104803218 , 165.614028 , 15.587069 ,
363806074 , 346.643147 , 13.004442 ,
157001169 , 338.943055 , 9.876289 ,
347204082 , 192.092674 , 8.700409 ,
131307207 , 216.529423 , -1.687592 ,
247806126 , 341.913307 , 4.355526 ,
28605196 , 44.719625 , 27.503122 ,
142511098 , 146.305369 , 20.286772 ,
300206069 , 87.267585 , 40.119097 ,
281907219 , 3.891237 , 34.570426 ,
370206243 , 317.471331 , 1.526982 ,
282814123 , 67.142402 , 16.814424 ,
459011086 , 267.015996 , 2.414817 ,
181016222 , 120.27518 , -1.41351 ,
190606179 , 171.454245 , 26.654626 ,
205208157 , 162.594293 , -2.664365 ,
566515233 , 230.788904 , 5.796372 ,
500512061 , 201.077567 , 51.370342 ,
380106211 , 118.428587 , 56.244955 ,
134016130 , 153.094944 , 27.269252 ,
281404101 , 164.554313 , 41.909821 ,
227806247 , 208.618165 , -3.552891 ,
457312185 , 259.538777 , 2.241591 ,
125805220 , 215.964234 , 34.80401 ,
450015033 , 150.470639 , 25.245652 ,
232305136 , 138.97429 , 5.396864 ,
206502188 , 187.887988 , 3.168869 ,
293304125 , 28.566885 , 29.355579 ,
199815013 , 181.86941 , 1.713765 ,
456704027 , 210.376694 , 43.851785 ,
144708110 , 255.289162 , 31.369753 ,
162411197 , 47.541003 , 23.935589 ,
145513033 , 262.896589 , 53.203812 ,
66613024 , 2.35463 , 12.91512 ,
331604199 , 254.024607 , 9.196264 ,
370205075 , 315.518348 , 1.437552 ,
182506151 , 2.179907 , 47.566322 ,
154008151 , 290.803592 , 41.867389 ,
90315034 , 20.241423 , 28.72884 ,
275115244 , 159.908429 , 18.857883 ,
247815228 , 339.169802 , 5.198866 ,
504807246 , 111.68252 , 43.25081 ,
568112171 , 174.036451 , 16.755383 ,
492010061 , 357.956151 , 25.441783 ,
226808039 , 157.501382 , 17.041006 ,
563006071 , 176.136981 , 47.231025 ,
19410156 , 42.114727 , 4.172367 ,
362904073 , 342.078428 , 17.420343 ,
244107055 , 166.486935 , 1.965789 ,
381001133 , 35.558069 , -2.56889 ,
8215173 , 11.993255 , 4.096268 ,
567101124 , 163.582667 , 47.170703 ,
237113077 , 262.432731 , -2.103052 ,
141402128 , 204.817828 , -0.82419 ,
120210052 , 208.576668 , 16.006216 ,
568316094 , 240.020065 , 6.715014 ,
387503076 , 161.559307 , 13.491666 ,
49105113 , 136.58183 , 48.90815 ,
248501016 , 324.182952 , 12.615714 ,
111412099 , 181.738902 , 25.699573 ,
567814121 , 212.853062 , 30.109906 ,
408913163 , 145.973557 , -1.924827 ,
221302124 , 152.13612 , 11.04798 ,
506201129 , 21.949694 , -3.744273 ,
441104239 , 226.1351 , 2.034256 ,
462212034 , 233.161658 , 29.973713 ,
309713181 , 221.844521 , 19.370466 ,
381005167 , 35.485974 , -1.765324 ,
459016190 , 265.975444 , 2.566028 ,
559101046 , 162.882052 , 45.6564 ,
87611229 , 2.235305 , 38.490566 ,
422616121 , 181.950231 , 30.783087 ,
384209138 , 29.500072 , 2.710241 ,
456914178 , 184.53007 , 36.804625 ,
215113004 , 161.7631 , 6.568533 ,
378815015 , 330.436757 , 15.028803 ,
213011044 , 70.369588 , 22.782715 ,
469906071 , 323.038572 , 19.651366 ,
137911023 , 246.548456 , 3.618333 ,
334613214 , 234.931461 , 36.999797 ,
492011188 , 0.081896 , 27.817233 ,
236803192 , 199.41264 , 3.052535 ,
350107024 , 223.527391 , 11.135304 ,
457105027 , 223.993726 , 4.375181 ,
117208029 , 167.979562 , 56.079438 ,
300409039 , 173.227372 , 31.201057 ,
536508009 , 232.411509 , 4.806203 ,
30208110 , 26.398587 , 29.174804 ,
236909063 , 215.559439 , 4.747732 ,
152904141 , 190.070121 , 56.402762 ,
371607027 , 317.221043 , 13.731909 ,
135407242 , 236.889458 , 2.278431 ,
32205191 , 174.349793 , 57.297798 ,
457304058 , 258.33905 , 0.654615 ,
158608205 , 353.4538 , 3.740548 ,
308511111 , 158.432952 , 26.888471 ,
363802216 , 342.865386 , 10.983607 ,
367413039 , 45.696869 , -1.197125 ,
438401072 , 247.888751 , -5.975482 ,
