name,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val,pmra_pmdec_corr,dist
S11,5181607395260572928,48.08447685958827,0.0847277494632068,-6.137301223217375,0.08345125587517668,-0.10880867204264541,0.09127158981510464,2.0638354202368734,0.19331546724166374,-1.9817085027977774,0.1755763772259115,2903.4192905010736,3.749934891548525,17.031092,1420.4361074687426,22.170093125141143,1.0448284,,,NOT_AVAILABLE,5170.6665,,0.16181488,2.0295937660934495E-4
S12,3844501539628778624,142.1955736733207,0.1768916000704572,2.0469407153321635,0.2183838054137123,0.4987679697341901,0.23571467429089096,0.15469870561392704,0.32836983593202373,-1.8403264090442553,0.34519166010038116,1087.7478852930246,2.1975275195361315,18.097046,505.57380968802323,9.4935126827433,1.1745777,,,NOT_AVAILABLE,,,-0.2156913,8.411782455135381E-5
S13,1682278289718867840,191.31947499343104,0.033916207465357756,67.84673997139893,0.029566340931884937,-0.002030589225283753,0.041071154532852726,-3.600806248292546,0.06394864381648069,-2.2175136023510866,0.056283509427165916,8564.264845552181,4.777809000959775,15.856641,3079.5286127746763,15.495636207693437,1.6214867,,,NOT_AVAILABLE,4332.0,,0.046089318,1.6772853461807867E-4
S14,3807925774230281344,163.08348837077423,0.12795390194407041,0.9345454550138365,0.12251294023131752,0.0022651752894409707,0.10529149713143822,-1.9108826178498364,0.2357110232714484,-3.1943393999393717,0.19066080369713737,3592.3251999655317,4.8713883787868095,16.799927,1648.694463610508,11.790983841854615,1.1751022,,,NOT_AVAILABLE,4911.75,,-0.46214816,9.937495892191975E-5
S15,3893534986519447552,183.3817914920942,0.06420867811761764,3.4529012326030157,0.04364134207382852,-0.024076367320754393,0.0746827622535718,-0.4914379075623158,0.16235463411512702,-0.6472452901343356,0.08770338357906002,5991.630453536892,7.23967268527913,16.244503,2028.670027567157,14.972708543076699,1.7288733,,,NOT_AVAILABLE,4131.5,,-0.1761464,8.591345704333232E-6
S16,3700375944848468096,186.99638883753073,0.04959619561923417,1.8225764219871485,0.036876845248230476,-0.1393132356845443,0.062266531901211175,-1.1816731574541417,0.12777824309426672,-0.6810303491281611,0.0813714509339606,7826.04424862831,4.856898860942851,15.95451,2840.410195038761,13.130362816494817,1.6128607,,,NOT_AVAILABLE,4308.3335,,-0.33367032,2.60908069947837E-5
S17,3692502513879919872,196.8281503876896,0.06924661649069176,3.2369481991875415,0.04477739454451205,-0.09215863815921756,0.07899148413224169,-1.3262031550397504,0.14485594197429622,-0.4562310896286227,0.084793203716496,5904.583349288807,4.392314491592572,16.260393,2159.824731912098,19.364577442009917,1.5988216,,,NOT_AVAILABLE,4367.75,,-0.47066444,6.905009037008058E-5
S18,3691737734823419264,198.8115950705276,0.04551815591137559,3.115516154816383,0.029327875053906768,0.05192229980878239,0.05345555638178201,-1.2466035706934688,0.10337258033477663,-0.4176605633362632,0.055645290322604624,9426.384763305212,9.058429297336794,15.752502,3311.6302316811834,14.919463181115908,1.6751852,,,NOT_AVAILABLE,4276.0,0.408,-0.5416558,1.6913588820891658E-5
S19,3712210710052008960,201.36253344502722,0.06553973713765199,2.1578000055145146,0.05360425470736665,-0.04806482850912548,0.08163320481925444,-1.1340832923838997,0.15576623907649054,-0.5178155284285753,0.09878072640325383,4878.384555428412,5.208717862640442,16.467676,1695.9748977403272,8.892745529072046,1.6751537,,,NOT_AVAILABLE,4179.0,,-0.42943656,3.3421344098691094E-5
S20,3715760105385197312,199.1851566110229,0.06551997658892574,3.1588207703513063,0.034412910064039105,-0.04295659587832639,0.07613964943900162,-1.1488003942809102,0.10895408146802092,-0.5951262058950405,0.057563511754925974,7763.322530221678,34.07900840955916,15.963246,2648.8247357246596,40.37040614886241,1.7128592,,,NOT_AVAILABLE,4241.93,,-0.471122,4.809380112549787E-5
S21,3712420819852456192,200.95014236926193,0.06692650885432483,2.377714353589522,0.04699089486688613,0.06564289807885472,0.07582080854806336,-1.1051832233812364,0.14964627665930133,-0.5894734887531444,0.09200818865167089,4334.066172473329,4.982098663707785,16.596127,1573.7893176965063,12.594044589667664,1.6050138,,,NOT_AVAILABLE,4256.9375,0.74,-0.26402622,5.932136043679216E-5
S22,3711689094863706112,204.42756649388735,0.047960714814099005,2.0343471689370305,0.034533895775154914,-0.051324071346921754,0.049651999224769795,-1.26574007708721,0.11126269875867269,-0.5591456855758765,0.07616497853189651,9758.295706546402,21.501671226229472,15.714931,3365.8139585996587,43.140742239771946,1.695796,,,NOT_AVAILABLE,4064.9326,,-0.1942969,6.25373103311192E-5
S23,3713339702335114752,205.53016546802897,0.09461201971310694,3.3583129088324553,0.09680891944490128,-0.12645583018553688,0.11707875861997112,-1.2276502745084557,0.20912077318945704,-0.5877145563500147,0.17182210264218023,3508.072774205996,3.7027413529129207,16.825695,1346.5713928474981,13.388414098804512,1.5315247,,,NOT_AVAILABLE,4429.3335,,-0.4905879,3.682067545115279E-5
S24,3664821209138916352,206.84850129399578,0.08119929875237711,1.5948611079700241,0.04371609203362606,-0.12280268452715995,0.07811038069117374,-1.1317842273572363,0.13099421588437102,-0.5749774263387686,0.08756283584324212,6472.663715706435,8.918706031164973,16.160658,2222.980221657438,15.262250907475291,1.7008762,,,NOT_AVAILABLE,4158.92,,0.058563877,1.060606094790325E-4
S25,3665660411388748544,207.74537460545022,0.05464735530534252,3.2935375159054967,0.051386092010616606,0.01544625149914094,0.07753504820673728,-1.143007557987544,0.11467349464340815,-0.5379433519085063,0.09750817856406953,9399.553516895257,13.101546143697481,15.755598,3211.940419487329,25.580920760689295,1.7071972,,,NOT_AVAILABLE,4304.28,,-0.3887829,6.750792909208672E-5
S26,3665382578544343552,208.3153889475574,0.0748130351574454,2.7109032340226253,0.04087301189301209,-0.051479005779189554,0.06912127125739563,-0.9568343390699964,0.13052105424290264,-0.40879343855284067,0.08069671546885146,8505.742289628923,15.00765805341007,15.864085,2992.735409713867,66.33582395094338,1.675127,,,NOT_AVAILABLE,4206.4023,,0.09704733,1.1484996090271474E-5
S27,3661211306306654976,210.48640844038522,0.07000364767852599,1.302708383907457,0.05106493924749409,-0.055260131003257246,0.0773283031018625,-1.2305451024494003,0.13691919045148085,-0.5193636656494883,0.09579958158879452,5125.379240193217,4.483026563677788,16.414051,1840.2392197294619,15.513658800600313,1.6172352,,,NOT_AVAILABLE,4204.5864,,-0.17833744,9.206293649687691E-5
S28,3670587494791595008,211.90283275705147,0.0841029208660552,3.3357160667742454,0.07566126123848266,0.06238007786068586,0.11482040003526922,-0.9833487817053266,0.15432842779911812,-0.4722627562456899,0.13717575813412383,5677.59577817231,5.332608897730447,16.302954,1876.983456002091,19.192519929725275,1.7580433,,,NOT_AVAILABLE,4138.845,0.779,-0.48041403,1.074232829168322E-4
S29,3667491304407509504,212.61929392411872,0.044792269365812654,2.740084422428207,0.043671252317246965,0.04580497419003909,0.05993485974858125,-1.3172418867581055,0.09531179612444932,-0.4651831310013047,0.08750842063039375,8938.506911968549,10.910458040922645,15.810204,3078.9842360438975,23.735098121736108,1.710887,,,NOT_AVAILABLE,4212.6665,0.564,-0.22753742,1.6631340759916473E-5
S30,3666510265157580928,215.3678077562538,0.05605749179454718,1.6078701647855882,0.05638748293700928,-0.01666814017560159,0.06308317923491445,-1.187377597990711,0.13103388392619045,-0.5055955847752038,0.11950222221043279,7661.197823987391,48.00311070373955,15.977624,2536.2620788884706,66.21036907865772,1.7786598,,,NOT_AVAILABLE,4051.0,,0.032181516,3.084886657966025E-5
S31,3670943186803195520,210.7141604289901,0.054777963912767895,4.27033448846334,0.040592905192126584,-0.03935166331414676,0.061329359477853465,-1.1752807436547301,0.10706032798105646,-0.3640896800213564,0.08348299362873897,7620.119270657094,7.270171063257658,15.983461,2766.8852688498173,19.435070385702097,1.6040773,,,NOT_AVAILABLE,4239.805,,-0.120431595,5.2466648277644994E-5
S32,3668018481577937536,213.2662011449406,0.09457475087633307,3.8843019029521146,0.0787653645588471,0.06554823813290525,0.13716396561959412,-1.3640928292364993,0.14556281222080034,-0.4338951816874064,0.14345827665411606,6654.2231523930495,7.309546540087574,16.130623,2347.8056492364926,21.378934966687194,1.6403017,,,NOT_AVAILABLE,4230.7676,0.574,-0.18352918,2.2250445799721566E-6
S33,1158878284944817792,220.63952005583891,0.06550417308507643,4.744017108793524,0.08297542074133185,-0.10969037016657408,0.09260360321333852,-0.9488787840079762,0.13710856344683195,-0.24858863667265724,0.15679548331319892,6307.323751514511,13.756786132669223,16.188753,2199.069911057449,28.018906315583617,1.6787071,,,NOT_AVAILABLE,4275.0,,-0.27907908,8.149541519886986E-5
S34,1157895974384683520,222.61128253007988,0.04444981819854151,4.132961989183567,0.03579810515461029,0.022266151271545354,0.04862015932019022,-1.169667424187801,0.08607253019524853,-0.45250829095117456,0.07764859408094883,9291.064498825112,19.43096401812129,15.768202,3152.75098454,33.36211728584003,1.725235,,,NOT_AVAILABLE,4027.9648,,0.02381787,4.172068553906647E-5
S35,1158127765179732480,223.53573978520822,0.10815060676309729,4.686787197523909,0.09874795702505841,0.07636248801913982,0.1254807419601486,-1.009303102625085,0.23140757152074828,-0.3477145627484751,0.2113295595632356,2289.8084731004114,2.604287985837799,17.288868,923.9949596538091,9.721890394691204,1.4179707,,,NOT_AVAILABLE,,,0.033125725,4.1668652842864696E-5
S36,1664495819443369344,204.68067590263283,0.0967817047359604,62.45119502614789,0.07741807639788299,0.15383923810951514,0.11291208084251333,-1.803597178853341,0.19637013634630104,-1.5444199078237502,0.14780636708810038,1605.8036708507454,2.3339728441876626,17.674135,809.2342352773475,10.802524184350155,0.9831753,,,NOT_AVAILABLE,,,0.04120655,1.2102409075010728E-4
S37,1597759964763562880,234.3677516155713,0.04946862412959008,53.7317723656274,0.05319775066894937,-0.08273463869050533,0.05728518768338156,-1.249774633299326,0.09763173323919,-0.9699029681930558,0.1186225977875032,3417.8709110599884,2.660330378003614,16.853977,1585.6517858829513,11.154452818681072,1.1340065,,,NOT_AVAILABLE,4945.0,,0.059088424,9.205017438746877E-5
S38,1406656391360593280,246.8831240884316,0.042441013596952216,45.36336774592841,0.053878547782360516,0.07994477786094818,0.051455025747296,-0.44613527778852374,0.09277993800731194,-0.31584782365565267,0.10345125019272666,4881.741793052775,5.820912963429958,16.466928,1680.5755600031437,14.098403629585931,1.7037067,,,NOT_AVAILABLE,4206.0,0.8315,0.23890865,1.2761215866776682E-4
S39,6904017580220302464,312.1529280016392,0.14130960214488486,-7.235871778738371,0.10907630858072057,-0.12108667960123759,0.1765038115731554,-0.07544639803852314,0.2938390257844231,-0.9559721293910359,0.23178220368409888,1215.4749333374878,1.6083939827661107,17.976501,554.104671350207,8.864842030462416,1.1912918,,,NOT_AVAILABLE,,,0.49249506,7.677076866116915E-5
S40,6907309273220233472,310.9275527392029,0.04676079900932668,-6.650637214637381,0.03158551457280034,-0.03944557872769105,0.05672378090173569,-1.252004765530831,0.09320824835773636,-4.376908488769173,0.06258933958160162,7011.917273821986,3.2920942350799547,16.073774,3369.7749604464257,10.558376018460484,1.0810652,,,NOT_AVAILABLE,5108.1567,,0.27305835,1.5094051262398126E-4
S41,2377518699056002304,12.299551928140039,6.931634560093599,-10.961393909842622,2.939013950059291,,,,,,,317.05824012572344,2.906337738594039,19.435518,481.9323926688676,11.410753933292236,1.4835148,,,NOT_AVAILABLE,,,,1.0519462265803927E-4
S42,3263984104815049728,52.01602487899656,0.2356378858210477,-1.1688359150144312,0.22080958739660175,-0.28336235064799425,0.2753158491208942,1.8977395764680396,0.514867525270526,0.6158821015381465,0.4732445883757903,662.4438169622023,2.5814298616187896,18.635492,317.129619019684,6.925483624741467,1.617693,,,NOT_AVAILABLE,,,-0.042240676,4.3690450999123196E-5
S43,1403019275615198592,239.0541685170758,0.07424861098379863,49.199345404790684,0.08144967590766496,0.10031511505214852,0.08536433631181642,-2.6503616348889527,0.13959206436659558,-1.576566544083436,0.17907479526204964,1855.0027108705847,2.1003131254298544,17.517504,960.8955409469567,9.351804065269008,0.9187336,,,NOT_AVAILABLE,,,0.11872806,1.6144828590368703E-4
