name,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val,pmra_pmdec_corr,dist
S1423,2758159728987253120,355.01544934577396,0.03600358725580063,8.72267249851368,0.021034862317091854,-0.01392991939348983,0.04512662051451341,1.2019210664668516,0.07876437371671327,-1.3339981017261628,0.03881326370089498,27369.071299101946,7.477811929405732,14.595216,10723.815531440652,20.637865223481597,1.4746599,,,NOT_AVAILABLE,4549.6436,,0.1393919,8.812099264518987E-5
S1424,2759872665024411904,355.23998818544925,0.054304690526086274,9.231102010961777,0.02651727389796657,0.052206748125696645,0.060449581231473995,-1.3581369309286968,0.1205355157825845,-4.723298816132586,0.058757301177032546,10266.676683794429,4.404564554582277,15.659791,4913.375032915165,12.593914675921138,1.1011181,,,NOT_AVAILABLE,5118.26,,0.087794594,1.181993990648447E-5
S1425,2759899328181414144,355.39236496403754,0.1213649738764471,9.403884208521365,0.06714141416113674,-0.12404509529534055,0.12768978447386703,1.553679916718737,0.2660402535065689,-2.390536052841345,0.1446759566831195,1667.594461569857,1.44642701601239,17.63314,785.9299665387488,8.958598251584425,1.150074,,,NOT_AVAILABLE,,,0.32983658,3.8062658057272074E-5
S1426,2837668953844968832,348.17787133030953,0.06280191000807339,21.08038974956335,0.053665602936029885,0.14392425553617896,0.0942493239057012,1.325610402310691,0.1798532829333731,-1.5259731863018047,0.11462102053013003,3554.3574624954213,2.600656960454243,16.811462,1525.0246620350463,11.570676876629477,1.3198471,,,NOT_AVAILABLE,4911.75,,0.12689552,2.881802789201127E-5
S1427,2838658960987592576,347.8168307840558,0.03961106954711383,22.259175695177444,0.03594621495929574,0.08453775962356076,0.06123627097753426,1.6108475208902702,0.09699791166283132,-1.5073542870007082,0.07381160988708539,6345.615170663141,2.525903317321416,16.182182,2631.702423252541,9.144077441945436,1.3728313,,,NOT_AVAILABLE,4724.0034,0.3745,0.15383081,6.821434351688121E-5
S1428,2839250012910167936,348.3279185976081,0.06086179810759464,23.00694105144959,0.0496402831929388,0.13548140377081389,0.08487878299487488,1.2484923705444495,0.14063217064371375,-1.4028186251786232,0.10279244252884744,3178.6756024644833,2.141003343828694,16.93275,1371.4331560877226,9.74840038238228,1.3412762,,,NOT_AVAILABLE,4705.3335,,0.058501597,4.3751959867435205E-5
S1429,2839037777102333312,348.5498250248936,0.05640908576774972,22.62816259075103,0.0496241672958537,0.12005162331970713,0.08678577065345662,1.0769062288239284,0.12372157537533579,-1.4980658550579273,0.10211903289093828,3087.3154817155723,2.0424104238830565,16.964413,1336.2124247112665,7.199576293666348,1.2901459,,,NOT_AVAILABLE,4834.21,,0.10878914,9.368546668466366E-5
S1430,2443622437629486976,2.0522814547767028,0.057026722157796084,-5.490716929790947,0.03215526247881554,0.05320088317459641,0.07007334581893913,1.4543830528975459,0.14741914835028974,-0.7362698968718465,0.059157987669753664,8092.3367295199705,3.877767456490432,15.91818,3531.6669452254373,12.091531271986415,1.274477,,,NOT_AVAILABLE,4855.933,0.3643,0.36388063,8.287737839366071E-5
S1431,2444379520104566912,1.9516180368685778,0.0507610868916447,-5.338197093556321,0.039220520096945016,0.02843982618448756,0.07322637402183403,-2.1438280803458007,0.11010692819267869,-4.440375243480885,0.07741299878568816,10738.387924891591,4.45824007092695,15.611018,5101.292083150499,10.658932163658884,1.1075516,,,NOT_AVAILABLE,4998.32,,0.43966058,1.820728799153776E-5
S1432,2442828727673200384,1.3028175190551732,0.0504207624597753,-5.936566840018499,0.037058724547972106,0.041324638089722754,0.07089351795315482,0.7297852334690785,0.10829649069645533,-1.9820521487324223,0.07255788440721889,8183.355567080365,4.856401765120113,15.906037,3496.9675259699625,11.40035356030181,1.3037596,,,NOT_AVAILABLE,5005.0,,0.41576263,3.7644058702971284E-5
S1433,2442067075352504832,1.18299653051387,0.03228438594741956,-6.224972633586008,0.025570190659547982,0.06563942192766005,0.048037052243619316,4.366394083246563,0.07606482292671687,-2.996465231776445,0.0449100627882419,27584.514991651573,6.541084834902933,14.586702,12281.97615883069,15.834627734015614,1.2318382,,,NOT_AVAILABLE,4914.3467,,0.34822014,7.29463403362378E-5
S1434,2444448858056540288,1.4434800248206223,0.06725306454086882,-5.07940428552062,0.05283352480209186,-0.05804840099586158,0.0928446732980933,0.42768132580997664,0.1280860734706276,-3.1960623377265835,0.09565294772749912,8572.537861349148,5.76764264234164,15.855592,4078.248265922961,15.640751615412611,1.1043892,,,NOT_AVAILABLE,5000.5,,0.4234783,1.0623855957432054E-4
S1435,2442888754136088960,0.7831450236155871,0.04264658931227587,-5.856655729060403,0.02965183207721169,0.05478236144924953,0.06078305866708224,1.248513494219119,0.09239089055268088,-1.244885900020793,0.059699294682880474,14670.230419474487,5.964304012022665,15.272273,6943.427577705753,17.722782862817418,1.1205549,,,NOT_AVAILABLE,5144.54,,0.4599276,7.164644827839463E-5
S1436,2442835874498762112,0.9545238807226658,0.051223890965226095,-6.009868195565414,0.03367727962340046,-0.09957568587185647,0.07652751984356572,1.647812975416479,0.09677373115504738,-1.560746445019471,0.06688892409339266,13174.227371979117,4.709909446087708,15.389052,5875.126376946806,14.785107521408081,1.2360163,,,NOT_AVAILABLE,4890.197,,0.387655,7.225303926052037E-5
S1437,2442821374689153664,0.918460423329055,0.09437534510837826,-6.135673256450278,0.06960122857912444,-0.11334499787063385,0.1367642471575796,1.2576300026435063,0.1845909015551717,-1.376952590896949,0.12373285102751169,2973.149234757119,2.2487044286687774,17.005323,1362.8883772512263,11.637013812595107,1.1828175,,,NOT_AVAILABLE,4885.0,,0.38804334,8.307674189846481E-5
S1438,2447758559855043968,0.47680084950057094,0.05756618941424403,-4.083800501659448,0.07345634536404345,0.18405442897677557,0.09024112224408604,0.7525339992615628,0.20244634709878,-2.270732169191726,0.18689396459550792,13519.382405994598,4.892733343745879,15.360973,6143.639078881394,14.688783941725719,1.2065468,,,NOT_AVAILABLE,4882.15,,0.88010687,1.0756777413907386E-6
S1439,2444689307505614848,0.35253932833991464,0.09050481086812062,-4.78694529496495,0.0561979046393727,-0.0814867475339325,0.1356395446798862,1.4532632609221205,0.20051814089563366,-2.052965759990868,0.11739000322285219,3471.504650774923,2.3773371799289595,16.83707,1608.8484853046796,10.520008630931747,1.149786,,,NOT_AVAILABLE,5032.75,,0.17312402,5.9863538391699034E-5
S1440,2447901114113676672,0.8315219390988873,0.1058954572240074,-3.671430989729129,0.07543273856532087,0.2256928921340939,0.14879775371037948,-1.4132839636507297,0.21854311305739696,-3.1099370726942133,0.1422349362815101,2276.5737859048318,1.9427208235964157,17.295162,1091.4714604195099,8.301112870528373,1.1055565,,,NOT_AVAILABLE,,,0.33844304,8.381250674896064E-5
S1441,2444756240276182016,1.3463465614155068,0.08609832764248228,-4.617742100199726,0.056324632127615945,0.03457515716650339,0.12221638906513196,-0.828963177888268,0.19340130949216852,-2.69502966976101,0.11644826599348623,4015.9516903308745,2.465840202176977,16.678894,1717.9499669653765,9.74959004369425,1.3047543,,,NOT_AVAILABLE,5058.0,,0.46206337,7.438854508822862E-5
S1442,2444865950920838272,1.6471681012091164,0.10458783977973551,-3.9739451408015767,0.092463983230887,-0.06643545699195295,0.14714589256294192,0.30740266452957554,0.25544352778677554,-0.5553802129757979,0.17709094274911674,2073.484871968215,1.5667764489674847,17.396614,888.0013706784155,7.274556096784724,1.302208,,,NOT_AVAILABLE,,,0.430219,5.5164719258903585E-5
S1443,1887914447608395136,341.38637290591595,0.14261952061031932,30.04527723568365,0.16336609538842886,-0.018129142261368848,0.2247765047595821,0.27716474504657546,0.3463643949754185,-0.3692757782664442,0.3413173374330148,766.9775187546568,1.3397638347924306,18.47641,360.38618026567536,6.1133570549587635,1.134758,,,NOT_AVAILABLE,,,0.052760683,3.235895783261677E-5
S1444,2758083377352816128,355.6273846299947,0.2670768689138964,8.433208070042836,0.1561733968028062,-0.03541459836434555,0.28293435629490066,0.38819244840660044,0.6824512688038141,0.26300888231173686,0.3206057471707205,567.7615384325071,1.03961263941633,18.80295,240.98888485620142,8.931175424575159,1.4422684,,,NOT_AVAILABLE,,,0.45151016,1.7268230869250964E-5
S1445,2758158453381230080,355.0296063803558,0.2341732015290972,8.661582551623622,0.1494515922450705,0.09681058819568283,0.25266211513944176,2.848636205582733,0.563458905091004,-1.303292811144445,0.2797250428720722,761.1547820107975,1.494003931652468,18.484684,374.29975482090254,7.5945149606854745,1.0958004,,,NOT_AVAILABLE,,,0.50225234,1.865970593374598E-5
S1446,2761463585333967360,353.8912858102623,0.22674910216562735,9.499118840806474,0.17907736083384743,-0.8602212007089266,0.28457859088957527,1.868383351704953,0.4672315741689778,-0.2124441450069473,0.3086110646591995,877.9497719821187,2.1201468530137344,18.32969,397.38276285932665,8.513688479143317,1.195528,,,NOT_AVAILABLE,,,0.31517357,8.222620659317694E-5
S1447,2761435375988968192,353.515983339756,0.3912812111309909,9.380973893108562,0.3001066143904645,0.2594864699956809,0.39094840214817983,3.19431514466175,0.969752599881306,-0.5048431692201396,0.4354512088388602,563.7552013814274,1.6490870627949406,18.810638,267.28856594286094,8.926481881219308,1.2051945,,,NOT_AVAILABLE,,,0.5121485,3.0483465553657094E-5
S1448,2444360136916188160,1.3630690091363282,0.17022071779321812,-5.537078234711453,0.11709845263430248,-0.12877088043296978,0.24984922334626572,0.6746028951236069,0.43246902084124567,-0.807643340339924,0.21664959298115063,1391.0402445953812,1.6984116661328865,17.830017,656.5347605930583,10.395549414682947,1.1505737,,,NOT_AVAILABLE,,,0.44136816,8.392937823158788E-5
S1449,2447825831926612992,0.15734735762016464,0.3286409012821723,-3.8959126786635174,0.2302352107764524,-0.33079757438675406,0.5340521831568162,8.626805104043063,0.7956007258057787,-5.798723665851462,0.5560536661143426,577.8065811737016,1.2963582464648882,18.783909,288.03234265793543,5.534745963756703,1.019722,,,NOT_AVAILABLE,,,0.6019309,5.4026801117785934E-5
S1450,2447895994512693504,1.1293475308586736,0.3334038349674641,-3.596426107659425,0.23210388207709384,-0.5376772544697315,0.49058268079637374,0.42011497034123346,0.6891484377760287,-1.1383549705844276,0.4933001013306586,384.5986331798213,1.0245198165639555,19.225847,195.41005553812676,5.770922859417602,1.0257149,,,NOT_AVAILABLE,,,0.51307184,5.850310605139236E-5
S1451,2444769086522385024,1.2838716702297144,0.25185255738988227,-4.571122001699407,0.1829810983796191,0.29578266866555203,0.3676996457408556,-1.0899698395743038,0.608284286345723,-2.8051675663567623,0.3687468385397299,588.4294210659157,1.136529219323607,18.76413,303.18346452275415,10.418474213604306,0.99830055,,,NOT_AVAILABLE,,,0.5226393,3.565484763908638E-5
S1452,2447892386740141056,1.224160066390921,0.14376795262240127,-3.6536466355067097,0.09977294942886586,-0.11752088080524083,0.20406988780614707,1.3382521946194477,0.29997451011440307,-0.8221568224735399,0.20283789838154348,1260.0356357421022,1.5723146402658004,17.937408,600.3108675995079,5.06618973434008,1.1036396,,,NOT_AVAILABLE,,,0.45753655,6.136112443578437E-5
S1453,2444795028125069056,1.9569032207120653,0.36314810163980427,-4.303843158344422,0.26726955304008865,0.3340741660740638,0.5463342142646089,0.8687733568448163,1.043342055572812,-0.9573956608373579,0.3830231591707086,454.27207410219114,0.8717738711156178,19.045076,214.70069265367192,5.154299633390608,1.194027,,,NOT_AVAILABLE,,,0.14818834,4.317192078937368E-5
S1454,904974421294044032,125.71794486736401,0.026510241840221417,37.00781808658409,0.021386342529045692,0.06038518975940695,0.03522601596650483,5.746660889518534,0.05395742319904804,-6.555995857445506,0.03973748444494585,20728.031139045757,8.32426058279342,14.896971,9746.589004549645,21.989922579751074,1.1246967,,,NOT_AVAILABLE,4965.755,,-0.084927686,2.1209568454717335E-4
S1455,907657672047008512,124.694804192923,0.13378877642291054,37.03435267909455,0.10244788504220208,-0.10777824728871072,0.18259934495200997,0.9553721479562516,0.2617124269607153,-2.573296743367609,0.1977791880535764,1362.4270050668665,1.9363757884488122,17.852583,670.2971797884048,8.500041683592894,1.0640678,,,NOT_AVAILABLE,,,-0.118486755,9.616190488619727E-5
S1456,907692414037998336,123.95832051356696,0.04297174110884142,37.00308591335636,0.03362850518814676,-0.025641117912432634,0.054428146701018455,0.9218044456496236,0.08821018097411325,-3.4259432227453814,0.06684086959950611,7654.359121591441,4.476611885053945,15.978594,3504.024434521654,24.900711716560366,1.1709776,,,NOT_AVAILABLE,4981.0503,,-0.29831848,1.496656670256196E-4
S1457,908779590520176640,123.5048437102831,0.041510003877483034,38.45856259565086,0.03722780136414779,-0.052325788665525674,0.06295400493703718,0.951380893236143,0.08783518436508023,-3.329425163635687,0.06474229162622801,8072.912719503059,5.206210781928746,15.92079,3694.432033560552,12.112269888884473,1.1675758,,,NOT_AVAILABLE,5011.75,,-0.19743589,5.0034128623806825E-5
S1458,908198258106238464,125.69222677392203,0.04130376608789455,38.21858114183344,0.03382770695513874,-0.04382662530775992,0.06345442944893873,1.4197303532402397,0.08455521202261673,-3.8050618365612703,0.063808288095912,9953.67042307223,7.48355998872921,15.693408,4712.712559526471,14.079849490627312,1.1088352,,,NOT_AVAILABLE,5039.0,,-0.30375397,1.0160565411664384E-4
S1459,905001874724331392,126.04348048532877,0.22006093801361648,37.23100428570068,0.20561088328234048,0.5631026103094685,0.2846841076471638,0.14153185754315267,0.4129525071255007,-1.0449481852213884,0.3377263454616375,768.7021784980944,1.8859900640170857,18.47397,330.4069841083629,9.153752689424907,1.2890358,,,NOT_AVAILABLE,,,-0.52134687,1.4380033693855442E-4
S1460,905043243849901056,125.4265457343492,0.27745862842739943,37.28941570844953,0.210157947550416,0.3729569817548809,0.36738498808466,0.03662440855826965,0.5254547129988516,-1.0911706107748524,0.40886343162500605,422.7643969384823,1.6635972895546522,19.12312,202.5701418647826,6.69159935392871,1.1326656,,,NOT_AVAILABLE,,,-0.04954697,1.4404912843622651E-4
S1461,907805762519763840,123.54194455235887,0.18088721905255856,37.13748225204307,0.15577365446992644,0.39197098738360214,0.23230020057936923,0.05044348961156106,0.36850593693931094,-0.7836396198776695,0.3490277761787982,759.8556901955978,1.6345066720954788,18.486538,358.5063002950466,12.597499717489777,1.1480331,,,NOT_AVAILABLE,,,-0.39955994,1.1671283987353856E-4
S1462,3386249183646245760,100.9042736366966,0.06135333236320621,28.25473288509474,0.05431930154782496,-0.002673546786444803,0.06453660456193411,1.7283186825511698,0.13285800893996927,-2.8695248575100507,0.10994915340912237,6184.593839898414,4.2236309775351835,16.210087,2634.63086295905,19.780386083951203,1.3121243,,,NOT_AVAILABLE,4923.3,,0.08716183,9.391041934413623E-5
S1463,3386491346786109696,100.97475215045536,0.06551041107365077,28.863288317610532,0.06465680228136166,0.01575466996368296,0.0755895751786117,0.5694880972319436,0.11988884853041532,-2.430804121088019,0.10456116879445755,4982.793167221799,4.147922812743754,16.444683,2177.023587042103,14.059798201018234,1.2686043,,,NOT_AVAILABLE,4896.4,,-0.07217032,4.722365509514397E-5
S1464,3386349956462757760,102.3236034002032,0.11515906873113628,28.80544010296978,0.13940627354123283,0.0030062596166788875,0.19159384903545035,-0.11066881685306336,0.21895013670061914,-0.32516755626049687,0.18139884569107628,1859.2339692208927,2.812420503430046,17.51503,813.6312380232408,8.948622113640749,1.2470341,,,NOT_AVAILABLE,,,-0.019437652,9.874356940448206E-5
S1465,887584407951818112,102.66876042104337,0.0471320595860696,28.639336512242544,0.045687670516282634,-0.0023746328115040725,0.054747476357443106,1.2353698444775871,0.0941766050913948,-2.181644084729171,0.08049366800368284,9183.194703421172,5.550743781220918,15.780881,4190.848241181252,16.551159355762103,1.2311239,,,NOT_AVAILABLE,4927.465,,-0.045514703,1.5464522121702614E-4
S1466,885994789014748544,111.61020628255585,0.0299022591372372,30.800048591988578,0.027801665713278804,0.044405207288100663,0.034912272048883156,1.1850108152348886,0.061147987100440365,-4.190114935651309,0.05634282359540478,21923.267520444406,8.389093506657142,14.8361025,9659.351478982442,29.709860440598227,1.2569437,,,NOT_AVAILABLE,4903.98,,-0.21831508,1.0493218149857502E-4
S1467,886813272343572096,110.21252657981896,0.14766202588611277,31.19593383033034,0.1792087272694079,-0.001822777713461263,0.2138324484930871,0.12860444383836567,0.28443450645319346,-1.6499791430657738,0.24788433724259787,1713.5937449806686,3.0581231997890543,17.603596,741.8291543088407,20.419691421743977,1.2640114,,,NOT_AVAILABLE,,,-0.08671709,1.2645104253315625E-4
S1468,885908511711717760,110.34523867452465,0.04174675934577651,30.07552731086663,0.038725010025283856,-0.0022283449419157907,0.047910084083346745,0.5209634789047854,0.0774932957324797,-2.887344286706877,0.06576212052174385,11902.053840216495,6.606928221881505,15.4993105,5026.993207904692,26.96976910912959,1.3424397,,,NOT_AVAILABLE,4685.88,,-0.18544473,1.4013169014290806E-4
S1469,886859657990377216,110.16483725657996,0.06557067894719877,31.175006229523042,0.06460453943141209,-0.18272593713846277,0.08003208992013276,0.27612140996502904,0.22611414905206872,-2.0781541836336337,0.28138317504459326,5581.797665418598,5.555987592992785,16.32143,2484.454668527656,9.90038822444095,1.2263384,,,NOT_AVAILABLE,4999.0,,-0.81808925,1.176433749039014E-4
S1470,886700671184000768,109.854307680735,0.07607792659299767,30.62807736206016,0.0705258773337294,0.18024668810814565,0.09283035199782656,1.5889679754465176,0.1403750033744757,-3.3222644469894282,0.1153973296033311,3796.6461700860277,3.6597383045137413,16.739866,1802.6319034775477,12.97069666025611,1.1122952,,,NOT_AVAILABLE,5003.0,,-0.06676814,9.525277687621803E-5
S1471,886991251492132864,109.31426515621746,0.06952044852693294,31.533103478809394,0.06615619313216668,0.05583267599400172,0.08670977184264198,1.2640301206984192,0.12937286218903235,-1.69266442196981,0.11088769158279474,4087.3010098655373,3.792605143515862,16.659775,1949.8913220882928,11.748268331310426,1.1094437,,,NOT_AVAILABLE,5026.1,,-0.052583136,1.1076020283350709E-4
S1472,893001255064695040,111.72392472248711,0.04830134821244738,32.511990097775794,0.045417000217574124,0.06314929142720531,0.056554255073632896,1.1905075666009117,0.09847423845634397,-3.5077238109835016,0.1047417450823418,8595.480914186339,6.924100920917317,15.852691,3822.6653636122805,17.649683645018598,1.2217073,,,NOT_AVAILABLE,4936.75,0.387,-0.33295533,1.0574326627302702E-4
S1473,3384109808896590464,98.6860529879866,0.03918594351228611,25.838345900638558,0.03757050549975537,-0.026558555068529804,0.0491736234806343,0.039286082501964636,0.0727851899006257,-1.326663991468038,0.06071052828196787,16814.90072235345,9.048912943143144,15.12413,5465.30792589522,34.6109808581897,1.8084011,,,NOT_AVAILABLE,3964.6667,,0.036148977,1.449210785264867E-4
S1474,3385675994490249984,99.31030758525543,0.05864648494455625,26.662367508107973,0.05402708140994478,0.03459378830950135,0.06121071568101248,-0.029977672795234424,0.12276344917160645,-1.0608883602730337,0.11771598032900611,6031.200512968054,6.065377528074968,16.237356,2491.6444448412394,12.530777087213984,1.3841448,,,NOT_AVAILABLE,4664.147,,-0.45250183,1.8821500807017835E-4
S1475,3384156297622407296,98.98982170657978,0.06433487982057726,26.162439489086704,0.06499391797271174,0.12930624083651676,0.08629676996318414,1.807567014464443,0.1205800443701572,-2.690444718694959,0.10310408259948489,5537.99193463636,5.425355937735577,16.329985,2238.479616253279,22.73194546183935,1.4230051,,,NOT_AVAILABLE,4622.9575,,0.013131861,4.466969553847968E-5
S1476,3385862670949578112,99.17085447452514,0.035547452771618984,26.65381585912576,0.03271332438996261,0.0255164436079562,0.040448818275433354,1.0551551983501668,0.06871405443160816,-0.6161884317286958,0.05930136292362324,13745.823922807893,9.32360987648132,15.342938,5377.167643157806,14.34960003968363,1.4767389,,,NOT_AVAILABLE,4595.1465,1.1803,-0.063709915,1.3907770511664732E-4
S1477,3384367919251095680,98.66724069396689,0.06996482356401748,26.53049238927061,0.06957009703660633,-0.149148295079749,0.09316833224736817,0.18140324959294668,0.1321062793436837,-1.2011951727779904,0.11170483937315678,4815.210936511463,4.121695877210244,16.481827,1923.4807649869088,15.309176214391696,1.4438133,,,NOT_AVAILABLE,4581.1953,,0.063256636,3.728219084419623E-5
S1478,3385998903016365440,99.03588158572367,0.08431120302502239,27.7237800371574,0.08069026872769879,0.149586827402004,0.10398694576629075,-1.1334920379015434,0.16020155531476712,-1.2872849971326694,0.1400395721258145,3038.655186839522,21.149002428453294,16.981663,1147.0918142956807,35.911701241506705,1.6012096,,,NOT_AVAILABLE,4330.0,,-0.03304877,1.6205722678986026E-4
S1479,3303190082418267264,58.18748745156257,0.061667898650903705,10.778106763992977,0.03617325923476121,-0.07078454775556103,0.07197373231460166,0.15013552303051506,0.14496992998836178,-1.513196975888105,0.09889560413957026,5483.508161870532,3.5874523887659295,16.34072,2021.1384655918373,10.527233371815976,1.5903807,,,NOT_AVAILABLE,4335.3335,,0.16530137,8.617360299499004E-5
S1480,943657301944284032,102.1363865096813,0.058342745869052755,36.79807007080101,0.05763064691882111,0.028554609686111312,0.06445947545406382,0.8381308614829612,0.10364411706263588,-2.567536685185577,0.09624103089665645,11290.578154424737,10.352214074357123,15.556575,4862.367532746489,22.16584807711883,1.2997131,,,NOT_AVAILABLE,4805.1777,,-0.20732437,7.52717786394268E-5
S1481,944776394326473984,100.4292624219417,0.0687083784696181,38.09699398148607,0.06790733288579512,0.14498244805765062,0.0767088865134224,3.1317041195701028,0.12834389728283835,-3.734281679388539,0.11399143522178622,3887.1101292708977,3.159442259586044,16.714298,1729.7506023928008,12.289461036078393,1.2406006,,,NOT_AVAILABLE,4877.0,,-0.15036581,1.27968180372603E-4
S1482,923651447358509568,114.61386370762582,0.03739108518114551,40.66181495267571,0.0273681449168798,0.005690323557937447,0.04790636811049112,-0.5499796662889096,0.07650482900033785,-5.077857152010027,0.04940291221649999,10697.732544328797,5.422463714120214,15.615136,4993.309980805661,16.343267683462088,1.1507215,,,NOT_AVAILABLE,4961.0,,0.18445002,1.5026990582089807E-4
S1483,900361798217380480,113.6370984748532,0.026350597969831586,40.370216403477514,0.018907645474599683,0.11451857192736276,0.035199243455567894,6.171199705460365,0.05339809096032368,-1.680644384668324,0.03336901151356757,19731.162937527202,5.544523663861285,14.950484,9336.009492209212,15.336904553428363,1.1126804,,,NOT_AVAILABLE,4957.75,,0.11812163,1.729242754651696E-4
S1484,900654611907954304,112.10496813206855,0.03665102694404465,40.8030197982279,0.03585621365087561,0.09702910763335348,0.03891660278721339,1.7275637825241137,0.06541844422174241,-5.903922499691777,0.06292832878211607,12119.321403052214,8.170088231624888,15.47967,5608.147148329735,20.3654325789644,1.1856146,,,NOT_AVAILABLE,4840.0,,-0.20972699,9.584599778093852E-5
S1485,924721100374690944,112.799259774022,0.03479837142057844,41.632316647978186,0.024879724633359024,-0.009929380463591585,0.0444581725413595,0.6796850985295311,0.06993213097985253,-5.536289447558198,0.043644648213590355,11930.067586295685,4.184126506893189,15.496758,5498.911272946807,12.815283447629213,1.162796,,,NOT_AVAILABLE,4923.237,,0.2093051,9.50225162442478E-5
S1486,3627039928024403712,192.0371583367981,0.052749251397411406,-8.961135932255742,0.037898887538563346,-0.02669491082706939,0.059331470447466506,-1.9429286406284605,0.12333622667527305,-1.959274457982478,0.07938131385092556,10328.182740649108,4.3620002132895666,15.653306,4963.24235862881,12.12446373128116,1.092226,,,NOT_AVAILABLE,5040.0547,,-0.67972493,8.599214036266915E-5
S1487,3674998804161896448,191.4129745138809,0.07611327845624764,-8.86263292446044,0.05033655732026956,0.14645265732971022,0.08283943969805072,0.4200984146326663,0.17914621050929672,-0.6765478439547659,0.1053139653039427,3316.565391104775,2.084731045100586,16.886644,1526.5721184899,10.309647913690803,1.1938667,,,NOT_AVAILABLE,4898.2974,,-0.42300242,8.051802124563239E-5
S1488,3675002515013664768,191.60858116779593,0.0677838564624354,-8.839864485691349,0.03755985010212571,-0.010871253425429495,0.07043031213041998,-1.9617393575833126,0.13867717040456096,-1.2365576679683614,0.08068592356249987,5124.280271224222,2.434525609949198,16.414284,2521.335943435167,7.876575233825886,1.0453234,,,NOT_AVAILABLE,5086.6636,,-0.4015615,6.723128161720305E-5
S1489,3675190046169991680,191.86210904969775,0.04524296806614611,-8.190804497245164,0.028128380711000857,0.016256234744093434,0.05279515685500225,-4.724567885909669,0.09142468329749603,-3.465886185572788,0.05428598904785218,31453.324096448217,8.254739426645568,14.4442,13313.424839246754,14.764490428816329,1.3271275,,,NOT_AVAILABLE,4948.49,,-0.42767358,1.0154920943942945E-5
S1490,3675413453188994560,191.36538878805337,0.08737033159876255,-7.8742194975655435,0.05274739664422061,-0.0111831838961043,0.09660059335664038,-2.575918272691467,0.1908764676119736,-2.4738264457985717,0.1067777351273423,3227.3597674837683,2.0366411795757866,16.916246,1583.1910130599472,13.482500620257353,1.0477924,,,NOT_AVAILABLE,4995.3447,,-0.43732658,2.255432840635772E-5
S1491,3675333326279047424,190.73848669314708,0.10991283967690288,-8.194652801256286,0.0892200716121193,0.4064670077213466,0.11929082380048513,-3.44348289187495,0.17722506336356936,-1.2141775444660814,0.1547211321954644,4616.935108010084,3.157476171472664,16.527481,2121.0806251096715,9.314401710750328,1.1696825,,,NOT_AVAILABLE,4914.05,,-0.64282113,5.4317033780246085E-5
S1492,3676108314473644672,190.32973924776158,0.05709419540520354,-7.877615502421312,0.0387812095536082,-0.019465976140439326,0.0624119363282399,2.6024245381052733,0.1166683181415138,0.11574611472801302,0.06957678835352234,10988.690550571284,5.273876078615943,15.586,5191.626421645254,17.85896762737154,1.1214514,,,NOT_AVAILABLE,4914.3774,,-0.45563257,1.3018870300060504E-4
S1493,3675291377333954816,190.28936108962245,0.05219092318520586,-8.593961082446372,0.038182435639118606,-0.028287449402082235,0.058621727884461496,-3.307942432223044,0.11888496666549586,-1.4563226581383868,0.07301328052119463,8289.594812191615,3.9983587844275448,15.892033,3944.8983558284667,10.234118268339627,1.0975943,,,NOT_AVAILABLE,4938.35,,-0.48154566,5.462705964468755E-5
S1494,3675244197118349440,190.34967438393858,0.053486716631977814,-8.623741309954694,0.03697029317335359,0.019025230864373344,0.05466856937767462,-2.97822050457924,0.11656475092777516,-2.2437338333598946,0.0700401293944849,9042.135315951089,4.64816082393858,15.7976885,4326.992464153245,14.243972264058296,1.0991526,,,NOT_AVAILABLE,5058.16,,-0.35706264,6.417651730991993E-5
S1495,3675308213605704448,189.95797738008878,0.15560819942427181,-8.452739895125111,0.08891724812478756,0.2275038370345104,0.17731577361687856,-0.6242412538779829,0.2850231219271071,-0.13350597202811956,0.1714906919929233,1664.0596275657053,1.806980454411073,17.635443,705.3721293312099,6.686806114624083,1.2840576,,,NOT_AVAILABLE,,,-0.4922541,6.394408791512045E-5
S1496,3676315774278043904,190.47339525470298,0.09668047405754698,-6.983412592838782,0.09074497366103867,0.12275625848086424,0.10856067754994356,-0.8876863773145806,0.23421839424648744,-1.4779337892372115,0.16887322158363838,3159.0426740199728,2.1721645418627795,16.939478,1567.2714975836889,9.984417446558492,1.0344009,,,NOT_AVAILABLE,5152.1,,-0.58792233,1.3568574412008594E-5
S1497,3676178133461979392,190.06750163915078,0.08569569199771855,-7.577145997131672,0.06491794316282105,0.029805293506800206,0.09309357385077523,-1.9380401039969748,0.20302688114418552,-1.2890395995949278,0.12444818097701627,2994.9276602591926,2.091568630165823,16.9974,1462.0225684956654,9.5964100217074,1.0739803,,,NOT_AVAILABLE,5020.0,,-0.43493155,4.62255873196313E-5
