pmdec_error,dec,radial_velocity_error,parallax,teff_val,dist,parallax_error,phot_g_mean_flux,phot_bp_mean_flux_error,phot_variable_flag,ra,phot_bp_mean_flux,phot_g_mean_flux_error,radial_velocity,xsource_id,bp_rp,dec_error,pmra,pmdec,a_g_val,ra_error,pmra_error,phot_g_mean_mag,ruwe,source_id
0.18483059436075294,1.1247833909117753,,-0.08739487466537176,9239.75,4.694990421233274E-5,0.10662421353765203,3341.2471325113715,7.71483148527065,NOT_AVAILABLE,46.10721868884491,2342.1084158589033,6.895579165209327,,S3563,0.1771717,0.0861592753706826,2.100689802869786,-2.3991946410501876,,0.09055047357135802,0.2148561434098852,16.878593,1.1336591,183274844547456
0.19257133824220357,4.307497837794355,,0.1321946072136561,,1.9461827870172686E-5,0.13814922020236203,2164.7138701315694,23.541954846568952,NOT_AVAILABLE,48.35399523657341,1433.4075925939017,3.980266021757362,,S3032,0.30379295,0.09370378691316568,1.041990779155097,-1.0850258887810462,,0.12274389792042832,0.2498150068318246,17.349865,1.0012995,2726690053309824
0.38808665859202696,4.774236273321338,,0.23248171474748364,,1.5126256512145291E-5,0.26510695745641455,916.083972718342,13.66240965092791,NOT_AVAILABLE,50.09301637680284,565.1707523491432,2.9908877911301603,,S3044,0.5572376,0.2080499317401869,0.6297973659537837,-1.707830157969078,,0.19878408744837697,0.4010120191019996,18.283527,1.1462612,3010428477579776
0.38272644634213165,5.139510321249011,,0.008460227036878244,,3.0610577486585556E-5,0.24210242593327289,561.4992033163549,10.552722714235227,NOT_AVAILABLE,49.88238752553447,400.31465496887495,1.455665810232425,,S3049,0.26231575,0.19490339340615573,0.5997453576632478,-2.473715122795275,,0.20794448370779287,0.4311002756851677,18.814993,1.0593469,3088562522346240
0.08164678423674308,4.990750868419687,,0.10915612787145011,8782.5,3.7165731347684196E-5,0.050367225381375356,9984.278518996525,35.52599714294708,NOT_AVAILABLE,49.35909316688329,6740.272269272028,8.141427791886036,,S3038,0.29409218,0.03775244717443806,5.248498041042962,-2.512419216079984,0.5482,0.04485647731623446,0.09840065170342592,15.690074,0.95004636,3246896492157824
0.1797879877080988,4.657747881317511,,-0.029776305616640752,,3.577374555316059E-5,0.1437711339511747,2803.3321842160144,26.7372826364854,NOT_AVAILABLE,47.21086108684175,1773.0801663770562,3.49626288499175,,S3037,0.47364426,0.10358375482499724,2.7836318775491034,-3.190700734958588,,0.09003034963344482,0.1939788672891198,17.06918,1.1220556,3548815513149440
0.3148193995928812,4.882025736724612,,-0.12326349950601875,,2.636037374342149E-5,0.1549002223425609,1159.4092858907945,7.856984692576325,NOT_AVAILABLE,46.15421034104905,767.3120877829169,2.4964128987937926,,S3102,0.3402443,0.12923581026152756,0.6096968047243989,-2.0700529475158214,,0.13217371631841907,0.3188180008648624,18.027773,1.0160687,3722980731422464
0.9003134378134698,4.868879593587166,,0.5757588886007647,,4.282003899551109E-5,0.47897930691030843,448.56120957673255,8.553236315415838,NOT_AVAILABLE,45.4166142244562,293.0044495096106,2.3266835333365568,,S3061,0.419775,0.4794252437971142,0.8082283127467487,-2.290394978402189,,0.4146234819740983,0.7815560186821927,19.058811,1.1091347,3756721994747136
0.36229758404402124,5.3770555107094955,,0.19660542949339072,,2.127555992199074E-5,0.29769458542971516,789.9348946638962,7.056438733190163,NOT_AVAILABLE,46.033625648008005,529.1094841614652,1.851835930085959,,S3064,0.33261108,0.20140618926671522,0.8782180567300342,-0.26878193133096173,,0.24006754227010335,0.40087072655599804,18.444387,1.0549685,3890759333985536
0.22646614961309558,5.2216972422441925,,-0.2147568329989715,,3.397233489999289E-6,0.1580572638858245,1517.024980751473,18.030262807919613,NOT_AVAILABLE,48.206101992197624,963.6614083829287,3.039993468962748,,S3035,0.52830505,0.10267780872672766,2.027236129912257,-1.1779270463776257,,0.13786880314446304,0.24637152721159936,17.735884,0.9955362,3979239955726848
0.10462858615184736,5.667472881330978,,0.1574171294734561,8205.25,3.877512581995433E-5,0.06278775417791957,7461.751179406973,26.66347663785581,NOT_AVAILABLE,48.47772126733824,4954.066235936794,9.238566322504907,,S3031,0.34854984,0.04523420835836722,5.403178682321892,-4.034728422697091,0.8052,0.05594133460776199,0.1276666989769659,16.006264,0.8507482,4101835502195712
