name,specobjid,ra,dec,plate,mjd,fiberid,fehadop,fehadopunc,elodiervfinal,elodiervfinalerr,fehspec,fehspecunc,psfMag_g,fiberMag_g
S2067,3120022924317190144,211.87354,21.741512,2771,54527,561,-1.272255,0.0625,77.731964,4.113562,-1.272255,0.0625,17.471527,17.869862
S2935,2670722603177502720,150.19782,18.609874,2372,53768,320,-1.312373,0.1514,131.096237,13.5744,-1.312373,0.1514,18.670559,19.04257
S2174,2981441852437194752,190.51394,21.434524,2648,54485,214,-2.298528,0.0249,-71.319199,2.13103,-2.298528,0.0249,15.311625,15.614974
S3128,2572722306019256320,136.43674,18.677079,2285,53700,149,-1.390888,0.0405,17.500051,2.508755,-1.390888,0.0405,16.358053,16.698412
S2867,2504100687747508224,178.05522,30.836052,2224,53815,361,-1.851965,0.0339,-223.142578,2.913793,-1.851965,0.0339,16.711185,17.016321
S1774,3340617668276283392,240.57793,19.139271,2967,54584,264,-1.652378,0.0524,30.270094,3.847523,-1.652378,0.0524,16.997534,17.304647
S1949,2451247176249010176,244.66657,16.863167,2177,54557,593,-2.097628,0.0282,-178.701126,1.163845,-2.097628,0.0282,15.255204,15.596746
S3460,2202358681738176512,153.55874,31.976012,1956,53437,358,-1.709165,0.242,197.394028,2.307409,-1.614009,0.0259,15.65339,15.994923
S3510,2349854317944530944,138.40778,26.983092,2087,53415,368,-1.685872,0.0982,137.945724,7.965809,-1.685872,0.0982,18.051968,18.353508
S3714,2148388875288995840,312.00638,0.35285,1908,53239,625,-1.75277,0.0741,-40.794437,2.854756,-1.75277,0.0741,16.502069,16.80233
S4600,783759413130323968,20.8416,0.68142375,696,52209,484,-1.864128,0.0739,-101.322731,8.796324,-1.864128,0.0739,18.225883,18.536905
S2017,2768676732725651456,237.39023,27.558239,2459,54544,323,-1.803912,0.279,-10.811628,1.152958,-1.712523,0.0246,15.041193,15.356413
S788,3664903784531861504,190.19214,15.059975,3255,54885,362,-2.181103,0.0892,-33.723385,7.041421,-2.181103,0.0892,18.625458,18.999107
S184,3857467854517542912,252.2917,21.863441,3426,54977,490,-1.73704,0.023835,-219.552094,2.007962,-1.713204,0.0286,16.628895,16.95602
S1481,3267485852132993024,229.60591,8.14563,2902,54629,452,-1.987974,0.0518,272.430908,2.50383,-1.987974,0.0518,16.992014,17.310045
S77,3730215052012265472,214.32247,9.0064077,3313,54999,395,-1.514433,0.0571,-70.076309,4.44331,-1.514433,0.0571,17.829008,18.142462
S838,3647925400820097024,201.98137,38.379013,3240,54883,35,-1.729212,0.171,-163.885834,3.480149,-1.882163,0.0469,17.183455,17.490459
S3928,1627075225218738176,176.54003,42.745375,1445,53062,545,-1.485839,0.086862,-79.540955,2.541328,-1.572701,0.058363,15.719888,16.018612
S4114,1443408124907120640,202.64992,48.298917,1282,52759,16,-1.843709,0.0424,-75.665306,5.561035,-1.843709,0.0424,17.148521,17.545198
S4182,1423284862223149056,120.24232,22.574106,1264,52707,536,-1.719336,0.082,133.88765,7.578467,-1.719336,0.082,18.093979,18.413708
S2953,2698826395177478144,48.269768,40.727237,2397,53763,161,-1.893317,0.0257,12.265921,1.872262,-1.893317,0.0257,15.635597,15.934143
S545,3707680834770280448,129.4228,6.6856634,3293,54921,336,-0.646037,0.044498,131.84082,4.441875,-0.636418,0.07138,18.486135,18.794638
S3996,1426557287480190976,126.82603,27.418566,1267,52932,153,-1.405248,0.212035,98.851189,2.106236,-1.193213,0.042051,15.589059,15.940913
S145,3892360306386640896,252.9956,34.992287,3457,54984,452,-2.481484,0.0408,-90.918762,1.673765,-2.481484,0.0408,15.990898,16.299696
S4064,1321815883156318208,251.90922,35.530055,1174,52782,34,-2.146155,0.1308,-249.20665,13.868191,-2.146155,0.1308,18.067217,18.364824
S1324,3537578136495562752,354.7448,-0.96136392,3142,54735,2,-2.67483,0.217,-178.23674,1.418253,-2.020792,0.047,15.903269,16.194578
S4914,403115078104147968,263.84857,56.275518,358,51818,156,-2.15804,0.188,-177.376648,3.757428,-1.579122,0.1109,17.108429,17.433893
S4757,606985702831319040,225.84781,2.3777016,539,52017,457,-2.082227,0.0284,87.644936,2.716565,-2.082227,0.0284,16.438196,16.749847
S4689,657589901402859520,214.9282,3.7567684,584,52049,234,-9999,-9999,-127.546051,13.465204,-9999,-9999,18.809065,19.18716
S1120,3573664659317825536,125.73847,46.361608,3174,54821,212,-1.693776,0.272,68.480995,2.188618,-2.076864,0.0604,17.141077,17.445959
S1170,3541007514369892352,352.17203,-10.224852,3145,54801,190,-1.319751,0.2717,-172.939697,12.127641,-1.319751,0.2717,19.75732,20.067642
S3664,2157250114878466048,312.07369,-6.447505,1916,53269,94,-2.043683,0.0294,-342.178894,2.7609,-2.043683,0.0294,16.219551,16.508249
S4932,396370396821088256,258.94662,62.648767,352,51694,195,-1.461879,0.488,-31.612991,1.860838,-2.173942,0.043,14.999973,15.353303
S4514,374936802412226560,185.51139,-3.5062944,333,52313,44,-1.856848,0.346,289.850983,2.436745,-1.853112,0.0574,16.039751,16.351812
S252,3731343700211638272,224.07283,0.39395639,3314,54970,405,-1.650899,0.331,30.413898,9.832823,-1.39809,0.0918,19.300377,19.612453
S1256,3529736145275559936,8.4292699,24.65005,3135,54770,145,-1.901236,0.426,-230.118149,2.645846,-2.066611,0.0879,17.905634,18.240711
S4982,328853234623997952,191.67357,0.63088429,292,51609,329,-1.523047,0.1125,-49.385792,4.119332,-1.523047,0.1125,17.236895,17.529198
S2592,2919604213778507776,159.63622,19.13999,2593,54175,530,-1.387233,0.0662,17.889662,3.044915,-1.387233,0.0662,17.287342,17.622282
S2349,3150326836987193344,279.07031,40.458026,2798,54397,214,-2.001765,0.0313,-85.465134,1.642052,-2.001765,0.0313,14.883991,15.244495
S613,3714499730789736448,162.56808,17.131781,3299,54908,567,-1.736498,0.055,170.611191,4.610949,-1.736498,0.055,17.995302,18.295393
S2467,3095203368667211776,220.41372,15.09855,2749,54241,380,-2.327283,0.624,25.524553,12.979683,-2.009999,0.2136,18.866335,19.167326
S1792,2844146936615823360,242.00134,11.077733,2526,54582,450,-1.705618,0.122,-31.584089,1.706905,-1.275987,0.0295,15.816937,16.0935
S2260,3569198718601240576,170.15674,20.154912,3170,54859,349,-1.179405,0.07093,14.848495,2.863108,-1.078113,0.025351,17.519115,17.852749
S2992,2662769560209352704,154.66896,21.094532,2365,53739,59,-2.376612,0.145,209.277603,5.636943,-1.757098,0.0591,17.981745,18.249071
S2817,2514162319156602880,186.74284,27.191119,2233,53845,101,-1.732177,0.0659,-24.830528,5.45124,-1.732177,0.0659,17.499496,17.848333
S945,3627798565243428864,173.90709,28.304106,3222,54862,542,-1.688471,0.027686,-17.397795,6.72536,-1.716156,0.0705,18.775579,19.084045
S1413,3166135069475629056,282.8708,19.725206,2812,54639,380,-1.776361,0.056,-95.996788,3.775691,-1.776361,0.056,17.643948,18.003248
S3421,2230565553473349632,163.0548,31.186832,1981,53463,574,-1.762452,0.0534,21.099678,2.527853,-1.762452,0.0534,15.794736,16.09959
S3003,2256320793317238784,183.75647,32.038925,2004,53737,63,-1.710139,0.0413,-88.36544,1.985734,-1.710139,0.0413,15.514602,15.847785
S4621,782541429007214592,19.175706,-0.3420817,695,52202,149,-2.067731,0.316,-95.20282,8.736654,-1.830763,0.1539,18.308435,18.585896
S477,3785310754039767040,128.27772,55.720622,3362,54939,128,-1.853352,7.641992E-3,-189.936462,3.198391,-1.843679,0.012001,17.637388,17.951727
S3821,1766606825974687744,251.15452,19.69068,1569,53168,254,-1.522376,0.0397,-21.490196,2.198706,-1.522376,0.0397,16.240746,16.537388
S3528,2193278913893918720,150.07951,33.184847,1948,53388,94,-9999,-9999,79.401421,17.732269,-9999,-9999,19.029663,19.376987
S3461,2202435647552120832,155.84345,32.133041,1956,53437,638,-1.647293,0.0737,116.511147,9.088532,-1.647293,0.0737,18.510334,18.851637
S2559,2080710102096046080,233.14624,27.357611,1848,54180,171,-1.834321,0.070851,-113.121101,2.875343,-1.905172,0.045,16.183424,16.490726
S4908,459515901490784256,40.4156,0.59990742,408,51821,541,-2.166199,0.1824,-127.741013,10.566682,-2.166199,0.1824,18.578957,18.885696
S1457,3277496905537447936,232.63177,38.7502,2911,54631,8,-1.906669,0.0471,-172.470474,1.613414,-1.906669,0.0471,15.867393,16.196167
S4006,1594388940410873856,235.99404,37.940443,1416,52875,417,-1.633067,0.0409,-171.722397,2.522713,-1.633067,0.0409,15.614648,16.025074
S4129,1454824903508256768,230.54888,40.88609,1292,52736,590,-1.886302,0.0403,-299.464447,1.959613,-1.886302,0.0403,14.673243,15.010983
S1657,2454462698943965184,254.15909,23.033382,2180,54613,3,-1.651474,0.03,-119.342064,1.99234,-1.651474,0.03,14.760492,15.112947
S185,3857462082081497088,252.09941,21.895674,3426,54977,469,-1.731565,0.232,-3.756706,1.546197,-1.833969,0.0352,15.683743,16.015133
S1666,2454635597147432960,254.30492,24.559629,2180,54613,632,-1.637721,0.119,-84.783043,3.759466,-1.396538,0.0374,17.445873,17.769341
S3929,1627074125707110400,176.30585,42.717104,1445,53062,541,-1.480484,0.473,-232.087128,3.408965,-1.931334,0.0245,16.237026,16.566137
S896,3618694883910459392,181.25423,11.512678,3214,54866,191,-1.901833,0.0445,217.382736,2.366923,-1.901833,0.0445,17.135866,17.498209
S794,3664823245305126912,191.46077,13.468092,3255,54885,69,-1.90379,0.0429,-67.865051,1.794383,-1.90379,0.0429,16.003218,16.332809
S3836,1780217680096159744,236.7864,33.338981,1581,53149,618,-2.103461,0.167,12.140742,11.614042,-1.783776,0.0446,18.6287,18.925333
S4206,1354577204599613440,116.24908,22.318968,1203,52669,435,-1.082063,0.0717,-18.596846,5.914864,-1.010363,0.0399,17.545002,17.905247
S4231,1121460123198318592,151.911,6.2635776,996,52641,232,-1.997707,0.0539,66.566269,4.605293,-1.997707,0.0539,16.966339,17.295938
S4899,460497766213249024,42.590811,-0.96024582,409,51871,17,-1.32537,0.026,77.839668,4.045317,-1.32537,0.026,17.107395,17.394825
S385,3742515837408485376,153.76318,53.321871,3324,54943,89,-2.334463,0.138625,20.19072,2.175403,-2.200255,0.0472,15.698018,16.02323
S4329,1102363251900966912,258.88196,27.262644,979,52427,390,-1.531714,0.024961,-241.573395,2.077354,-1.506753,0.048294,15.514729,15.864628
S4299,1101245323688306688,258.37423,31.784226,978,52441,419,-1.770316,0.0617,-97.24469,4.570005,-1.770316,0.0617,17.261333,17.572983
S4538,644178612349593600,150.46787,4.3376661,572,52289,596,-1.744347,0.1524,120.76561,14.649665,-1.744347,0.1524,19.142349,19.431946
S2057,3251744967114123264,134.0111,4.156039,2888,54529,531,-1.627224,0.099943,164.054535,3.452873,-1.68654,0.125613,17.957394,18.30409
S4431,869368490765608960,159.75498,62.826514,772,52375,632,-1.89557,0.334,-25.931971,2.850093,-1.785717,0.0409,15.985382,16.297581
S2568,3014053362199980032,111.71979,31.179451,2677,54180,70,-2.257641,0.085,291.253723,2.027628,-1.892972,0.0605,15.521326,15.860025
S4606,614881573862402048,123.26505,42.371538,546,52205,510,-1.523607,0.0238,-10.80616,2.438289,-1.523607,0.0238,16.494436,16.867146
S1287,3524125611813609472,355.11204,13.934347,3130,54740,214,-1.406388,7.743896E-3,-161.437042,2.399895,-1.414132,0.071331,17.809229,18.102659
S4699,668860170398361600,235.6142,2.3925722,594,52045,275,-1.652095,0.107,35.959061,3.170695,-1.155713,0.0343,16.485491,16.788328
S4708,598011214232053760,210.42067,3.075634,531,52028,576,-1.99862,0.289,104.037598,1.936789,-1.938718,0.0389,15.348984,15.663825
S4840,550701426267940864,159.06399,65.675166,489,51930,496,-1.88417,0.051894,-226.548676,1.910942,-1.832276,0.066864,15.783635,16.139261
S564,3708827350469812224,150.27206,64.413628,3294,54918,411,-1.746565,0.016571,164.282318,1.956484,-1.763136,0.0291,16.295925,16.638113
S4831,338987988639836160,208.52191,0.74030311,301,51942,335,-1.815431,0.025262,183.266708,3.190097,-1.815431,0.025262,16.432413,16.737099
S1564,3294548956394055680,198.97242,0.84074,2926,54625,603,-1.871936,0.0684,6.39875,7.606652,-1.871936,0.0684,18.893166,19.227425
S2627,3020896447240366080,112.09251,41.505426,2683,54153,389,-1.862636,0.038,-61.800457,2.367844,-1.862636,0.038,16.909712,17.214983
S2968,2678669598244497408,38.359519,26.909188,2379,53762,559,-2.320177,0.132,177.016495,3.700189,-1.968992,0.0756,17.111822,17.41202
S2934,2670799843869353984,152.80822,20.136246,2372,53768,601,-1.895849,0.0767,207.440903,8.43304,-1.895849,0.0767,18.119904,18.494654
S1189,3502805532601851904,12.9641,0.37599501,3111,54800,476,-1.804791,0.0241,-223.532913,1.506494,-1.804791,0.0241,15.747497,16.070835
S4631,758938762632783872,338.48379,-0.91733595,674,52201,299,-1.733209,0.128212,-145.516769,4.685638,-1.604997,0.0287,17.338707,17.635124
S3636,2206817473783766016,322.37436,11.294917,1960,53289,195,-1.815426,0.0428,-303.779938,2.158781,-1.815426,0.0428,16.182135,16.494873
S3661,2157371336035428352,311.9247,-5.975478,1916,53269,535,-1.648197,0.0466,9.929058,3.733177,-1.648197,0.0466,17.102016,17.391327
S3257,2457929990793095168,265.53211,26.128247,2183,53536,329,-1.693805,0.0479,-6.734104,2.461607,-1.693805,0.0479,16.011242,16.292961
S2036,3232542821286176768,165.54548,38.142418,2871,54536,306,-1.481149,0.0562,-140.465607,3.300515,-1.481149,0.0562,17.764971,18.067926
S883,3656981528291942400,149.71483,12.664616,3248,54880,213,-1.80022,0.0245,245.584244,4.067875,-1.80022,0.0245,17.954386,18.266907
S2989,2170822212506904576,126.32583,24.085862,1928,53327,317,0.089559,0.010525,39.295776,1.562557,0.080338,5.678542E-3,15.301108,15.650631
S4010,1582052694003050496,242.42736,31.21931,1405,52826,594,-2.079545,0.0439,-287.010193,3.013991,-2.079545,0.0439,16.143818,16.45882
S3810,1891629819318265856,234.56489,40.110159,1680,53171,429,-2.155177,0.0541,-160.573227,2.634566,-2.155177,0.0541,15.762976,16.096924
S1734,3336057718761875456,193.68753,9.258548,2963,54589,59,-1.451622,0.0726,-161.888077,6.277588,-1.451622,0.0726,17.573938,17.892822
S517,3713336447755984896,243.40337,5.9609364,3298,54924,431,-1.850015,0.0316,-160.998383,1.456579,-1.850015,0.0316,16.247849,16.552107
S666,3661571714678104064,184.97421,6.3593578,3252,54893,528,-2.436967,0.0403,-95.601128,3.280723,-2.436967,0.0403,17.438459,17.735981
S2806,1946823390413219840,241.43116,7.2263551,1729,53858,518,-2.783161,0.682,-216.693619,2.450379,-2.006635,0.022,16.494869,16.84993
S734,3663703117901438976,188.86021,13.437088,3254,54889,90,-2.09541,0.0573,-57.710869,2.588923,-2.09541,0.0573,16.297302,16.635061
S83,3903507155520692224,243.22606,38.350213,3467,54999,44,-1.540794,0.219,-159.100845,13.191938,-1.371628,0.1129,19.208138,19.533293
S66,3918294212524744704,252.77424,31.417061,3480,54999,591,-2.053804,0.0726,121.755135,3.040599,-2.053804,0.0726,17.491755,17.790836
S1134,3545587530139279360,136.31099,38.995941,3149,54806,468,-2.630072,0.186,12.903126,4.580968,-2.033569,0.1036,18.698496,19.011971
S4512,965011432829642752,115.99442,25.646495,857,52314,419,-0.107871,0.202799,-23.045654,1.909751,-0.107871,0.0244,15.71773,16.090176
S4057,1478325591068403712,180.72734,56.461856,1313,52790,69,-1.350109,0.176,-189.841614,2.866878,-1.390777,0.0326,15.936767,16.317991
S466,3662592612029800448,186.93111,4.3070006,3253,54941,146,-2.709943,0.239,362.082855,2.72052,-2.276646,0.0627,17.174795,17.526752
S4210,1303903737315616768,207.64212,59.012934,1158,52668,406,-9999,-9999,-289.196838,11.878207,-9999,-9999,18.740696,19.06679
S3308,2455634210312972288,254.77507,39.11948,2181,53524,169,-1.036172,0.0392,-9.504562,1.916457,-1.036172,0.0392,14.891054,15.173862
S1385,2612204959927658496,319.81851,-6.640522,2320,54653,426,-1.79116,0.535,-118.805214,7.07933,-1.89861,0.1159,18.969368,19.272406
S1036,3500463298510430208,16.346901,-10.0491,3109,54833,147,-1.736611,0.0549,54.590233,2.954971,-1.736611,0.0549,17.437494,17.752897
S4559,815256573730383872,342.87686,-8.953361,724,52254,382,-1.651474,0.051,84.548851,2.614104,-1.651474,0.051,16.402502,16.725309
S4529,591147517375178752,197.78768,2.0086938,525,52295,182,-1.618488,0.288,-92.560501,3.355185,-1.725925,0.0623,16.904131,17.192049
S2538,2921854914617436160,181.08751,18.686728,2595,54207,526,-1.570134,0.0337,-32.844162,4.06422,-1.570134,0.0337,17.244623,17.540342
S1636,3149143491272009728,263.68272,7.285883,2797,54616,5,-1.460306,0.0562,-6.245272,2.987612,-1.460306,0.0562,16.471529,16.872953
S2589,2919600090609903616,159.57498,18.482982,2593,54175,515,-2.108845,0.151,-32.23336,4.851491,-1.558795,0.0359,17.53017,17.83075
S3006,2661740967048013824,151.54923,22.074108,2364,53737,413,-1.745657,0.208,211.395874,2.161079,-1.720245,0.0394,16.179192,16.478069
S866,3671720756556963840,157.49594,27.870457,3261,54881,586,-1.78081,0.0364,-47.119164,1.842097,-1.78081,0.0364,16.292929,16.623253
S2236,3214505331858106368,164.94776,28.051713,2855,54466,222,-1.476019,0.0258,53.04425,1.980645,-1.476019,0.0258,16.616598,16.954813
S3189,2533441701112997888,313.50443,16.32026,2250,53566,607,-1.042848,0.037,-343.971161,1.693994,-1.042848,0.037,15.329409,15.688498
S1568,2546822225600735232,263.12742,32.197693,2262,54623,133,-2.017542,0.0456,-224.328262,5.28515,-2.017542,0.0456,18.113594,18.415579
S3155,2479233029084571648,247.11461,13.509355,2202,53566,5,-1.468088,0.38,-127.763863,4.275305,-1.745826,0.0481,16.943556,17.230457
S1836,3269697518849517568,205.32856,28.032313,2904,54574,306,-1.235,0.0361,-142.416382,1.39309,-1.235,0.0361,15.656506,15.993607
S3559,2347554139015243776,132.43683,23.043411,2085,53379,192,-1.794737,0.0866,31.155371,6.578868,-1.794737,0.0866,17.866064,18.185381
S1185,3502733514590232576,12.7401,-1.14354,3111,54800,214,-2.167489,0.0903,-110.379906,5.891839,-2.167489,0.0903,18.339848,18.626331
S815,3641192266523058176,195.89062,9.6200762,3234,54885,116,-2.078496,0.0472,-67.23838,4.979884,-2.078496,0.0472,18.243294,18.550179
S3908,1554909054860552192,217.01646,37.667773,1381,53089,150,-1.003288,0.149161,26.564278,6.668078,-0.854127,0.0444,17.931137,18.307903
S3040,2336281951696087040,117.02029,27.689787,2075,53730,144,-2.320177,0.774,87.696678,7.95507,-1.589578,0.0886,19.121372,19.438671
S3640,2206764972103539712,323.51815,10.562718,1960,53289,4,-9999,-9999,-73.583481,1.610607,-9999,-9999,14.747747,15.055107
S4478,690301201928972288,229.34206,60.596205,613,52345,453,-1.624515,0.065776,-31.443466,1.788161,-1.690291,0.0351,15.388277,15.686012
S1283,3526420567559348224,10.729814,15.613351,3132,54746,371,-1.966563,0.0539,-36.235317,1.449763,-1.966563,0.0539,16.368261,16.666653
S415,3743642561932271616,170.63793,63.311144,3325,54942,92,-1.611981,0.0167,-263.163208,2.067572,-1.611981,0.0167,16.12454,16.792448
S2287,3159329363787278336,122.61855,-7.92436,2806,54425,197,-1.852997,0.0881,101.988358,2.529914,-1.852997,0.0881,17.025993,17.335674
S1436,2873325777032603648,280.37321,63.66522,2552,54632,106,-2.237556,0.067604,-295.925323,3.785574,-2.237556,0.067604,17.153347,17.482819
S1083,3593891550234517504,141.77035,14.001414,3192,54829,69,-1.831564,0.0383,-15.565391,1.83021,-1.831564,0.0383,15.799777,16.135941
S2189,2943136516525811712,191.4104,18.656303,2614,54481,124,-1.370377,0.531,-64.001404,8.999965,-1.125419,0.0782,18.582373,18.898535
S968,3636815110313451520,127.64046,16.811949,3230,54860,576,-1.281143,0.331,-44.877327,6.848259,-1.00843,0.0731,18.971678,19.305084
S1738,3343924724458612736,247.14211,17.998807,2970,54589,7,-1.864128,0.0393,-169.273605,2.180876,-1.864128,0.0393,15.503979,15.803275
S4027,1567257940350494720,241.36088,26.822496,1392,52822,19,-1.995969,0.1414,-112.601509,14.426333,-1.995969,0.1414,18.331146,18.635275
S3508,1983843664610224128,179.17086,14.688272,1762,53415,29,-1.424468,0.42,-34.202103,11.644696,-1.794394,0.0796,18.467365,18.772032
S4278,1185745541514946560,238.14954,41.795956,1053,52468,629,-9999,-9999,-36.390545,9.077828,-9999,-9999,18.245226,18.553446
S4359,1035997829291599872,222.25657,-1.3061448,920,52411,618,-1.959625,0.0527,183.440247,2.196214,-1.959625,0.0527,15.362,15.697831
S4108,1486298973995034624,200.88954,57.852052,1320,52759,404,-2.002113,0.045,-40.925713,7.605608,-2.002113,0.045,17.669241,17.986988
S615,3701982890419134464,245.85071,49.906406,3288,54908,87,-1.618488,0.143,-72.962662,4.559774,-1.75482,0.0448,17.624548,17.946415
S3240,2158496965896202240,311.86547,-5.337177,1917,53557,534,-1.938141,0.0879,-27.441099,3.921372,-1.938141,0.0879,18.041357,18.366022
S2657,3002884247569669120,132.27459,11.481783,2667,54142,397,-2.123885,0.136,236.639221,6.733578,-1.96529,0.101,17.246206,17.537189
S1266,3501632627683729408,17.587799,7.0938301,3110,54747,305,-2.034847,0.0956,-127.528175,3.894407,-2.034847,0.0956,18.21199,18.509447
S1534,2592999515044734976,301.46839,-11.990268,2303,54629,189,-1.816226,0.0723,-255.520981,3.755678,-1.816226,0.0723,17.205755,17.537474
S2076,2717922725929707520,171.32806,58.109627,2414,54526,1,-1.342489,0.215,37.739117,6.870132,-1.643114,0.0575,18.513203,18.834427
S3655,2157290521930786816,310.56912,-6.299247,1916,53269,241,-9999,-9999,-87.231041,3.983603,-9999,-9999,16.80604,17.094986
S4805,540471296195061760,147.01784,1.2212209,480,51989,143,-1.79211,0.2908,267.026886,11.846432,-1.79211,0.2908,19.06406,19.389856
S4748,603639339309623296,220.10985,2.8414841,536,52024,571,-1.552737,0.0619,-52.957928,4.800633,-1.552737,0.0619,17.526815,17.856695
S4834,339041040075876352,209.81046,1.2428331,301,51942,528,-1.587104,0.0241,120.108116,1.567287,-1.587104,0.0241,14.410814,14.708769
S904,3527575330367840256,9.0165687,15.522911,3133,54789,476,-2.554514,0.195,19.270845,3.918089,-2.113513,0.0753,18.573145,18.945499
S1247,3542183716463943680,332.35825,1.1926166,3146,54773,373,-2.645004,0.0986,-119.210457,3.668493,-2.645004,0.0986,17.419893,17.744438
S2533,3055791648693839872,117.65089,18.804951,2714,54208,361,-1.902179,0.0464,-23.67136,2.847086,-1.902179,0.0464,16.503633,16.811352
S1190,3555746192744882176,40.155001,28.287108,3158,54794,561,-1.746584,0.216205,-201.190582,1.152503,-1.621223,0.0182,16.655117,16.962124
S1354,3532107516307677184,305.738,-12.071813,3137,54730,580,-1.92237,0.163356,-41.50956,3.228827,-1.759014,0.059029,18.21353,18.507448
S1540,2593067684765657088,301.11642,-10.908691,2303,54629,437,-0.437498,0.065478,-80.992683,1.885944,-0.437498,0.065478,15.685794,15.986857
S4941,387363747305383936,240.71651,-0.49210619,344,51693,197,-1.300589,0.049584,-80.362961,3.470418,-1.300589,0.049584,16.769789,17.102551
S2133,2983789035220133888,196.95406,23.42802,2650,54505,561,-1.583282,0.240267,-107.085197,3.937889,-1.343014,0.0541,17.237858,17.571003
S497,3716730090646773760,202.24427,23.910876,3301,54939,489,-1.47032,0.15178,-17.172653,2.062148,-1.31854,0.0328,16.292221,16.616917
S3169,2532186608589891584,309.27492,13.384966,2249,53566,137,-1.310612,0.0414,-254.234238,1.997482,-1.310612,0.0414,14.808894,15.135315
S504,3705482911328346112,254.19595,42.373906,3291,54939,532,-1.666512,0.0268,-181.691299,3.215081,-1.666512,0.0268,17.145369,17.465473
S3219,2484942517955487744,247.50585,16.309876,2207,53558,296,-1.984268,0.0532,-73.864716,3.23021,-1.984268,0.0532,16.75947,17.091928
S2926,2687626494976485376,151.65328,35.886038,2387,53770,376,-2.250394,0.206,43.22641,2.02092,-9999,-9999,16.522638,16.848322
S2419,3154876614911748096,272.77752,79.019704,2802,54326,382,-1.495212,0.0343,-226.830826,3.611293,-1.495212,0.0343,17.282976,17.667114
S3812,1891546531312461824,235.88569,38.671687,1680,53171,126,-1.64413,0.0284,-110.798698,2.578232,-1.64413,0.0284,15.709111,16.03159
S3412,2314938227498182656,120.36853,5.870115,2056,53463,320,-2.360094,0.0921,268.823669,2.952345,-2.360094,0.0921,16.306555,16.612545
S3948,1471584488784947200,150.13707,9.6430257,1307,52999,121,-2.067731,0.21,20.610352,2.303355,-1.982763,0.0376,14.925705,15.235149
S847,3639060313426468864,171.42163,10.396621,3232,54882,552,-2.136671,0.0527,166.752243,1.682555,-2.136671,0.0527,16.143625,16.476864
S2026,3258473978443884544,181.04542,49.994057,2894,54539,435,-2.419173,0.0497,-220.129562,2.927383,-2.035746,0.062631,16.885855,17.260866
S4641,788248169182947328,27.902208,0.36382547,700,52199,430,-1.694962,0.178,-156.400269,5.743491,-1.236204,0.057,18.190231,18.469013
S1697,2883555632630228992,262.7346,65.50881,2561,54597,458,-1.850015,0.0922,-203.955078,5.864402,-1.850015,0.0922,18.521767,18.79418
S4855,508908988977408000,144.24958,57.09288,452,51911,8,-2.354865,0.0785,-111.167183,4.673007,-2.354865,0.0785,17.068888,17.407656
S1404,3266374521141094400,198.36844,0.447501,2901,54652,505,-1.918304,0.0913,53.177269,4.552804,-1.918304,0.0913,17.102421,17.429777
S2290,3072753543237625856,119.73446,18.245608,2729,54419,628,-1.743311,0.203,-15.313888,6.77937,-1.821718,0.0975,18.850615,19.146458
S2183,2861002173297223680,119.35454,84.355124,2541,54481,329,-1.511572,0.04972,-277.782257,2.106283,-1.511572,0.04972,15.134193,15.502325
S1304,3533147104719511552,302.01387,-12.008691,3138,54740,266,-1.210189,0.0489,-125.272293,4.592313,-1.210189,0.0489,18.680433,18.989244
S3119,2565991645724043264,131.02549,17.546473,2279,53708,239,-2.037405,0.034,73.641655,2.250385,-2.037405,0.034,15.688328,15.983903
S3326,2278826418022410240,208.52452,32.031581,2024,53503,18,-1.319692,7.52455E-3,-268.518616,10.758856,-1.312168,0.05633,18.269447,18.576315
S3712,2148317681911097344,310.08016,0.724205,1908,53239,366,-1.369328,0.101242,25.555691,4.656997,-1.268086,0.0566,17.359692,17.664486
S3619,2207915611189779456,323.48498,-0.838714,1961,53299,94,-1.87343,0.0428,8.087319,2.447031,-1.87343,0.0428,16.25423,16.557846
S4934,434719439829624832,357.9467,0.8830101,386,51788,444,-1.836145,5.271673E-3,12.89577,4.697217,-1.830873,0.03466,16.523497,16.832121
S4155,1366860399789500416,142.32251,38.047137,1214,52731,65,-2.157125,0.046698,-36.43874,3.764776,-2.157125,0.046698,16.355042,16.789267
S254,3731292847798853632,223.65909,-0.24272713,3314,54970,220,-1.171121,0.015409,52.826389,10.151029,-1.155713,0.1016,19.442213,19.743147
S2669,2880090514068105216,186.05961,-1.170156,2558,54140,140,-1.443675,0.245888,-49.257507,2.476101,-1.283563,0.0303,16.758127,17.131969
S3312,2455589405214140416,256.56077,39.015141,2181,53524,6,-1.602857,0.0263,-134.174026,2.805542,-1.602857,0.0263,15.799521,16.124725
S4055,1521193900167948288,223.3547,38.689121,1351,52790,375,-2.331337,0.096,-268.511383,2.139421,-1.544249,0.07573,15.71778,16.028374
S1979,3256232899086673920,180.69547,0.540647,2892,54552,474,-1.581483,0.0593,166.365143,4.352531,-1.581483,0.0593,17.326632,17.640305
S1593,3149246845365020672,261.49202,8.481418,2797,54616,381,-1.431605,0.0612,-226.192337,4.703261,-1.431605,0.0612,17.87468,18.202555
S2830,2787817019096013824,198.05917,18.02946,2476,53826,323,-1.934102,0.155,-56.784504,6.950638,-1.934102,0.155,17.149729,17.451242
