name ra  dec
S3900 197.97314 15.18438 35.7
S3901 189.20084 46.82557 12.3
S3902 182.2509 7.58538 34.9
S3903 179.72311 7.55575 41.3
S3904 189.16521 48.07517 10.5
S3905 181.41376 7.18358 26.5
S3906 182.22304 45.4735 15.3
S3907 196.46938 14.66637 22.7
S3908 217.01646 37.66777 29.0
S3909 131.47011 8.60776 21.1
S3910 132.75095 9.67532 24.7
S3911 215.50092 40.70536 15.7
S3912 126.61845 7.57453 13.5
S3913 212.95547 39.46623 9.3
S3914 214.8674 39.05775 19.3
S3915 170.21143 41.04278 10.9
S3916 170.53947 41.0466 12.4
S3917 171.75397 42.48676 21.0
S3918 195.79159 44.33241 22.1
S3919 194.16554 43.8028 15.6
S3920 174.18851 43.68098 23.2
S3921 208.89545 44.11407 16.1
S3922 121.84766 5.72287 15.6
S3923 122.27999 7.56321 31.4
S3924 201.84094 46.43669 9.5
S3925 202.27107 47.05215 15.1
S3926 192.18579 43.97263 9.2
S3927 188.63693 44.62561 6.7
S3928 176.54002 42.74538 10.4
S3929 176.30585 42.71711 13.0
S3930 174.13979 41.67882 36.8
S3931 209.42158 38.70998 7.7
S3932 209.94464 38.9048 13.6
S3933 171.91708 41.64492 13.7
S3934 145.87341 10.9013 21.8
S3935 163.63388 46.30343 18.9
S3936 152.37341 9.44636 27.2
S3937 167.2466 42.94282 9.5
S3938 115.21576 45.33009 27.5
S3939 134.74467 10.19652 43.5
S3940 163.35007 41.91447 23.4
S3941 164.79634 42.65807 9.6
S3942 165.4232 42.96313 19.7
S3943 204.94076 41.1982 31.3
S3944 206.95853 40.92626 35.8
S3945 142.9821 9.83912 7.4
S3946 153.59422 40.33223 16.7
S3947 149.87749 10.16011 18.8
S3948 150.13707 9.64303 6.9
S3949 148.18088 10.24043 10.7
S3950 151.31137 37.43247 38.7
S3951 137.38394 34.31618 7.9
S3952 352.76581 1.0608 12.3
S3953 138.78946 34.8458 37.3
S3954 351.93545 0.19773 13.0
S3955 145.2979 9.08978 11.5
S3956 143.83321 35.59445 19.6
S3957 143.20927 33.47259 37.5
S3958 141.10593 32.45859 12.0
S3959 50.70003 41.48523 10.7
S3960 49.09429 42.57149 14.6
S3961 49.08973 40.46832 30.2
S3962 49.62662 42.09806 11.9
S3963 137.97394 32.36292 14.5
S3964 134.45877 31.43225 26.0
S3965 136.67836 7.54339 18.9
S3966 137.58942 8.0518 24.3
S3967 41.16627 1.14443 12.3
S3968 42.75218 0.60785 13.7
S3969 40.95501 0.53495 28.5
S3970 139.06914 36.68608 36.0
S3971 352.85635 52.53702 10.2
S3972 349.58743 53.08838 3.6
S3973 352.88068 53.82143 4.9
S3974 351.79428 51.73235 5.3
S3975 350.73312 52.56051 3.9
S3976 349.96054 51.71395 4.8
S3977 350.04272 52.95203 11.9
S3978 43.14882 0.29553 24.1
S3979 132.11482 28.5267 20.9
S3980 132.71876 28.72135 16.2
S3981 135.85486 34.53537 14.6
S3982 134.42947 34.89289 29.6
S3983 128.54748 6.45943 27.9
S3984 124.343 24.89193 32.7
S3985 126.06878 6.16671 15.9
S3986 126.11689 6.12771 39.4
S3987 125.56817 25.77715 12.3
S3988 128.06354 26.5355 25.8
S3989 121.61487 23.06614 26.1
S3990 118.59961 20.28859 37.6
S3991 117.92781 20.31983 14.5
S3992 129.39497 30.59162 15.4
S3993 123.86571 6.02969 11.7
S3994 128.41064 29.97123 37.3
S3995 129.38177 29.798 6.3
S3996 126.82603 27.41857 9.4
S3997 126.2032 28.41524 16.6
S3998 125.7714 27.32775 46.4
S3999 245.59001 27.64487 24.8
S4000 246.25694 28.46733 13.6
S4001 246.2104 28.41515 21.5
S4002 244.69545 28.29287 27.1
S4003 245.73665 28.80805 26.4
S4004 347.36609 0.25434 14.3
S4005 346.17425 -0.81582 39.2
S4006 235.99403 37.94044 9.7
S4007 236.2065 34.11846 16.8
S4008 236.17725 34.85682 24.4
S4009 241.32729 30.81985 6.8
S4010 242.42735 31.21931 12.3
S4011 240.41406 31.65932 21.5
S4012 239.37421 31.64489 9.5
S4013 239.24251 32.56069 32.1
S4014 239.38457 32.65234 24.0
S4015 239.61678 31.81609 27.5
S4016 326.24344 -7.02163 8.0
S4017 247.56549 26.3067 24.2
S4018 249.50835 25.60336 26.1
S4019 248.0116 27.08566 27.6
S4020 241.74857 40.34433 46.8
S4021 249.58252 24.99912 25.4
S4022 243.43919 25.84377 18.9
S4023 242.02274 25.81137 23.2
S4024 243.11697 26.52708 18.1
S4025 242.69939 41.12365 24.2
S4026 241.93661 26.10063 23.4
S4027 241.36089 26.8225 32.0
S4028 247.11952 26.90178 11.0
S4029 245.81873 27.64235 13.4
S4030 209.74004 43.10729 12.9
S4031 227.67273 50.2812 11.7
S4032 239.05499 27.79944 10.6
S4033 229.88522 48.43893 13.3
S4034 210.83618 42.13869 11.3
S4035 246.97395 26.4916 6.4
S4036 227.142 48.81058 11.1
S4037 248.14023 27.21892 29.5
S4038 247.33382 26.62041 21.1
S4039 230.98798 35.66929 7.4
S4040 206.21957 42.21066 25.4
S4041 231.70967 33.97309 16.5
S4042 229.83878 35.81763 18.8
S4043 230.26958 34.14281 10.4
S4044 206.53184 43.98095 23.4
S4045 208.57558 55.51328 14.2
S4046 218.45192 39.73386 11.6
S4047 216.4243 40.41389 12.9
S4048 219.15343 40.22116 17.4
S4049 218.45798 40.88044 13.8
S4050 253.45213 32.76797 10.1
S4051 207.34875 55.4127 13.9
S4052 253.06364 31.90133 21.2
S4053 189.60303 58.28275 17.1
S4054 181.31509 57.45699 25.2
S4055 223.35471 38.68912 10.3
S4056 247.75232 39.30046 7.2
S4057 180.72734 56.46186 11.4
S4058 180.06261 56.38261 9.8
S4059 252.02875 30.02287 27.5
S4060 219.35641 38.74282 22.8
S4061 221.9828 38.8852 30.4
S4062 223.83316 50.53863 24.1
S4063 234.75246 44.55576 10.0
S4064 251.90922 35.53006 27.4
S4065 251.73453 35.09144 10.5
S4066 220.75117 51.45681 16.8
S4067 249.16254 30.73848 21.8
S4068 219.57855 51.40838 18.0
S4069 249.6357 32.73069 35.3
S4070 218.86024 51.75935 17.5
S4071 235.55792 46.50282 23.5
S4072 249.29752 31.98235 5.9
S4073 220.86211 52.38749 14.2
S4074 248.59097 32.1908 8.7
S4075 235.53438 45.53198 26.5
S4076 219.30048 53.70598 15.7
S4077 249.43739 30.76701 13.6
S4078 249.20972 31.07181 8.8
S4079 249.97977 32.80361 15.0
S4080 248.91315 34.91577 10.1
S4081 249.27467 34.27094 21.9
S4082 248.78461 35.25256 37.7
S4083 250.35533 34.32178 14.3
S4084 250.50607 34.35671 12.5
S4085 192.32188 56.53729 29.5
S4086 175.15552 57.38018 24.9
S4087 233.23202 39.05354 10.4
S4088 247.79964 36.87982 19.8
S4089 177.49676 56.51316 22.3
S4090 175.60701 57.28804 20.8
S4091 191.76843 56.35359 9.3
S4092 247.94788 35.41816 18.0
S4093 232.15813 38.41873 14.8
S4094 247.22304 36.76937 9.2
S4095 248.06004 35.91912 16.0
S4096 243.1824 35.95005 9.0
S4097 216.59616 52.2474 24.2
S4098 243.10873 36.45087 8.0
S4099 243.26909 37.98889 8.6
S4100 216.41566 53.61599 13.8
S4101 239.20584 42.80975 7.6
S4102 203.6649 55.80081 27.7
S4103 218.40782 53.64716 11.5
S4104 213.20708 52.91895 16.0
S4105 212.00822 52.77034 19.1
S4106 241.35185 39.0842 8.4
S4107 243.07944 40.46609 23.5
S4108 200.88954 57.85205 25.5
S4109 198.5546 49.1765 19.5
S4110 242.87993 39.67486 8.1
S4111 243.87804 38.85381 13.5
S4112 200.17573 48.35162 33.7
S4113 200.56413 55.32717 9.0
S4114 202.64992 48.29892 20.5
S4115 147.23093 9.92241 10.5
S4116 145.95996 9.05569 29.4
S4117 242.16661 41.98531 7.9
S4118 243.7345 42.92627 19.5
S4119 238.90585 46.22384 9.2
S4120 233.71985 37.03769 21.4
S4121 226.21193 48.38339 28.5
S4122 150.43295 8.69837 19.3
S4123 226.77045 46.93602 23.3
S4124 226.05864 42.72918 14.7
S4125 224.9749 41.48089 15.3
S4126 208.06502 48.23135 13.9
S4127 230.36926 40.90245 12.9
S4128 207.22803 48.49489 40.8
S4129 230.54887 40.88609 6.5
S4130 229.50442 39.83426 23.5
S4131 228.04002 41.35577 13.2
S4132 221.50259 48.43952 40.6
S4133 188.08047 50.87824 7.0
S4134 188.39937 49.1745 11.6
S4135 188.38715 51.07513 22.6
S4136 154.26259 6.94649 20.5
S4137 223.35667 43.00788 25.1
S4138 155.59325 6.17368 14.1
S4139 220.5477 43.64983 14.3
S4140 154.26924 6.80633 14.1
S4141 223.24168 43.56538 17.4
S4142 223.30508 42.17553 8.1
S4143 149.47755 7.45765 22.1
S4144 188.96153 10.8006 20.1
S4145 154.31039 5.75353 14.4
S4146 219.3112 43.53226 22.5
S4147 220.77046 44.88475 19.4
S4148 153.94154 5.37787 40.5
S4149 147.12302 8.70368 26.6
S4150 158.25993 9.74551 12.9
S4151 176.07935 54.35566 41.0
S4152 219.05292 49.45033 21.2
S4153 222.28456 49.72678 25.5
S4154 180.00618 10.56186 10.7
S4155 142.32251 38.04714 14.4
S4156 219.43977 44.60299 9.6
S4157 219.70241 45.61774 15.0
S4158 212.48747 47.74369 19.5
S4159 143.8875 39.66263 43.1
S4160 212.7178 46.25257 26.1
S4161 212.35934 47.30242 19.5
S4162 213.69559 51.1678 16.3
S4163 168.22507 7.18649 7.8
S4164 211.20752 47.84796 13.0
S4165 209.63797 47.14641 24.1
S4166 207.61735 -1.22367 14.1
S4167 209.21413 -1.66802 41.1
S4168 228.83594 45.75845 17.6
S4169 229.59541 46.57091 31.5
S4170 208.74957 -2.49142 17.4
S4171 146.57051 6.00452 18.4
S4172 123.39955 25.33473 14.9
S4173 154.79762 43.36988 19.0
S4174 152.95541 43.80564 10.5
S4175 153.89326 42.98093 36.1
S4176 123.14619 25.9339 8.3
S4177 152.81427 41.89151 16.9
S4178 116.08539 20.4985 13.2
S4179 139.5377 38.9602 8.3
S4180 174.87457 54.30315 17.1
S4181 174.7762 55.58365 32.1
S4182 120.24232 22.57411 28.0
S4183 140.87968 4.64004 13.9
S4184 136.96005 35.61178 11.8
S4185 129.04886 33.14535 10.9
S4186 129.01903 31.49907 15.0
S4187 190.76958 54.19527 31.9
S4188 194.09904 54.95956 9.2
S4189 144.01878 45.58169 39.3
S4190 125.61768 28.87134 30.1
S4191 143.60008 45.42975 40.3
S4192 124.80377 28.39457 30.0
S4193 128.6943 31.8704 10.4
S4194 150.82881 41.55909 16.2
S4195 133.87913 5.22355 34.0
S4196 123.34651 27.32041 29.4
S4197 161.89963 6.63244 20.7
S4198 162.33087 7.2136 26.5
S4199 116.98033 21.54386 22.0
S4200 194.01121 5.93318 17.2
S4201 193.977 5.5801 9.4
S4202 161.77965 50.43651 12.6
S4203 116.45456 21.23601 26.4
S4204 162.28252 50.94732 34.8
S4205 194.36301 5.79545 10.2
S4206 116.24908 22.31897 22.2
S4207 162.24171 49.02612 8.1
S4208 116.41311 23.12292 22.7
S4209 133.72572 38.04591 30.9
S4210 207.64212 59.01294 41.0
S4211 127.37742 34.06092 12.9
S4212 209.59888 58.44134 9.1
S4213 134.2531 6.94907 9.7
S4214 116.31554 28.90219 37.1
S4215 165.38242 52.26028 21.9
S4216 167.31998 53.69053 15.7
S4217 137.31238 6.33037 10.4
S4218 164.32361 54.60711 15.4
S4219 165.2896 52.5486 22.1
S4220 162.27699 52.81483 44.6
S4221 162.42267 53.3803 23.6
S4222 135.39618 5.4127 11.2
S4223 163.27692 53.71651 16.0
S4224 163.04817 53.8595 14.2
S4225 157.16049 52.94726 34.2
S4226 130.7457 34.34765 29.1
S4227 153.29416 5.66165 20.4
S4228 143.9857 49.90959 14.7
S4229 142.96254 49.35262 15.0
S4230 143.39317 50.73345 43.7
S4231 151.91099 6.26358 18.7
S4232 167.19897 7.93679 11.2
S4233 141.36497 49.71249 7.4
S4234 157.40698 7.5385 13.7
S4235 126.48444 32.42984 29.1
S4236 124.15328 31.18678 24.4
S4237 155.65778 46.56819 45.6
S4238 344.69107 0.84741 9.7
S4239 344.53879 0.87123 10.3
S4240 134.68819 44.60856 14.0
S4241 342.67795 -0.12887 14.7
S4242 340.02023 -0.17397 10.2
S4243 339.94281 -0.30115 15.5
S4244 121.39444 34.52644 15.4
S4245 119.04362 32.69751 8.3
S4246 119.60666 25.70063 13.3
S4247 116.49345 24.22843 23.2
S4248 353.07519 -0.07355 9.1
S4249 358.92477 -0.44192 17.0
S4250 357.75146 1.1004 15.0
S4251 357.98071 -0.53646 8.3
S4252 245.0378 35.08187 7.0
S4253 246.71835 34.70915 7.9
S4254 322.75778 0.9034 20.3
S4255 247.05617 33.51444 12.1
S4256 2.88763 0.04606 16.3
S4257 1.00069 -0.19757 11.2
S4258 2.73414 0.4684 23.0
S4259 3.74459 -0.16223 30.9
S4260 3.91693 0.88816 12.4
S4261 4.19385 0.39245 16.0
S4262 2.62947 -0.23289 11.9
S4263 2.89101 0.72048 14.5
S4264 240.13982 39.8666 22.8
S4265 238.75674 39.61807 10.2
S4266 238.24487 39.80137 15.1
S4267 239.61246 39.16139 22.3
S4268 237.79706 41.18177 7.7
S4269 210.73035 51.84241 25.2
S4270 232.13693 44.57224 16.8
S4271 210.78146 52.97279 14.9
S4272 236.17659 41.78096 17.7
S4273 236.31773 40.49911 28.0
S4274 237.36964 40.50063 12.2
S4275 237.3521 40.44458 9.1
S4276 232.21855 45.45474 17.4
S4277 231.66734 44.66672 39.9
S4278 238.14954 41.79596 30.3
S4279 205.27472 57.31047 34.3
S4280 233.74895 43.55745 11.6
S4281 208.96654 51.74542 18.1
S4282 207.75044 52.68736 9.0
S4283 324.87848 1.03051 15.4
S4284 217.36043 51.21552 16.3
S4285 217.74896 49.37474 13.7
S4286 211.20615 -1.48832 15.4
S4287 209.66237 -3.29472 16.9
S4288 210.58382 -2.83042 21.4
S4289 211.95099 -2.94155 16.4
S4290 244.21225 44.83444 19.1
S4291 244.9947 44.54916 18.5
S4292 210.94582 -2.88322 7.9
S4293 258.36539 31.54912 19.2
S4294 258.39307 30.49331 16.1
S4295 259.86731 30.49249 22.2
S4296 259.6539 30.44689 16.0
S4297 260.0415 29.40508 27.8
S4298 258.19339 31.7095 8.7
S4299 258.37424 31.78422 20.5
S4300 259.57034 30.45887 8.2
S4301 257.86871 30.54964 18.4
S4302 258.3305 31.6057 7.4
S4303 258.18365 30.6668 25.2
S4304 195.57603 6.07062 20.0
S4305 253.93333 37.18479 24.0
S4306 254.44946 37.66175 21.0
S4307 253.04629 36.84556 36.7
S4308 254.03996 36.59518 24.8
S4309 255.24271 36.58564 21.1
S4310 310.30652 0.8736 17.7
S4311 221.87418 56.07518 29.3
S4312 256.4805 34.60182 43.6
S4313 220.51771 57.08963 12.0
S4314 207.08511 -2.11008 8.9
S4315 207.29288 -1.53292 16.4
S4316 206.92953 -1.37261 19.4
S4317 206.56071 -1.28962 21.7
S4318 207.16815 -2.31279 15.0
S4319 259.95883 28.62183 14.1
S4320 260.19604 28.95795 14.7
S4321 181.90352 52.61983 11.9
S4322 205.06578 -1.72504 24.6
S4323 164.58707 58.2575 28.1
S4324 163.75259 57.7276 31.2
S4325 203.29365 -2.8464 12.6
S4326 205.62209 -2.09026 11.2
S4327 205.60272 -2.18376 15.9
S4328 205.44258 -1.44454 14.8
S4329 258.88196 27.26264 8.8
S4330 205.83829 -2.18852 28.6
S4331 193.0089 5.01164 14.8
S4332 225.29253 -2.60853 13.1
S4333 256.09894 33.02499 7.4
S4334 191.99606 6.18708 19.8
S4335 191.24577 4.51842 14.6
S4336 192.98129 4.11621 16.0
S4337 225.78775 -0.97877 14.6
S4338 225.92683 -2.4625 22.2
S4339 204.07562 -1.3239 20.7
S4340 226.89949 -1.43558 13.7
S4341 235.7243 -0.96704 10.3
S4342 256.04205 32.45159 18.9
S4343 235.20106 -0.35435 7.2
S4344 257.84833 32.83855 10.9
S4345 234.26897 -0.91945 32.6
S4346 236.67084 -0.97292 14.2
S4347 235.91978 -1.4129 10.7
S4348 235.54224 -2.21412 9.1
S4349 236.40068 -1.95987 6.5
S4350 257.49564 32.74441 22.2
S4351 234.39073 -1.83648 6.5
S4352 234.80144 -0.93826 8.6
S4353 235.00938 -0.21705 9.8
S4354 234.1645 -1.62464 10.3
S4355 222.01553 -1.53594 33.7
S4356 222.34164 -1.87938 31.4
S4357 257.42807 31.59465 34.6
S4358 222.72336 -2.47266 26.0
S4359 222.25658 -1.30614 8.1
S4360 222.61172 -1.62823 8.6
S4361 258.67245 29.61115 14.4
S4362 258.51364 27.57105 17.3
S4363 259.13657 28.3544 22.5
S4364 257.93396 28.62812 8.5
S4365 258.0448 30.2071 16.9
S4366 259.19711 28.69509 40.4
S4367 147.46854 52.02537 11.7
S4368 232.08653 -1.70034 8.0
S4369 229.75249 -1.95302 12.8
S4370 232.00423 -1.42267 8.2
S4371 219.24736 -2.69133 10.6
S4372 252.92604 37.49575 12.7
S4373 251.91293 36.20573 14.9
S4374 252.18333 35.82152 11.2
S4375 231.24768 -0.53088 9.0
S4376 229.88403 -0.62026 18.0
S4377 219.62135 -2.78072 9.9
S4378 229.64159 -2.65061 10.4
S4379 219.74922 -1.3732 20.2
S4380 230.04756 -0.77834 13.4
S4381 218.25861 -0.87333 13.8
S4382 191.20837 5.37923 21.1
S4383 155.70718 55.66988 16.0
S4384 190.9514 5.62572 37.6
S4385 190.13406 6.0889 17.2
S4386 151.5388 56.01242 24.5
S4387 217.41302 -1.77265 19.6
S4388 234.22476 49.99509 13.9
S4389 188.28497 59.26905 10.7
S4390 214.56178 -1.29631 46.4
S4391 216.02333 -2.36355 28.8
S4392 215.31871 -3.06648 23.5
S4393 215.1225 -2.95922 20.2
S4394 214.8342 -1.47164 26.1
S4395 169.38063 58.30956 30.8
S4396 251.30656 37.85728 23.8
S4397 250.07077 38.48281 25.3
S4398 251.00677 37.83521 8.6
S4399 249.73093 38.89809 42.4
S4400 192.4464 51.23576 9.0
S4401 224.99374 -2.16593 31.0
S4402 224.42355 -1.8559 19.0
S4403 213.18298 -2.27013 14.8
S4404 213.55473 -1.9698 25.9
S4405 213.98767 -2.1905 6.5
S4406 184.21452 5.94574 14.2
S4407 212.75249 -1.77882 32.4
S4408 212.86218 -1.7298 10.6
S4409 213.24593 -1.62024 21.4
S4410 212.84463 -2.09231 46.2
S4411 245.93788 47.64621 21.4
S4412 245.91344 45.60977 11.4
S4413 228.66331 53.49419 14.7
S4414 171.75397 4.97471 23.7
S4415 172.14676 4.9947 11.1
S4416 195.83221 51.93849 19.0
S4417 197.86085 52.14237 8.1
S4418 196.77148 53.13859 13.6
S4419 152.6831 45.87743 15.0
S4420 181.76189 4.89541 19.6
S4421 171.99707 4.00921 9.9
S4422 171.8085 -2.51741 36.6
S4423 172.1268 -1.35919 33.1
S4424 172.13663 -3.61907 21.3
S4425 239.91959 52.00434 38.2
S4426 172.23317 -3.55393 22.2
S4427 238.21243 51.4474 12.1
S4428 202.69373 4.21256 11.6
S4429 157.16193 63.27653 9.7
S4430 171.98254 -2.82005 7.8
S4431 159.75497 62.82651 11.9
S4432 201.3045 4.0309 17.7
S4433 204.89874 3.62073 23.7
S4434 166.81599 1.52068 39.1
S4435 204.00658 3.85926 10.3
S4436 192.62016 62.10603 15.0
S4437 190.06699 61.16874 16.1
S4438 154.83697 62.52183 19.1
S4439 227.2056 55.00437 45.8
S4440 227.82948 54.86843 8.9
S4441 152.28851 62.05296 31.2
S4442 154.67866 60.85371 18.2
S4443 168.57062 63.21774 23.9
S4444 168.17084 63.47298 7.4
S4445 168.55064 64.0676 23.1
S4446 187.35583 63.00869 21.3
S4447 176.10722 53.02945 18.7
S4448 164.42213 5.5877 29.0
S4449 216.05688 60.19688 22.5
S4450 217.85342 59.69045 8.2
S4451 165.0677 5.4855 8.0
S4452 177.86342 52.94035 11.2
S4453 183.31361 -3.19809 28.3
S4454 181.58508 -3.28218 24.0
S4455 182.0177 -3.29066 21.0
S4456 183.55707 -3.3012 8.0
S4457 181.63118 -3.2731 11.2
S4458 183.25497 -2.36504 8.1
S4459 182.13379 -1.7547 10.3
S4460 181.78346 -2.05384 16.5
S4461 214.5134 62.88716 13.8
S4462 217.04308 62.2814 13.4
S4463 172.42738 51.20688 10.5
S4464 153.36381 3.54861 31.8
S4465 154.42488 2.85478 14.5
S4466 153.4892 4.50496 21.8
S4467 240.48962 47.40941 9.4
S4468 212.13844 61.79596 10.9
S4469 162.71883 2.25561 14.9
S4470 162.16988 2.75597 11.4
S4471 225.04855 55.56529 8.0
S4472 162.10921 2.17296 15.7
S4473 237.97131 47.93945 11.7
S4474 234.81351 57.95883 12.1
S4475 231.4153 57.45295 13.1
S4476 233.88647 57.8883 9.3
S4477 233.29639 59.10924 13.2
S4478 229.34206 60.59621 8.9
S4479 231.95058 59.7588 24.1
S4480 231.94298 59.40751 15.0
S4481 184.92175 62.61317 13.6
S4482 202.68394 60.69261 14.8
S4483 204.22845 62.37822 9.2
S4484 152.93048 48.335 12.0
S4485 220.62309 62.07444 33.5
S4486 215.54425 60.10996 35.1
S4487 162.39781 4.52008 7.9
S4488 162.27328 3.61687 28.9
S4489 197.24647 61.47125 29.1
S4490 152.36694 3.81263 20.0
S4491 124.75767 33.27652 8.6
S4492 151.595 4.8916 9.1
S4493 208.51192 59.32153 9.7
S4494 130.38716 35.91669 17.0
S4495 210.19579 59.92799 22.8
S4496 212.44347 59.94517 13.0
S4497 128.94701 36.48662 22.2
S4498 129.65424 36.86047 18.0
S4499 176.27455 62.0975 12.0
S4500 175.58261 62.79354 10.6
S4501 174.02847 62.72043 14.4
S4502 122.70335 31.05117 17.0
S4503 184.52881 65.02168 16.8
S4504 150.64529 57.0816 8.7
S4505 145.20142 48.33643 9.5
S4506 142.49638 46.48877 31.9
S4507 154.88287 59.53295 9.5
S4508 146.19553 47.11963 24.7
S4509 176.87852 65.51537 9.4
S4510 155.58575 59.26234 19.2
S4511 158.16295 1.95122 12.7
S4512 115.99442 25.6465 9.8
S4513 144.82709 -0.49436 9.0
S4514 185.51138 -3.50629 11.7
S4515 185.63518 -3.40027 10.0
S4516 184.4762 -1.17954 18.2
S4517 184.86206 -3.31893 18.8
S4518 184.66756 -2.6525 12.8
S4519 128.56181 37.58685 27.0
S4520 160.32117 60.21322 33.5
S4521 131.68968 40.56678 27.3
S4522 132.06262 40.47925 10.1
S4523 159.85608 59.40065 28.0
S4524 198.64841 1.9905 17.2
S4525 162.49576 60.75679 22.5
S4526 126.34528 35.40959 32.2
S4527 161.5628 61.30257 8.8
S4528 161.339 61.69243 16.5
S4529 197.78767 2.00869 17.2
S4530 161.3571 60.8318 23.4
S4531 173.42123 -1.35397 46.9
S4532 173.53625 -3.12881 33.5
S4533 174.10307 -2.04563 35.6
S4534 172.95187 -2.89739 11.6
S4535 173.62471 -2.76204 39.2
S4536 173.1644 -3.0683 25.1
S4537 121.41124 32.89926 10.9
S4538 150.46786 4.33767 50.6
S4539 123.74873 34.76798 15.4
S4540 148.37678 4.99868 11.0
S4541 164.9505 60.32615 7.7
S4542 166.82846 60.59002 29.6
S4543 173.94942 -2.66928 19.6
S4544 174.86774 -1.43622 42.9
S4545 175.83845 -3.41747 8.1
S4546 175.04646 -3.55449 23.0
S4547 149.39761 59.33522 16.5
S4548 142.24228 52.68208 16.9
S4549 146.92221 3.25378 26.4
S4550 144.84735 4.71624 32.7
S4551 145.75911 4.33244 33.0
S4552 146.69115 2.78566 20.7
S4553 342.70309 13.28526 7.6
S4554 6.5534 0.32648 15.4
S4555 9.77383 0.83551 23.0
S4556 9.38796 -0.82933 19.9
S4557 343.75876 13.12626 7.0
S4558 344.01779 -8.31055 41.5
S4559 342.87686 -8.95336 13.7
S4560 122.26785 39.76422 25.2
S4561 122.34076 38.29993 7.5
S4562 148.90977 56.50231 33.9
S4563 142.49576 50.62967 23.0
S4564 141.4888 51.82506 43.0
S4565 136.2135 3.47551 9.9
S4566 136.46423 2.73254 6.5
S4567 152.02063 1.45853 8.9
S4568 117.3765 32.89384 12.1
S4569 353.56787 15.4106 17.4
S4570 5.64672 15.35529 7.6
S4571 5.32334 14.09286 17.6
S4572 4.73856 15.54281 44.0
S4573 114.43974 29.15271 19.1
S4574 22.89471 -0.9045 19.6
S4575 22.14812 0.83549 27.6
S4576 22.38282 0.21384 29.7
S4577 23.17117 0.50355 31.7
S4578 347.41296 -9.76413 10.2
S4579 348.19455 -9.54841 18.4
S4580 130.50671 3.40883 10.4
S4581 339.05286 -8.29466 7.1
S4582 132.29802 3.32164 20.0
S4583 129.86896 3.07454 10.6
S4584 329.84277 11.59665 18.9
S4585 340.65793 -9.33411 15.6
S4586 324.98453 12.41862 12.0
S4587 326.19272 12.45222 31.5
S4588 34.05532 0.95705 29.7
S4589 20.64724 1.19507 16.3
S4590 21.19495 -0.09092 23.1
S4591 20.74252 0.97124 8.0
S4592 20.68373 -0.93582 12.9
S4593 35.0475 -0.96921 11.2
S4594 33.92454 -0.29426 36.5
S4595 33.6634 -1.01108 11.7
S4596 33.04963 -0.47031 32.5
S4597 34.28402 -0.74842 29.7
S4598 20.57688 1.25552 29.7
S4599 34.62717 0.02111 16.3
S4600 20.8416 0.68142 32.6
S4601 326.94415 12.33197 15.8
S4602 126.04001 43.88356 7.5
S4603 327.32465 10.77737 8.9
S4604 326.74622 12.40747 10.0
S4605 45.49409 -1.14284 7.3
S4606 123.26505 42.37154 14.0
S4607 122.37139 43.20069 21.8
S4608 5.87711 -0.00771 10.2
S4609 24.70564 0.91082 7.5
S4610 24.33797 -0.33084 30.2
S4611 6.92816 -0.77545 11.5
S4612 0.76124 -0.26158 7.3
S4613 0.43406 -0.38079 26.2
S4614 359.42917 0.56608 35.8
S4615 0.86283 0.60892 13.1
S4616 0.30874 0.53759 12.5
S4617 20.28271 0.09609 28.3
S4618 19.22109 0.02749 31.1
S4619 19.3391 -0.07599 8.9
S4620 18.99144 1.21894 18.2
S4621 19.17571 -0.34208 33.8
S4622 50.46326 -0.07619 8.1
S4623 120.12455 40.65662 15.1
S4624 18.97435 0.39224 29.8
S4625 121.20514 39.58433 27.8
S4626 339.48801 0.02286 8.9
S4627 338.34219 0.09196 23.4
S4628 339.51697 1.15001 11.2
S4629 338.96612 0.39263 33.1
S4630 340.69864 -9.85535 35.4
S4631 338.48379 -0.91734 20.0
S4632 350.21689 -1.25419 9.7
S4633 351.35394 0.16867 14.8
S4634 350.92776 -0.49273 17.0
S4635 11.55778 -1.12504 34.5
S4636 351.94461 1.15868 7.7
S4637 28.36682 -1.13933 33.9
S4638 28.32762 0.17227 30.5
S4639 12.00017 1.20205 14.7
S4640 352.71725 0.08325 9.3
S4641 27.90221 0.36382 30.1
S4642 29.90817 1.22289 17.0
S4643 33.17696 -0.54503 11.1
S4644 33.3505 -0.68609 6.6
S4645 349.1488 -0.15367 25.5
S4646 315.17526 -5.59939 10.5
S4647 330.65253 1.1378 17.3
S4648 329.91394 -1.25299 13.7
S4649 329.74853 0.65394 17.1
S4650 329.67053 -0.61974 12.9
S4651 329.7735 -0.60202 25.7
S4652 329.97598 0.69793 25.4
S4653 21.81566 -10.53174 25.9
S4654 20.30316 -9.53168 22.9
S4655 337.46466 0.53725 19.2
S4656 337.41186 -0.11802 13.9
S4657 336.52426 0.46044 18.7
S4658 337.81775 -0.66375 16.7
S4659 337.23389 -0.36357 25.6
S4660 337.51208 0.80026 20.0
S4661 337.30075 -0.72034 9.0
S4662 341.61371 -0.27404 20.7
S4663 1.96672 -9.33172 21.8
S4664 4.48379 -9.90209 19.7
S4665 4.74563 -9.00245 14.6
S4666 228.32535 56.24745 34.9
S4667 228.41183 57.83676 10.2
S4668 209.21716 63.09576 8.5
