name, ra,  dec,
S2063 , 169.3443 , -11.9832 ,
S2064 , 168.8775 , -12.097 ,
S2065 , 168.9671 , -12.212 ,
S2066 , 169.0813 , -12.5978 ,
S2067 , 168.9831 , -10.9993 ,
S2068 , 169.4701 , -11.6582 ,
S2069 , 169.7802 , -11.8129 ,
S2070 , 169.9912 , -11.5981 ,
S2071 , 169.9615 , -10.9806 ,
S2072 , 171.1194 , -11.5143 ,
S2073 , 173.4234 , -7.8127 ,
S2074 , 172.5146 , -7.6041 ,
S2075 , 171.9911 , -7.829 ,
S2076 , 171.8204 , -8.2502 ,
S2077 , 171.8662 , -6.4781 ,
S2078 , 171.2574 , -7.2685 ,
S2079 , 171.3939 , -6.9945 ,
S2080 , 171.3618 , -7.1355 ,
S2081 , 171.5983 , -7.3589 ,
S2082 , 172.2699 , -7.254 ,
S2083 , 172.6331 , -7.4038 ,
S2084 , 172.7593 , -6.4892 ,
S2085 , 172.5532 , -6.1455 ,
S2086 , 172.6837 , -7.0838 ,
S2087 , 172.6759 , -7.263 ,
S2088 , 172.668 , -7.18 ,
S2089 , 174.7236 , -0.7395 ,
S2090 , 174.6346 , -1.132 ,
S2091 , 173.8209 , -0.4375 ,
S2092 , 173.5265 , -0.5942 ,
S2093 , 173.4734 , -0.0765 ,
S2094 , 173.659 , -1.1324 ,
S2095 , 173.4068 , -0.5898 ,
S2096 , 173.3905 , -1.2073 ,
S2097 , 173.0399 , 0.9674 ,
S2098 , 173.1233 , 0.673 ,
S2099 , 172.6924 , 0.3538 ,
S2100 , 172.5683 , 0.1791 ,
S2101 , 172.7038 , 0.1332 ,
S2102 , 173.3503 , 1.183 ,
S2103 , 173.446 , 1.0642 ,
S2104 , 173.1977 , 0.2842 ,
S2105 , 174.3786 , 0.0367 ,
S2106 , 174.8211 , 0.4372 ,
S2107 , 174.7161 , 0.9292 ,
S2108 , 174.9828 , 0.601 ,
S2109 , 134.8564 , 2.7019 ,
S2110 , 134.1443 , 1.96 ,
S2111 , 134.7297 , 2.5841 ,
S2112 , 133.5633 , 2.0685 ,
S2113 , 133.446 , 2.6843 ,
S2114 , 133.5545 , 4.1207 ,
S2115 , 133.5444 , 3.1865 ,
S2116 , 134.0229 , 3.2106 ,
S2117 , 133.8555 , 3.3674 ,
S2118 , 134.3788 , 3.6493 ,
S2119 , 134.4628 , 3.1862 ,
S2120 , 134.3765 , 3.9148 ,
S2121 , 135.0267 , 3.9963 ,
S2122 , 145.392 , 29.6795 ,
S2123 , 144.8382 , 29.935 ,
S2124 , 143.6518 , 29.4058 ,
S2125 , 143.9679 , 29.4765 ,
S2126 , 143.3542 , 29.2106 ,
S2127 , 143.0927 , 30.9149 ,
S2128 , 144.3975 , 30.093 ,
S2129 , 144.6931 , 30.6467 ,
S2130 , 145.3581 , 30.3439 ,
S2131 , 116.5889 , 17.6037 ,
S2132 , 114.7005 , 18.4294 ,
S2133 , 116.0314 , 19.4232 ,
S2134 , 117.4234 , 22.2638 ,
S2135 , 116.4292 , 23.1941 ,
S2136 , 117.604 , 23.04 ,
S2137 , 181.9482 , -0.554 ,
S2138 , 181.3893 , -0.4007 ,
S2139 , 180.7013 , 0.3508 ,
S2140 , 181.5395 , 0.1543 ,
S2141 , 181.654 , -0.0376 ,
S2142 , 181.581 , 1.0608 ,
S2143 , 181.8494 , -0.0387 ,
S2144 , 183.2113 , 19.3492 ,
S2145 , 182.4649 , 19.4331 ,
S2146 , 181.8192 , 19.8304 ,
S2147 , 181.2161 , 19.3154 ,
S2148 , 180.9578 , 18.8762 ,
S2149 , 181.4283 , 20.5126 ,
S2150 , 181.6999 , 20.3813 ,
S2151 , 182.1708 , 49.0926 ,
S2152 , 180.3588 , 49.8322 ,
S2153 , 181.5208 , 50.4519 ,
S2154 , 182.1444 , 50.3167 ,
S2155 , 190.0964 , -0.9291 ,
S2156 , 190.1524 , -0.6012 ,
S2157 , 190.3462 , -0.4924 ,
S2158 , 189.3339 , -0.9123 ,
S2159 , 188.986 , -1.2283 ,
S2160 , 188.4474 , -0.4561 ,
S2161 , 188.1085 , 1.1303 ,
S2162 , 187.7307 , 0.5745 ,
S2163 , 187.968 , 0.0382 ,
S2164 , 188.5626 , 0.8522 ,
S2165 , 188.4396 , -0.0105 ,
S2166 , 188.6252 , 0.4198 ,
S2167 , 189.1629 , 0.3094 ,
S2168 , 189.8756 , 0.0874 ,
S2169 , 189.7853 , 0.6511 ,
S2170 , 191.9635 , -3.2584 ,
S2171 , 192.1021 , -3.0951 ,
S2172 , 192.1568 , -3.0356 ,
S2173 , 191.8212 , -2.6962 ,
S2174 , 189.9918 , -2.8602 ,
S2175 , 190.0263 , -3.2085 ,
S2176 , 189.8708 , -2.9162 ,
S2177 , 189.7696 , -2.2647 ,
S2178 , 190.4275 , -2.0492 ,
S2179 , 190.7667 , -2.012 ,
S2180 , 191.3793 , -2.131 ,
S2181 , 191.4385 , -2.0054 ,
S2182 , 191.5295 , -2.4142 ,
S2183 , 191.9862 , -2.3175 ,
S2184 , 191.9878 , -1.5095 ,
S2185 , 194.1785 , 49.1624 ,
S2186 , 192.6084 , 48.7895 ,
S2187 , 191.2938 , 49.7915 ,
S2188 , 192.4905 , 50.5026 ,
S2189 , 193.6823 , 50.5244 ,
S2190 , 194.378 , 50.1842 ,
S2191 , 194.5842 , 19.0583 ,
S2192 , 193.8634 , 19.6032 ,
S2193 , 193.4807 , 19.2005 ,
S2194 , 193.6589 , 18.8032 ,
S2195 , 194.9789 , 19.867 ,
S2196 , 195.0734 , 20.6173 ,
S2197 , 199.0341 , 39.1318 ,
S2198 , 197.3404 , 38.8418 ,
S2199 , 196.5462 , 38.5411 ,
S2200 , 196.3562 , 38.8229 ,
S2201 , 196.6555 , 40.2281 ,
S2202 , 197.9746 , 39.7755 ,
S2203 , 199.585 , 39.5623 ,
S2204 , 198.0586 , -0.4478 ,
S2205 , 197.6551 , -0.2123 ,
S2206 , 197.397 , -0.2625 ,
S2207 , 196.7083 , -0.5467 ,
S2208 , 197.6613 , 1.1529 ,
S2209 , 198.5113 , 0.8887 ,
S2210 , 230.5495 , 6.932 ,
S2211 , 229.866 , 6.752 ,
S2212 , 228.9595 , 6.7687 ,
S2213 , 228.5146 , 6.9481 ,
S2214 , 228.604 , 6.7042 ,
S2215 , 228.5817 , 7.9975 ,
S2216 , 228.5116 , 8.2846 ,
S2217 , 228.3148 , 8.1035 ,
S2218 , 228.4847 , 8.2546 ,
S2219 , 229.4318 , 8.3997 ,
S2220 , 229.9642 , 8.2726 ,
S2221 , 229.7741 , 8.3388 ,
S2222 , 229.7026 , 8.3719 ,
S2223 , 206.4335 , 9.2668 ,
S2224 , 204.8036 , 8.6166 ,
S2225 , 204.0632 , 9.7574 ,
S2226 , 204.5095 , 10.2507 ,
S2227 , 206.3314 , 9.8736 ,
S2228 , 206.4154 , 28.0934 ,
S2229 , 205.9603 , 28.0107 ,
S2230 , 205.7866 , 28.2094 ,
S2231 , 205.6097 , 28.0887 ,
S2232 , 205.3702 , 28.0813 ,
S2233 , 205.3356 , 28.1971 ,
S2234 , 205.3429 , 28.2524 ,
S2235 , 205.4611 , 28.4981 ,
S2236 , 205.4564 , 28.525 ,
S2237 , 205.731 , 28.385 ,
S2238 , 205.6938 , 28.5352 ,
S2239 , 205.7419 , 28.4285 ,
S2240 , 207.1275 , 28.9624 ,
S2241 , 207.6494 , 29.138 ,
S2242 , 207.9803 , 18.4907 ,
S2243 , 207.6888 , 18.1967 ,
S2244 , 205.8099 , 18.4025 ,
S2245 , 206.2886 , 18.5517 ,
S2246 , 207.0207 , 19.2079 ,
S2247 , 207.3409 , 19.6107 ,
S2248 , 213.7856 , 36.0061 ,
S2249 , 212.5723 , 35.6515 ,
S2250 , 212.6846 , 35.7604 ,
S2251 , 212.4498 , 37.721 ,
S2252 , 212.7135 , 37.8891 ,
S2253 , 213.2141 , 36.7623 ,
S2254 , 213.1008 , 37.3993 ,
S2255 , 213.7023 , 37.1312 ,
S2256 , 217.4269 , 45.1782 ,
S2257 , 216.9752 , 44.8449 ,
S2258 , 216.4549 , 44.8059 ,
S2259 , 215.4202 , 45.3715 ,
S2260 , 216.4032 , 46.4414 ,
S2261 , 216.7354 , 45.245 ,
S2262 , 217.7914 , 7.1895 ,
S2263 , 217.1671 , 8.3495 ,
S2264 , 216.7452 , 8.3066 ,
S2265 , 216.5119 , 7.8574 ,
S2266 , 216.8281 , 8.8739 ,
S2267 , 218.5769 , 8.975 ,
S2268 , 221.9804 , -1.1852 ,
S2269 , 222.0607 , -0.6369 ,
S2270 , 222.0961 , -1.0903 ,
S2271 , 221.8864 , -0.3031 ,
S2272 , 221.337 , -0.394 ,
S2273 , 220.9211 , -0.9197 ,
S2274 , 221.4632 , 1.0867 ,
S2275 , 222.1591 , 1.2458 ,
S2276 , 223.1466 , 0.2946 ,
S2277 , 227.672 , 31.3451 ,
S2278 , 227.7551 , 31.3913 ,
S2279 , 227.1012 , 30.8923 ,
S2280 , 226.6849 , 31.8022 ,
S2281 , 225.798 , 32.0819 ,
S2282 , 225.4811 , 31.5431 ,
S2283 , 225.6257 , 31.3182 ,
S2284 , 226.0523 , 33.4479 ,
S2285 , 225.9881 , 33.0368 ,
S2286 , 226.396 , 33.5013 ,
S2287 , 226.6824 , 33.0138 ,
S2288 , 227.1574 , 33.2025 ,
S2289 , 232.5998 , 38.3338 ,
S2290 , 232.7789 , 38.8345 ,
S2291 , 231.6186 , 38.0395 ,
S2292 , 231.6314 , 39.1778 ,
S2293 , 231.3323 , 38.3761 ,
S2294 , 230.4171 , 40.6759 ,
S2295 , 231.8396 , 39.9117 ,
S2296 , 231.594 , 40.5175 ,
S2297 , 135.315 , 2.805 ,
S2298 , 134.4916 , 2.6497 ,
S2299 , 134.6646 , 2.9885 ,
S2300 , 134.0764 , 2.7578 ,
S2301 , 133.7768 , 2.9213 ,
S2302 , 133.7181 , 2.37 ,
S2303 , 132.7491 , 2.647 ,
S2304 , 132.5639 , 3.4721 ,
S2305 , 134.0786 , 4.2955 ,
S2306 , 134.2034 , 3.9937 ,
S2307 , 134.2342 , 3.7362 ,
S2308 , 134.7228 , 3.5926 ,
S2309 , 135.3918 , 3.4414 ,
S2310 , 135.2488 , 3.432 ,
S2311 , 135.2564 , 3.4884 ,
S2312 , 144.8494 , 29.6286 ,
S2313 , 143.6906 , 28.7066 ,
S2314 , 143.6076 , 29.6316 ,
S2315 , 143.2549 , 29.451 ,
S2316 , 143.007 , 29.5517 ,
S2317 , 142.6522 , 30.5621 ,
S2318 , 143.303 , 30.2703 ,
S2319 , 144.737 , 30.9565 ,
S2320 , 116.8474 , 17.5093 ,
S2321 , 115.4391 , 17.3442 ,
S2322 , 115.113 , 17.1544 ,
S2323 , 115.0099 , 18.9574 ,
S2324 , 116.1091 , 19.6053 ,
S2325 , 116.8748 , 18.5942 ,
S2326 , 116.6892 , 19.5833 ,
S2327 , 119.158 , 22.7609 ,
S2328 , 118.1213 , 22.6038 ,
S2329 , 117.3591 , 22.7953 ,
S2330 , 116.5784 , 22.7101 ,
S2331 , 117.9286 , 23.4528 ,
S2332 , 118.3499 , 23.5371 ,
S2333 , 118.8522 , 23.468 ,
S2334 , 182.22 , -0.6046 ,
S2335 , 182.2684 , -0.215 ,
S2336 , 180.7026 , -0.3318 ,
S2337 , 180.3431 , -0.1221 ,
S2338 , 180.641 , -0.8499 ,
S2339 , 180.4312 , -0.6699 ,
S2340 , 179.9845 , -0.3498 ,
S2341 , 180.6467 , 1.1103 ,
S2342 , 180.8518 , 0.6876 ,
S2343 , 181.3079 , 0.7833 ,
S2344 , 183.1707 , 19.2811 ,
S2345 , 182.9232 , 19.6354 ,
S2346 , 182.5422 , 18.8955 ,
S2347 , 182.4112 , 19.1068 ,
S2348 , 182.3626 , 19.1511 ,
S2349 , 182.1541 , 18.8312 ,
S2350 , 182.3585 , 19.7071 ,
S2351 , 182.4295 , 19.5215 ,
S2352 , 181.9219 , 19.152 ,
S2353 , 181.4405 , 19.6671 ,
S2354 , 181.4712 , 19.0586 ,
S2355 , 181.3627 , 19.8864 ,
S2356 , 180.9385 , 19.4363 ,
S2357 , 180.6539 , 19.1826 ,
S2358 , 180.6469 , 19.0947 ,
S2359 , 180.3573 , 19.5072 ,
S2360 , 180.307 , 19.9482 ,
S2361 , 180.6462 , 20.1896 ,
S2362 , 181.1044 , 20.5023 ,
S2363 , 181.0028 , 20.2735 ,
S2364 , 181.0694 , 20.2214 ,
S2365 , 181.6286 , 20.0313 ,
S2366 , 182.2751 , 20.4334 ,
S2367 , 183.9673 , 49.7271 ,
S2368 , 182.0177 , 49.5643 ,
S2369 , 179.9744 , 49.4421 ,
S2370 , 180.9365 , 50.5387 ,
S2371 , 182.9351 , 50.1083 ,
S2372 , 182.8464 , 50.0128 ,
S2373 , 189.8739 , -0.7061 ,
S2374 , 189.4863 , -1.2196 ,
S2375 , 188.9631 , -1.052 ,
S2376 , 189.0065 , -0.0454 ,
S2377 , 188.642 , -0.3866 ,
S2378 , 188.4896 , -0.5893 ,
S2379 , 188.5389 , -0.9609 ,
S2380 , 188.6886 , -0.8216 ,
S2381 , 188.2944 , -0.3713 ,
S2382 , 188.4929 , -0.9031 ,
S2383 , 188.0717 , -0.6019 ,
S2384 , 187.8097 , -0.6503 ,
S2385 , 188.0871 , 0.9582 ,
S2386 , 189.2205 , 1.0464 ,
S2387 , 189.9534 , 0.4034 ,
S2388 , 191.5076 , -3.5387 ,
S2389 , 191.5733 , -3.7032 ,
S2390 , 190.7763 , -2.7271 ,
S2391 , 190.0858 , -2.9557 ,
S2392 , 189.6555 , -2.8472 ,
S2393 , 189.8706 , -1.6489 ,
S2394 , 191.4495 , -1.5815 ,
S2395 , 191.5727 , -2.1334 ,
S2396 , 191.6104 , -1.5026 ,
S2397 , 192.1715 , -1.8626 ,
S2398 , 194.6554 , 49.4816 ,
S2399 , 193.5722 , 48.7927 ,
S2400 , 194.24 , 49.3275 ,
S2401 , 193.2908 , 48.5962 ,
S2402 , 193.3355 , 48.5049 ,
S2403 , 191.6681 , 49.5576 ,
S2404 , 191.2489 , 50.3602 ,
S2405 , 192.7633 , 50.3364 ,
S2406 , 192.9303 , 49.7171 ,
S2407 , 195.2999 , 18.9303 ,
S2408 , 195.02 , 19.2936 ,
S2409 , 193.8732 , 19.3732 ,
S2410 , 193.757 , 19.0476 ,
S2411 , 194.0644 , 18.855 ,
S2412 , 193.409 , 19.3246 ,
S2413 , 193.5172 , 19.0742 ,
S2414 , 193.9967 , 20.8549 ,
S2415 , 194.1405 , 20.199 ,
S2416 , 194.5885 , 20.6467 ,
S2417 , 194.3223 , 20.1711 ,
S2418 , 194.8976 , 20.1068 ,
S2419 , 194.7295 , 20.8407 ,
S2420 , 195.1129 , 20.6492 ,
S2421 , 195.5479 , 20.4143 ,
S2422 , 195.5422 , 19.899 ,
S2423 , 195.8394 , 19.9484 ,
S2424 , 198.8243 , 39.2422 ,
S2425 , 198.036 , 38.9725 ,
S2426 , 197.4733 , 38.1917 ,
S2427 , 196.3841 , 38.4841 ,
S2428 , 196.2909 , 38.8487 ,
S2429 , 196.5262 , 39.7416 ,
S2430 , 196.5339 , 39.7196 ,
S2431 , 198.065 , 39.5976 ,
S2432 , 197.6455 , 39.3328 ,
S2433 , 197.9984 , 39.8512 ,
S2434 , 199.3367 , -0.3323 ,
S2435 , 198.7345 , -0.459 ,
S2436 , 198.9205 , -0.3061 ,
S2437 , 197.7427 , -0.6597 ,
S2438 , 198.2183 , -0.4521 ,
S2439 , 197.6953 , -0.0671 ,
S2440 , 197.6663 , -1.1265 ,
S2441 , 197.2488 , -0.3932 ,
S2442 , 197.1226 , 0.9319 ,
S2443 , 196.7088 , 0.6045 ,
S2444 , 197.7574 , 0.8591 ,
S2445 , 197.8096 , 0.7064 ,
S2446 , 197.1269 , 0.4723 ,
S2447 , 197.2205 , 0.2213 ,
S2448 , 197.1859 , 0.2191 ,
S2449 , 198.0581 , 0.6141 ,
S2450 , 198.365 , 0.6485 ,
S2451 , 198.8206 , 0.1473 ,
S2452 , 198.8557 , 1.0186 ,
S2453 , 228.5515 , 8.1453 ,
S2454 , 228.8323 , 8.481 ,
S2455 , 228.6481 , 8.241 ,
S2456 , 229.2282 , 8.0856 ,
S2457 , 230.6733 , 7.5736 ,
S2458 , 206.3086 , 8.7284 ,
S2459 , 206.2926 , 9.1209 ,
S2460 , 205.819 , 8.7608 ,
S2461 , 205.7476 , 9.2224 ,
S2462 , 205.0716 , 8.9386 ,
S2463 , 205.0977 , 9.3142 ,
S2464 , 204.3348 , 9.119 ,
S2465 , 204.4023 , 8.6928 ,
S2466 , 204.3954 , 8.2435 ,
S2467 , 203.8555 , 9.4275 ,
S2468 , 204.3698 , 9.7106 ,
S2469 , 204.9512 , 10.2985 ,
S2470 , 205.1296 , 10.5464 ,
S2471 , 205.1808 , 9.9316 ,
S2472 , 205.3353 , 9.7182 ,
S2473 , 205.6183 , 9.6781 ,
S2474 , 208.0572 , 27.5583 ,
S2475 , 207.3034 , 27.0247 ,
S2476 , 206.7717 , 27.3582 ,
S2477 , 207.1251 , 27.4132 ,
S2478 , 206.3106 , 27.149 ,
S2479 , 206.4652 , 28.1684 ,
S2480 , 205.5332 , 28.1661 ,
S2481 , 205.9646 , 28.3934 ,
S2482 , 206.0292 , 28.4439 ,
S2483 , 206.771 , 28.5705 ,
S2484 , 207.578 , 29.1255 ,
S2485 , 207.826 , 29.1766 ,
S2486 , 207.8246 , 18.0772 ,
S2487 , 206.1158 , 18.4509 ,
S2488 , 206.1463 , 18.1315 ,
S2489 , 206.0267 , 18.5083 ,
S2490 , 206.394 , 19.1696 ,
S2491 , 207.1932 , 19.3818 ,
S2492 , 207.2903 , 19.2525 ,
S2493 , 207.6007 , 19.5981 ,
S2494 , 207.7852 , 18.8237 ,
S2495 , 207.8469 , 19.6273 ,
S2496 , 208.1744 , 19.6047 ,
S2497 , 212.7376 , 36.311 ,
S2498 , 211.4464 , 35.6302 ,
S2499 , 212.4304 , 37.9689 ,
S2500 , 212.737 , 37.7228 ,
S2501 , 213.752 , 37.3966 ,
S2502 , 218.638 , 44.9468 ,
S2503 , 217.5136 , 44.548 ,
S2504 , 216.8789 , 44.4525 ,
S2505 , 216.9653 , 44.0813 ,
S2506 , 216.1119 , 45.1489 ,
S2507 , 216.3623 , 44.7294 ,
S2508 , 215.9635 , 44.7955 ,
S2509 , 215.3572 , 45.4849 ,
S2510 , 215.997 , 45.896 ,
S2511 , 216.4027 , 45.8357 ,
S2512 , 216.6488 , 45.4097 ,
S2513 , 218.0298 , 8.2351 ,
S2514 , 217.6594 , 7.9759 ,
S2515 , 216.4517 , 9.2829 ,
S2516 , 216.6438 , 8.7714 ,
S2517 , 217.1886 , 9.4404 ,
S2518 , 218.0704 , 9.3046 ,
S2519 , 223.1964 , -0.6959 ,
S2520 , 222.8732 , -0.7914 ,
S2521 , 222.826 , -1.2 ,
S2522 , 223.411 , -0.3596 ,
S2523 , 222.585 , -1.0063 ,
S2524 , 222.8304 , 0.0639 ,
S2525 , 223.0652 , 0.0795 ,
S2526 , 222.3118 , -0.3607 ,
S2527 , 222.1324 , 0.0286 ,
S2528 , 222.3367 , -0.2178 ,
S2529 , 222.0535 , 0.0583 ,
S2530 , 221.6034 , -0.479 ,
S2531 , 221.7679 , -1.0827 ,
S2532 , 221.652 , -1.0667 ,
S2533 , 221.2146 , -0.3289 ,
S2534 , 221.265 , -1.0577 ,
S2535 , 221.5202 , -1.1634 ,
S2536 , 221.0069 , -0.5105 ,
S2537 , 220.8857 , -0.0844 ,
S2538 , 220.9497 , -0.8056 ,
S2539 , 220.8561 , -0.8786 ,
S2540 , 220.7229 , -0.4453 ,
S2541 , 220.6833 , 0.5984 ,
S2542 , 220.8291 , 0.5843 ,
S2543 , 221.4401 , 0.865 ,
S2544 , 220.8496 , 0.1139 ,
S2545 , 221.627 , 0.9895 ,
S2546 , 221.7659 , 0.2085 ,
S2547 , 227.5529 , 31.7445 ,
S2548 , 226.8811 , 31.2083 ,
S2549 , 225.3578 , 31.4801 ,
S2550 , 224.8789 , 32.7606 ,
S2551 , 224.875 , 32.8123 ,
S2552 , 225.682 , 33.461 ,
S2553 , 225.5598 , 32.763 ,
S2554 , 226.3112 , 32.4911 ,
S2555 , 227.2526 , 32.634 ,
S2556 , 231.3671 , 38.7527 ,
S2557 , 230.742 , 39.1511 ,
S2558 , 230.6722 , 39.7769 ,
S2559 , 107.8551 , 38.8054 ,
S2560 , 107.2182 , 38.7777 ,
S2561 , 105.7762 , 38.9245 ,
S2562 , 106.7994 , 39.898 ,
S2563 , 107.535 , 40.3267 ,
S2564 , 116.8833 , 64.9862 ,
S2565 , 117.7397 , 65.632 ,
S2566 , 114.5542 , 65.6324 ,
S2567 , 114.5633 , 67.1904 ,
S2568 , 113.7918 , 66.0521 ,
S2569 , 115.2674 , 67.1338 ,
S2570 , 119.5239 , 8.7239 ,
S2571 , 120.1465 , 9.1552 ,
S2572 , 119.7447 , 9.2786 ,
S2573 , 119.3208 , 9.0651 ,
S2574 , 118.4576 , 9.1318 ,
S2575 , 118.6596 , 9.546 ,
S2576 , 119.5107 , 10.7063 ,
S2577 , 112.4512 , 37.2301 ,
S2578 , 111.7672 , 36.4436 ,
S2579 , 111.8036 , 36.9587 ,
S2580 , 109.9155 , 37.7375 ,
S2581 , 70.9433 , -6.4737 ,
S2582 , 71.043 , -4.9809 ,
S2583 , 105.9185 , 40.3419 ,
S2584 , 106.1869 , 40.2805 ,
S2585 , 106.1464 , 40.3848 ,
S2586 , 106.6204 , 40.0483 ,
S2587 , 107.4435 , 39.9654 ,
S2588 , 117.095 , 65.7598 ,
S2589 , 113.3825 , 65.6647 ,
S2590 , 114.0403 , 66.88 ,
S2591 , 114.5592 , 65.9983 ,
S2592 , 118.958 , 66.5654 ,
S2593 , 118.7213 , 8.7569 ,
S2594 , 119.273 , 8.8746 ,
S2595 , 118.9863 , 8.8614 ,
S2596 , 118.6674 , 9.16 ,
S2597 , 118.033 , 10.5394 ,
S2598 , 118.6147 , 10.0293 ,
S2599 , 118.502 , 9.8628 ,
S2600 , 119.3316 , 9.5505 ,
S2601 , 112.3676 , 37.1932 ,
S2602 , 112.0994 , 37.4625 ,
S2603 , 110.4882 , 38.2991 ,
S2604 , 109.9533 , 37.6463 ,
S2605 , 110.6513 , 37.8301 ,
S2606 , 111.2699 , 39.0079 ,
S2607 , 110.9021 , 37.6178 ,
S2608 , 111.9998 , 38.7567 ,
S2609 , 194.2336 , 8.9694 ,
S2610 , 194.3573 , 9.4559 ,
S2611 , 194.4445 , 9.7298 ,
S2612 , 193.7695 , 8.6762 ,
S2613 , 192.9657 , 9.108 ,
S2614 , 193.7977 , 9.6293 ,
S2615 , 192.8667 , 9.3795 ,
S2616 , 192.6545 , 9.5806 ,
S2617 , 192.849 , 9.5859 ,
S2618 , 192.3027 , 8.9911 ,
S2619 , 192.5463 , 9.0623 ,
S2620 , 192.404 , 9.438 ,
S2621 , 191.8968 , 9.2805 ,
S2622 , 192.4547 , 10.5527 ,
S2623 , 192.1918 , 9.9709 ,
S2624 , 192.6741 , 10.7002 ,
S2625 , 194.0417 , 10.5185 ,
S2626 , 194.3809 , 9.9394 ,
S2627 , 194.5612 , 9.9233 ,
S2628 , 220.4969 , 20.3817 ,
S2629 , 220.825 , 20.7526 ,
S2630 , 220.2908 , 20.0022 ,
S2631 , 220.6239 , 20.6886 ,
S2632 , 219.8692 , 20.5877 ,
S2633 , 219.125 , 20.1195 ,
S2634 , 218.4125 , 20.2644 ,
S2635 , 218.3596 , 20.4852 ,
S2636 , 218.4344 , 21.4595 ,
S2637 , 218.4648 , 20.9451 ,
S2638 , 218.6021 , 21.0157 ,
S2639 , 219.8097 , 21.3832 ,
S2640 , 220.0453 , 21.726 ,
S2641 , 220.2711 , 21.5329 ,
S2642 , 193.9339 , 9.0308 ,
S2643 , 194.251 , 9.8756 ,
S2644 , 194.0365 , 9.32 ,
S2645 , 193.1409 , 8.8098 ,
S2646 , 193.2175 , 8.8422 ,
S2647 , 193.1422 , 8.8565 ,
S2648 , 193.6913 , 9.444 ,
S2649 , 193.6246 , 9.6297 ,
S2650 , 192.9093 , 8.9451 ,
S2651 , 193.1698 , 9.4955 ,
S2652 , 192.7652 , 9.2696 ,
S2653 , 193.0396 , 9.3616 ,
S2654 , 192.9532 , 9.7048 ,
S2655 , 192.7665 , 8.98 ,
S2656 , 192.769 , 9.2179 ,
S2657 , 192.469 , 8.8481 ,
S2658 , 192.2492 , 9.2377 ,
S2659 , 192.1231 , 9.005 ,
S2660 , 192.2449 , 8.9729 ,
S2661 , 192.0444 , 9.1963 ,
S2662 , 192.0787 , 9.8352 ,
S2663 , 191.8481 , 10.2546 ,
S2664 , 192.3983 , 11.0277 ,
S2665 , 191.868 , 10.2659 ,
S2666 , 192.0067 , 10.2842 ,
S2667 , 192.8283 , 10.8024 ,
S2668 , 192.7158 , 10.517 ,
S2669 , 192.5366 , 10.3385 ,
S2670 , 192.4348 , 10.1424 ,
S2671 , 192.9156 , 10.6851 ,
S2672 , 192.7118 , 10.4223 ,
S2673 , 192.9615 , 9.929 ,
S2674 , 193.032 , 9.948 ,
S2675 , 193.4055 , 11.0988 ,
S2676 , 193.6232 , 10.0585 ,
S2677 , 193.9618 , 9.989 ,
S2678 , 194.0467 , 10.7955 ,
S2679 , 194.01 , 10.6244 ,
S2680 , 194.5954 , 9.9875 ,
S2681 , 257.5746 , 34.3927 ,
S2682 , 256.6747 , 35.629 ,
S2683 , 8.8723 , -11.2347 ,
S2684 , 9.138 , -10.8619 ,
S2685 , 9.1718 , -10.0917 ,
S2686 , 8.2364 , -10.8123 ,
S2687 , 8.0491 , -11.1409 ,
S2688 , 7.9763 , -11.0444 ,
S2689 , 7.5649 , -10.7898 ,
S2690 , 6.9328 , -9.809 ,
S2691 , 6.9267 , -10.1929 ,
S2692 , 6.8697 , -10.0708 ,
S2693 , 7.4167 , -9.0618 ,
S2694 , 7.493 , -9.084 ,
S2695 , 8.1551 , -8.8958 ,
S2696 , 8.192 , -9.8907 ,
S2697 , 8.1464 , -9.3057 ,
S2698 , 8.3195 , -9.4501 ,
S2699 , 8.6023 , -9.5692 ,
S2700 , 8.7273 , -8.7519 ,
S2701 , 9.3695 , -9.7641 ,
S2702 , 7.3333 , 6.3007 ,
S2703 , 7.3036 , 7.289 ,
S2704 , 6.8386 , 7.4115 ,
S2705 , 5.9146 , 7.5582 ,
S2706 , 6.2528 , 8.7144 ,
S2707 , 6.2269 , 7.9124 ,
S2708 , 7.7141 , 7.8414 ,
S2709 , 17.2111 , -10.6558 ,
S2710 , 16.9339 , -10.6687 ,
S2711 , 17.2638 , -10.319 ,
S2712 , 16.7914 , -10.2524 ,
S2713 , 16.9955 , -10.442 ,
S2714 , 16.8019 , -10.3213 ,
S2715 , 17.0001 , -9.8569 ,
S2716 , 16.2937 , -10.5541 ,
S2717 , 16.4453 , -9.9986 ,
S2718 , 16.7007 , -10.3132 ,
S2719 , 16.1608 , -9.7182 ,
S2720 , 16.0726 , -9.6555 ,
S2721 , 16.1624 , -10.5712 ,
S2722 , 15.8387 , -11.0012 ,
S2723 , 15.4038 , -10.1678 ,
S2724 , 15.7546 , -8.9988 ,
S2725 , 15.4713 , -9.0593 ,
S2726 , 15.7771 , -9.0747 ,
S2727 , 15.4127 , -9.0913 ,
S2728 , 15.3511 , -9.1243 ,
S2729 , 15.4933 , -9.511 ,
S2730 , 16.0791 , -8.6212 ,
S2731 , 15.5676 , -9.2939 ,
S2732 , 16.1584 , -9.0885 ,
S2733 , 15.8549 , -9.2394 ,
S2734 , 16.4157 , -8.7684 ,
S2735 , 16.5034 , -8.7877 ,
