,x,y,z,vx,vy,vz,l,b,d,vlos,mul,mub,d_err,vlos_err,mul_err,mub_err,pm_corr,TEFF,LOGG,FEH,RA,DEC,ID,sgr,r,Lx,Ly,Lz,Sgrball,sigmavlos
2530,16.32107612543839,47.442324733660335,-27.77817838211992,120.8667830981405,-207.2749732172494,-102.4992616854552,62.67398604543575,-27.447105013227258,60.174912078627386,-262.2480492900104,-1.0659252350223547,-0.9120351208433848,6.017491207862739,9.198768504949902,0.6819774484150812,0.45730561389848706,-0.16025658953449087,8330.17796811309,3.452556649014994,-0.5639277984871734,321.2710770088554,10.46556075736263,1745305556102885120,False,57.34787612680446,-10620.524438019676,-1684.5608086035988,-9117.1517900318,False,-1.350995529031959
2540,13.878257151886844,41.54411667477439,-24.447529119580306,25.45538960392706,-109.67672625540267,76.10318479598018,62.02864669563147,-27.428070366515115,52.996442362076635,-304.8353767516828,-0.7068074544299946,-0.32316672594966434,5.299644236207664,10.895678532341812,0.4604750528084542,0.2874243792073893,-0.034908029475131046,10455.060598015127,3.8098290442438962,-3.9813189280379344,320.89733614447545,10.026085141757113,1745184884702898944,False,50.16175168306918,480.31462961692296,-1678.500947268447,-2579.6434862569627,False,-1.6378787605772698
2560,-44.41713916071091,-15.033210892936879,21.833705771733133,88.12023925019041,-5.8783307803900335,63.88616233844392,-157.53204483125748,28.90545163553452,44.93483446074659,50.611829030321374,1.225662378296334,0.17071925922556938,4.493483446074659,7.325365781375746,0.23810206626683528,0.28750671533747024,0.3897138022718539,10296.008510169402,3.819058748854726,-1.5894379315117917,125.42265831051888,21.21735612907504,676142991874180352,False,51.72610935204858,-832.0684068862704,4761.631939353819,1585.8287768894409,False,0.7565387602278238
2561,-44.07213166791438,-10.249086902763944,22.733923169329362,96.65056923485244,141.87136684288905,-68.423600708791,-164.111941953578,31.141247898211336,43.74178355267929,-84.0968043916407,0.5919601789786143,-0.18311374314028617,4.3741783552679285,6.263253084656594,0.21367349561523769,0.26510600585901317,0.2730264871970359,9667.462301052106,3.509800920246859,-2.9658186489100675,125.771407683925,27.32773106450984,683082456433521280,False,50.63820528774059,-2524.013323869561,-818.3273243735525,-5261.993476117183,False,-0.15090602150742988
2579,8.92470285109612,23.87630084527752,48.08938996401441,-44.73564571739151,197.5181593389628,-21.70783836947358,54.671012072812836,58.688472680754394,56.31390816874129,-63.00311256694238,0.07175619028535475,0.1743755748604743,5.63139081687413,5.920827887442099,0.2369323266904821,0.2090170851334187,-0.4060873485193929,7963.142761861516,3.4002492310347794,0.1074485216593151,228.52696835857213,34.11665612501101,1290455462755949568,False,54.42717602582016,-10016.830669035926,-1957.5739052084568,2830.9126154518895,False,-0.008811486898830804
2589,12.67036397912465,26.33580714938808,77.21457030104584,196.18501484622473,-548.8800197500656,321.51227150998744,51.97464524911137,66.59705305698604,84.17110076373565,84.42123381212012,-1.5868137202344312,1.4936756194148486,8.417110076373566,14.071149676653976,0.5766549205879098,0.3630200385067443,-0.6975165087853655,7273.093620347192,3.665167740314642,-1.3627549098433307,219.21962646026887,32.26318346171927,1286311235930861312,False,82.56029753064368,50848.8200504796,11074.664117068853,-12121.20034769247,False,0.9842908141493827
2599,10.43444095628435,23.112642355205708,72.19066182572102,248.82977944273077,24.5602174282936,103.68193628835266,51.51991374220469,67.76356243766892,78.01938031725281,79.34473156615995,-0.870732452362916,0.16477331467404915,7.801938031725282,14.685140770326369,0.4218852725543991,0.5240951837149977,-0.4070503877038297,7815.514295419767,3.691865127339975,-2.0099237096755256,217.87134045488844,31.96696405015745,1286936342649395456,False,76.51511909123221,623.3451613957964,16881.323417484873,-5494.841560955518,False,0.950093707731311
2614,-27.004900563846633,22.966510422980022,40.82471977907005,-111.65984541621901,0.5079915457020227,65.28627034565304,129.5818331474025,53.82696564626236,50.4874777534013,-18.427785926783795,1.0540933589149777,0.5101413236399196,5.04874777534013,6.692352196758677,0.21050768208836065,0.20541115611284297,0.09278937300086142,7649.992023938115,3.433357809725286,-1.8228357970577178,184.24387275699115,62.85407997847882,1584205490358500224,False,54.068317899780155,1478.65919586751,-2795.4326608226515,2550.718742400974,False,0.29146360702964547
2644,37.08588692617561,-7.765628018081877,46.02133590494278,-32.646342671684565,7.006478493029037,50.92777485163307,-9.771779854126407,45.225963011211434,64.96233458139474,27.37888989000464,-0.7886971523772507,0.10878749216880675,6.496233458139475,14.836883473349594,0.46867028335696087,0.5558454477074717,-0.21501809485028936,7491.846326409497,2.980908091627479,-1.8215714323027088,224.2092744645946,-5.821070029913927,6334143001350551296,False,59.612342229540666,-717.933655524854,-3391.130001710856,6.3221158040205125,True,0.6000335025342515
2692,9.14539460568887,47.04997711092261,23.895242035914784,42.63059727331534,-56.93577164939148,-162.11306017607396,69.91256635617077,25.52163094626822,55.51442447993609,-320.22369235047944,-0.5024907723618446,-0.13410077097004286,5.551442447993609,23.74800764819328,0.42282166657821946,0.32494586756894756,0.07850788510871547,9516.414337242762,3.4632785161442183,-0.936156032108498,272.1817773983375,42.81159247000894,2113944454544396544,False,53.556709949240286,-6266.921726602115,2501.2563460274605,-2526.4687248475248,False,-1.7415398722306121
