name, ra,  dec,
S5225 , 213.9632 , 45.3664 , 30.49 ,
S5226 , 214.4082 , 45.6298 , 33.13 ,
S5227 , 213.8764 , 45.8072 , 55.43 ,
S5228 , 213.859 , 44.8563 , 18.0 ,
S5229 , 212.5795 , 45.7996 , 9.52 ,
S5230 , 212.5274 , 46.6502 , 16.21 ,
S5231 , 213.2756 , 46.5666 , 16.13 ,
S5232 , 214.2083 , 46.9148 , 14.18 ,
S5233 , 214.334 , 47.1489 , 17.26 ,
S5234 , 214.5911 , 46.7354 , 11.85 ,
S5235 , 215.4084 , 7.786 , 45.53 ,
S5236 , 215.8466 , 8.1277 , 16.0 ,
S5237 , 215.6427 , 8.3188 , 52.03 ,
S5238 , 215.5233 , 7.8427 , 14.62 ,
S5239 , 214.9295 , 7.8274 , 31.17 ,
S5240 , 214.9873 , 8.2349 , 12.15 ,
S5241 , 215.2248 , 8.5167 , 54.18 ,
S5242 , 214.4062 , 8.4006 , 28.03 ,
S5243 , 214.4332 , 7.7264 , 43.24 ,
S5244 , 214.472 , 7.338 , 29.12 ,
S5245 , 213.8966 , 8.3769 , 53.07 ,
S5246 , 214.2747 , 7.6131 , 32.13 ,
S5247 , 214.3699 , 9.7442 , 42.91 ,
S5248 , 214.2335 , 9.7685 , 31.16 ,
S5249 , 214.6282 , 9.4792 , 49.55 ,
S5250 , 214.3556 , 9.6592 , 49.83 ,
S5251 , 214.4014 , 9.1997 , 34.2 ,
S5252 , 214.5112 , 8.6115 , 60.98 ,
S5253 , 214.8064 , 9.5598 , 55.95 ,
S5254 , 214.5048 , 9.1103 , 52.13 ,
S5255 , 215.0718 , 9.0588 , 30.6 ,
S5256 , 215.2757 , 9.2586 , 44.98 ,
S5257 , 215.577 , 9.8567 , 62.41 ,
S5258 , 215.5424 , 10.0761 , 49.87 ,
S5259 , 215.6096 , 9.8889 , 14.88 ,
S5260 , 215.464 , 9.645 , 63.91 ,
S5261 , 225.3547 , -0.6851 , 47.78 ,
S5262 , 225.3755 , -0.6369 , 52.52 ,
S5263 , 224.6866 , -1.3283 , 54.51 ,
S5264 , 224.532 , -1.35 , 60.24 ,
S5265 , 224.4473 , -0.3513 , 19.6 ,
S5266 , 224.2516 , -0.797 , 46.88 ,
S5267 , 224.1785 , -1.3964 , 38.86 ,
S5268 , 223.3744 , 0.0429 , 26.38 ,
S5269 , 223.9262 , -1.1978 , 58.01 ,
S5270 , 223.8251 , -1.0803 , 23.18 ,
S5271 , 223.8999 , -1.159 , 10.82 ,
S5272 , 223.5591 , -0.7707 , 53.89 ,
S5273 , 223.7712 , -1.2772 , 46.55 ,
S5274 , 223.0411 , -0.1258 , 49.5 ,
S5275 , 223.3811 , 0.6317 , 49.08 ,
S5276 , 223.2988 , 0.4271 , 47.37 ,
S5277 , 224.1656 , 0.2934 , 21.35 ,
S5278 , 224.545 , 0.5339 , 64.74 ,
S5279 , 224.7157 , 0.5932 , 56.19 ,
S5280 , 224.7799 , 0.4128 , 13.03 ,
S5281 , 224.3398 , 0.9897 , 56.47 ,
S5282 , 224.4188 , 1.0004 , 29.21 ,
S5283 , 225.0969 , 0.255 , 16.62 ,
S5284 , 225.1633 , -0.0265 , 14.68 ,
S5285 , 224.6162 , 0.9759 , 48.51 ,
S5286 , 225.2152 , 0.6562 , 46.09 ,
S5287 , 225.1615 , 0.788 , 34.02 ,
S5288 , 225.1396 , 0.9579 , 43.28 ,
S5289 , 224.1474 , 32.9366 , 23.67 ,
S5290 , 223.3367 , 32.9707 , 16.18 ,
S5291 , 223.2875 , 32.1977 , 11.85 ,
S5292 , 222.8256 , 32.9303 , 13.68 ,
S5293 , 223.0129 , 32.9122 , 12.11 ,
S5294 , 222.5444 , 33.2605 , 92.56 ,
S5295 , 222.442 , 32.5556 , 47.02 ,
S5296 , 222.2027 , 33.3186 , 22.39 ,
S5297 , 222.8144 , 33.6763 , 21.08 ,
S5298 , 223.2564 , 33.6468 , 23.49 ,
S5299 , 223.8591 , 33.8952 , 13.98 ,
S5300 , 223.74 , 33.7745 , 10.29 ,
S5301 , 224.503 , 33.5085 , 18.72 ,
S5302 , 224.5959 , 33.241 , 14.14 ,
S5303 , 225.2633 , 33.6187 , 35.82 ,
S5304 , 143.1056 , 19.6811 , 21.78 ,
S5305 , 142.1084 , 19.3868 , 32.21 ,
S5306 , 142.5226 , 19.7204 , 22.71 ,
S5307 , 141.8538 , 18.9491 , 15.58 ,
S5308 , 141.8394 , 19.4334 , 53.05 ,
S5309 , 142.2382 , 20.039 , 26.0 ,
S5310 , 141.5357 , 19.6484 , 20.88 ,
S5311 , 141.6081 , 20.2419 , 17.13 ,
S5312 , 141.3732 , 20.1776 , 30.34 ,
S5313 , 141.2555 , 20.2306 , 17.07 ,
S5314 , 141.4421 , 19.7346 , 8.42 ,
S5315 , 141.4776 , 19.1936 , 25.72 ,
S5316 , 140.5319 , 20.619 , 11.09 ,
S5317 , 140.6792 , 20.718 , 10.72 ,
S5318 , 141.3303 , 21.3524 , 21.26 ,
S5319 , 141.2797 , 21.5966 , 26.72 ,
S5320 , 141.9976 , 21.1562 , 17.81 ,
S5321 , 142.2291 , 20.3763 , 19.37 ,
S5322 , 142.2689 , 20.5 , 11.34 ,
S5323 , 142.5495 , 20.431 , 19.78 ,
S5324 , 143.419 , 20.2912 , 23.06 ,
S5325 , 143.2783 , 20.8029 , 18.52 ,
S5326 , 204.5809 , 53.4052 , 29.27 ,
S5327 , 202.5056 , 52.8013 , 20.53 ,
S5328 , 201.3916 , 53.8347 , 13.86 ,
S5329 , 201.0483 , 54.0356 , 9.36 ,
S5330 , 200.6383 , 53.6998 , 27.73 ,
S5331 , 201.1831 , 54.4643 , 16.71 ,
S5332 , 202.5892 , 55.0564 , 19.3 ,
S5333 , 203.9474 , 54.7708 , 26.35 ,
S5334 , 204.4624 , 53.8771 , 23.03 ,
S5335 , 142.4754 , 8.9314 , 29.31 ,
S5336 , 142.0474 , 9.288 , 23.67 ,
S5337 , 141.9056 , 8.8916 , 18.15 ,
S5338 , 141.679 , 8.8641 , 72.59 ,
S5339 , 141.243 , 9.6253 , 11.53 ,
S5340 , 141.012 , 9.278 , 11.35 ,
S5341 , 141.0052 , 10.1698 , 10.45 ,
S5342 , 142.2653 , 10.7699 , 25.64 ,
S5343 , 142.0045 , 10.7202 , 21.02 ,
S5344 , 142.1388 , 10.2806 , 10.81 ,
S5345 , 142.1839 , 10.0417 , 11.27 ,
S5346 , 142.515 , 9.9164 , 44.81 ,
S5347 , 142.812 , 10.0227 , 30.26 ,
S5348 , 142.8452 , 9.9629 , 16.56 ,
S5349 , 142.6994 , 10.5297 , 8.86 ,
S5350 , 143.0267 , 10.059 , 7.82 ,
S5351 , 142.9748 , 10.746 , 23.88 ,
S5352 , 143.0571 , 10.5292 , 10.64 ,
S5353 , 143.7847 , 9.3812 , 12.04 ,
S5354 , 150.0961 , 51.1784 , 29.16 ,
S5355 , 149.7535 , 51.1974 , 20.12 ,
S5356 , 146.6863 , 51.0878 , 22.39 ,
S5357 , 147.1205 , 52.6591 , 15.39 ,
S5358 , 147.7426 , 52.2047 , 16.02 ,
S5359 , 147.6939 , 51.7091 , 45.25 ,
S5360 , 149.6152 , 51.7264 , 41.09 ,
S5361 , 149.6396 , 51.6053 , 32.44 ,
S5362 , 147.4438 , 42.7577 , 22.37 ,
S5363 , 147.3705 , 43.0939 , 23.44 ,
S5364 , 145.1284 , 43.8246 , 16.32 ,
S5365 , 145.0033 , 44.4727 , 17.23 ,
S5366 , 146.2601 , 44.8985 , 9.46 ,
S5367 , 148.3459 , 43.9224 , 36.04 ,
S5368 , 152.8973 , 52.6856 , 15.77 ,
S5369 , 152.1118 , 53.4069 , 15.34 ,
S5370 , 152.4686 , 54.2034 , 14.37 ,
S5371 , 153.3116 , 55.1296 , 11.27 ,
S5372 , 153.9529 , 54.5935 , 15.63 ,
S5373 , 154.7436 , 53.8906 , 39.55 ,
S5374 , 173.4538 , 63.7467 , 16.28 ,
S5375 , 171.8175 , 63.6326 , 20.19 ,
S5376 , 170.4572 , 63.8521 , 19.24 ,
S5377 , 168.7212 , 64.0528 , 15.02 ,
S5378 , 168.1013 , 64.3111 , 13.61 ,
S5379 , 170.6216 , 65.751 , 30.23 ,
S5380 , 169.3475 , 65.0328 , 15.48 ,
S5381 , 170.4716 , 65.1014 , 13.66 ,
S5382 , 173.3368 , 64.5857 , 15.47 ,
S5383 , 167.9767 , 40.2943 , 12.75 ,
S5384 , 168.5266 , 40.7949 , 10.43 ,
S5385 , 168.2215 , 40.5154 , 16.91 ,
S5386 , 167.402 , 40.0661 , 13.19 ,
S5387 , 168.1019 , 40.5419 , 19.93 ,
S5388 , 166.4351 , 40.4803 , 47.45 ,
S5389 , 166.6366 , 40.5758 , 14.37 ,
S5390 , 166.2462 , 40.5462 , 10.26 ,
S5391 , 166.1368 , 40.6499 , 29.58 ,
S5392 , 165.8328 , 41.2203 , 18.5 ,
S5393 , 167.0202 , 42.0976 , 14.77 ,
S5394 , 166.1504 , 41.6642 , 7.1 ,
S5395 , 166.3179 , 41.3248 , 19.0 ,
S5396 , 167.8015 , 42.3076 , 20.72 ,
S5397 , 167.4262 , 41.6992 , 41.17 ,
S5398 , 168.0887 , 41.6864 , 15.64 ,
S5399 , 168.1679 , 42.3409 , 29.76 ,
S5400 , 168.3978 , 41.9481 , 26.37 ,
S5401 , 169.5469 , 40.943 , 30.98 ,
S5402 , 171.1424 , 15.9129 , 35.82 ,
S5403 , 171.1268 , 16.0458 , 19.54 ,
S5404 , 171.1306 , 16.2883 , 31.08 ,
S5405 , 170.8755 , 16.1701 , 32.86 ,
S5406 , 170.732 , 16.0182 , 19.39 ,
S5407 , 170.2973 , 15.9021 , 26.76 ,
S5408 , 170.2008 , 16.8458 , 26.12 ,
S5409 , 170.3021 , 16.594 , 30.93 ,
S5410 , 170.2033 , 16.6881 , 66.35 ,
S5411 , 170.045 , 16.8653 , 34.95 ,
S5412 , 169.9298 , 17.0288 , 20.72 ,
S5413 , 170.1048 , 15.8291 , 39.86 ,
S5414 , 170.0925 , 15.9536 , 13.6 ,
S5415 , 170.0031 , 16.2655 , 15.69 ,
S5416 , 170.1725 , 16.1977 , 29.53 ,
S5417 , 169.7064 , 16.4691 , 37.54 ,
S5418 , 169.88 , 16.699 , 16.71 ,
S5419 , 169.7033 , 16.2811 , 32.02 ,
S5420 , 169.8635 , 15.9264 , 32.56 ,
S5421 , 169.8302 , 16.3475 , 33.27 ,
S5422 , 169.3205 , 16.8522 , 26.69 ,
S5423 , 169.331 , 16.8092 , 14.0 ,
S5424 , 169.5652 , 16.6574 , 29.65 ,
S5425 , 169.2532 , 16.7424 , 25.99 ,
S5426 , 169.4203 , 17.8462 , 26.28 ,
S5427 , 169.8016 , 17.6484 , 30.96 ,
S5428 , 170.168 , 17.8462 , 28.74 ,
S5429 , 170.5555 , 18.0943 , 24.84 ,
S5430 , 170.2498 , 17.702 , 26.17 ,
S5431 , 170.5963 , 17.0749 , 25.7 ,
S5432 , 170.8462 , 17.4042 , 15.57 ,
S5433 , 171.1381 , 17.3097 , 16.7 ,
S5434 , 170.8553 , 17.8678 , 20.46 ,
S5435 , 171.3688 , 17.3599 , 17.54 ,
S5436 , 171.5213 , 17.1334 , 34.96 ,
S5437 , 171.202 , 17.8339 , 69.36 ,
S5438 , 171.3806 , 17.9658 , 12.33 ,
S5439 , 171.7085 , 17.0537 , 29.17 ,
S5440 , 171.8777 , 17.7537 , 38.12 ,
S5441 , 171.7492 , 17.7722 , 24.68 ,
S5442 , 171.9003 , 17.6497 , 27.19 ,
S5443 , 171.514 , 60.8911 , 26.01 ,
S5444 , 171.4407 , 60.8221 , 23.42 ,
S5445 , 171.1158 , 61.4037 , 17.55 ,
S5446 , 169.8991 , 61.1301 , 24.07 ,
S5447 , 167.5927 , 61.4049 , 11.2 ,
S5448 , 168.3162 , 62.3285 , 31.39 ,
S5449 , 169.6128 , 61.7297 , 10.58 ,
S5450 , 169.6086 , 61.9452 , 15.78 ,
S5451 , 169.5145 , 61.9182 , 25.54 ,
S5452 , 172.6919 , 62.1387 , 9.8 ,
S5453 , 174.7354 , 47.2007 , 22.65 ,
S5454 , 174.4425 , 46.7445 , 19.75 ,
S5455 , 174.5195 , 46.8008 , 12.99 ,
S5456 , 174.4888 , 47.2332 , 11.09 ,
S5457 , 173.4233 , 46.7 , 17.09 ,
S5458 , 173.2641 , 47.396 , 13.09 ,
S5459 , 173.3008 , 46.533 , 15.6 ,
S5460 , 172.818 , 46.7134 , 16.55 ,
S5461 , 172.5937 , 48.6194 , 42.62 ,
S5462 , 172.591 , 48.4897 , 9.56 ,
S5463 , 173.7086 , 48.4062 , 44.29 ,
S5464 , 173.5509 , 48.1806 , 15.64 ,
S5465 , 173.3576 , 47.6149 , 7.66 ,
S5466 , 179.9037 , 46.6486 , 16.23 ,
S5467 , 180.2601 , 46.3001 , 13.6 ,
S5468 , 180.054 , 47.1813 , 21.85 ,
S5469 , 179.4405 , 47.3592 , 9.9 ,
S5470 , 179.614 , 46.2984 , 32.85 ,
S5471 , 179.573 , 46.3769 , 26.51 ,
S5472 , 179.3039 , 46.4007 , 24.87 ,
S5473 , 178.5931 , 46.7735 , 47.85 ,
S5474 , 178.5415 , 48.1651 , 20.35 ,
S5475 , 180.6359 , 48.3462 , 26.09 ,
S5476 , 128.5499 , 54.9838 , 10.52 ,
S5477 , 127.8465 , 56.0061 , 13.43 ,
S5478 , 127.82 , 55.0443 , 13.65 ,
S5479 , 127.0314 , 55.001 , 30.23 ,
S5480 , 126.6737 , 55.4489 , 22.32 ,
S5481 , 125.2315 , 55.9618 , 17.5 ,
S5482 , 126.1203 , 57.2495 , 24.44 ,
S5483 , 127.7708 , 57.0287 , 17.42 ,
S5484 , 129.6059 , 56.5536 , 13.35 ,
S5485 , 129.3992 , 57.3348 , 18.27 ,
S5486 , 129.5726 , 57.1885 , 12.98 ,
S5487 , 195.429 , 46.4149 , 8.71 ,
S5488 , 194.5692 , 47.038 , 43.36 ,
S5489 , 194.4736 , 47.3282 , 34.77 ,
S5490 , 193.8872 , 46.5534 , 28.15 ,
S5491 , 194.2004 , 46.9752 , 19.39 ,
S5492 , 192.7957 , 46.7311 , 12.15 ,
S5493 , 193.139 , 47.8474 , 10.35 ,
S5494 , 194.7753 , 47.3048 , 11.92 ,
S5495 , 194.6692 , 48.0154 , 60.99 ,
S5496 , 195.7136 , 47.8326 , 21.57 ,
S5497 , 196.068 , 46.9275 , 15.54 ,
S5498 , 201.0627 , 40.5444 , 26.26 ,
S5499 , 201.1224 , 40.8138 , 10.57 ,
S5500 , 200.8873 , 40.9875 , 17.29 ,
S5501 , 200.2079 , 40.4455 , 24.51 ,
S5502 , 199.8504 , 40.3409 , 11.6 ,
S5503 , 199.7617 , 40.9924 , 37.05 ,
S5504 , 198.9449 , 42.4368 , 14.07 ,
S5505 , 199.5124 , 42.074 , 8.91 ,
S5506 , 200.0561 , 42.7282 , 17.46 ,
S5507 , 200.3897 , 41.5846 , 22.8 ,
S5508 , 201.5781 , 41.1182 , 19.47 ,
S5509 , 131.2932 , 22.6247 , 88.57 ,
S5510 , 130.5676 , 22.2829 , 9.75 ,
S5511 , 130.3214 , 22.6832 , 78.72 ,
S5512 , 129.9306 , 22.3679 , 10.31 ,
S5513 , 130.0529 , 22.7861 , 28.1 ,
S5514 , 130.0827 , 22.9317 , 23.56 ,
S5515 , 129.5279 , 22.0469 , 83.29 ,
S5516 , 128.8895 , 22.859 , 40.36 ,
S5517 , 129.686 , 24.0735 , 40.87 ,
S5518 , 129.6486 , 23.4984 , 11.51 ,
S5519 , 190.3266 , 22.7189 , 62.65 ,
S5520 , 190.5462 , 23.0003 , 15.53 ,
S5521 , 190.4858 , 23.1374 , 15.18 ,
S5522 , 190.0294 , 23.5249 , 10.69 ,
S5523 , 189.0058 , 22.7458 , 13.19 ,
S5524 , 189.1748 , 22.8028 , 25.8 ,
S5525 , 188.6371 , 23.7038 , 20.7 ,
S5526 , 188.054 , 24.1095 , 24.41 ,
S5527 , 188.5209 , 23.1211 , 9.69 ,
S5528 , 188.3614 , 24.9178 , 25.33 ,
S5529 , 188.4919 , 24.9765 , 11.57 ,
S5530 , 189.0809 , 25.2486 , 20.38 ,
S5531 , 189.093 , 24.0571 , 17.46 ,
S5532 , 189.1628 , 24.268 , 16.52 ,
S5533 , 189.8811 , 24.4901 , 13.35 ,
S5534 , 190.0646 , 24.1072 , 15.12 ,
S5535 , 189.6964 , 25.2015 , 25.13 ,
S5536 , 189.9332 , 24.9364 , 10.35 ,
S5537 , 190.5839 , 24.2215 , 13.15 ,
S5538 , 190.4565 , 24.849 , 19.14 ,
S5539 , 190.5336 , 24.7974 , 12.28 ,
S5540 , 191.6081 , 34.9384 , 20.07 ,
S5541 , 191.7497 , 35.835 , 23.49 ,
S5542 , 191.5621 , 35.7366 , 30.34 ,
S5543 , 190.9327 , 35.357 , 63.78 ,
S5544 , 190.4048 , 36.3 , 48.9 ,
S5545 , 190.6012 , 36.1736 , 11.58 ,
S5546 , 191.8619 , 36.535 , 23.95 ,
S5547 , 192.355 , 36.4646 , 22.67 ,
S5548 , 192.7317 , 35.8966 , 26.4 ,
S5549 , 192.4178 , 36.5965 , 16.67 ,
S5550 , 192.8134 , 36.0569 , 17.45 ,
S5551 , 201.0085 , 31.8775 , 21.91 ,
S5552 , 201.3248 , 32.3024 , 28.13 ,
S5553 , 201.3921 , 32.4764 , 27.03 ,
S5554 , 200.4123 , 32.6211 , 12.08 ,
S5555 , 200.4306 , 32.6942 , 10.16 ,
S5556 , 200.5374 , 32.5116 , 25.42 ,
S5557 , 199.9561 , 32.1903 , 31.66 ,
S5558 , 199.6371 , 32.2995 , 26.49 ,
S5559 , 199.7456 , 31.7079 , 13.55 ,
S5560 , 198.9236 , 34.0091 , 22.44 ,
S5561 , 198.7798 , 33.7654 , 26.1 ,
S5562 , 199.3117 , 33.2137 , 12.39 ,
S5563 , 199.5211 , 33.0755 , 14.9 ,
S5564 , 200.383 , 33.6626 , 30.55 ,
S5565 , 200.5783 , 34.0172 , 16.6 ,
S5566 , 201.1616 , 33.7736 , 39.15 ,
S5567 , 209.4224 , 40.7536 , 13.35 ,
S5568 , 209.3061 , 40.892 , 25.03 ,
S5569 , 209.8654 , 40.9691 , 13.04 ,
S5570 , 209.3602 , 41.2856 , 11.47 ,
S5571 , 208.8873 , 41.3006 , 17.43 ,
S5572 , 208.2414 , 41.0235 , 27.71 ,
S5573 , 207.1518 , 41.7778 , 11.77 ,
S5574 , 207.2732 , 40.6021 , 66.73 ,
S5575 , 207.192 , 42.0687 , 50.46 ,
S5576 , 207.0093 , 42.5499 , 17.61 ,
S5577 , 208.0208 , 42.5308 , 34.75 ,
S5578 , 208.241 , 42.5118 , 50.18 ,
S5579 , 208.8342 , 42.8394 , 72.96 ,
S5580 , 208.6328 , 43.0225 , 11.44 ,
S5581 , 208.8109 , 42.5687 , 12.75 ,
S5582 , 209.0907 , 41.6299 , 55.46 ,
S5583 , 209.1976 , 41.9329 , 69.32 ,
S5584 , 209.153 , 42.92 , 15.02 ,
S5585 , 209.6253 , 42.2038 , 18.55 ,
S5586 , 209.6988 , 42.8626 , 27.18 ,
S5587 , 218.6506 , 29.1203 , 20.18 ,
S5588 , 217.7457 , 29.2592 , 25.23 ,
S5589 , 217.9162 , 29.811 , 8.59 ,
S5590 , 217.368 , 29.9286 , 12.17 ,
S5591 , 217.0565 , 29.6112 , 14.09 ,
S5592 , 216.8433 , 29.9273 , 19.98 ,
S5593 , 216.5994 , 30.0395 , 13.19 ,
S5594 , 216.9693 , 31.042 , 47.21 ,
S5595 , 217.9875 , 30.585 , 10.74 ,
S5596 , 218.0871 , 30.1814 , 11.74 ,
S5597 , 218.4159 , 30.2092 , 18.38 ,
S5598 , 219.0021 , 29.9539 , 13.32 ,
S5599 , 219.1179 , 30.2233 , 8.95 ,
S5600 , 222.3056 , 38.823 , 26.2 ,
S5601 , 222.7587 , 38.988 , 15.23 ,
S5602 , 222.6333 , 39.1422 , 17.87 ,
S5603 , 221.5103 , 38.7707 , 22.41 ,
S5604 , 221.5858 , 39.03 , 36.37 ,
S5605 , 221.4984 , 38.9651 , 14.14 ,
S5606 , 221.532 , 39.5686 , 14.58 ,
S5607 , 221.018 , 38.9807 , 23.37 ,
S5608 , 220.385 , 39.0195 , 36.05 ,
S5609 , 220.4668 , 40.8778 , 24.05 ,
S5610 , 220.2334 , 40.7289 , 23.53 ,
S5611 , 220.1451 , 40.5704 , 25.47 ,
S5612 , 219.8006 , 40.529 , 20.36 ,
S5613 , 219.9581 , 40.5266 , 15.35 ,
S5614 , 219.9467 , 40.0831 , 17.57 ,
S5615 , 220.7151 , 40.6795 , 20.61 ,
S5616 , 221.3778 , 41.001 , 23.01 ,
S5617 , 221.1732 , 40.8985 , 20.89 ,
S5618 , 222.8416 , 40.2775 , 12.7 ,
S5619 , 222.9514 , 40.298 , 14.57 ,
S5620 , 222.788 , 40.8184 , 27.42 ,
S5621 , 224.4977 , 22.8298 , 17.47 ,
S5622 , 224.5632 , 22.9588 , 11.73 ,
S5623 , 223.5613 , 22.4863 , 66.75 ,
S5624 , 223.8462 , 22.6913 , 18.92 ,
S5625 , 223.4538 , 22.6651 , 10.22 ,
S5626 , 222.5816 , 23.025 , 21.16 ,
S5627 , 222.0665 , 23.0425 , 15.11 ,
S5628 , 221.7928 , 24.1705 , 15.14 ,
S5629 , 222.6427 , 24.0823 , 13.08 ,
S5630 , 223.1768 , 23.4688 , 19.94 ,
S5631 , 223.6693 , 24.1351 , 9.54 ,
S5632 , 224.1438 , 24.2378 , 12.11 ,
S5633 , 224.0846 , 24.0351 , 23.96 ,
S5634 , 224.4072 , 9.1237 , 11.22 ,
S5635 , 224.4106 , 9.8068 , 8.24 ,
S5636 , 224.4087 , 9.6803 , 32.18 ,
S5637 , 223.9972 , 9.1992 , 10.32 ,
S5638 , 223.6552 , 9.6462 , 50.64 ,
S5639 , 223.36 , 9.3556 , 24.55 ,
S5640 , 223.6138 , 9.5103 , 10.46 ,
S5641 , 223.6407 , 9.6575 , 11.84 ,
S5642 , 223.1291 , 9.6492 , 25.64 ,
S5643 , 223.0494 , 9.8271 , 26.35 ,
S5644 , 221.8995 , 9.9176 , 16.65 ,
S5645 , 222.046 , 10.291 , 24.2 ,
S5646 , 221.884 , 10.0842 , 49.33 ,
S5647 , 223.201 , 11.1863 , 52.63 ,
S5648 , 228.4387 , 43.7947 , 13.1 ,
S5649 , 228.2638 , 44.5335 , 15.33 ,
S5650 , 228.3294 , 44.5547 , 23.97 ,
S5651 , 226.8687 , 43.7209 , 21.25 ,
S5652 , 226.5115 , 44.1481 , 8.16 ,
S5653 , 226.7379 , 44.6652 , 37.67 ,
S5654 , 226.7144 , 43.7553 , 31.44 ,
S5655 , 225.7174 , 43.9637 , 20.52 ,
S5656 , 226.5314 , 45.6986 , 40.12 ,
S5657 , 225.8275 , 45.0167 , 13.81 ,
S5658 , 227.4017 , 45.8228 , 19.05 ,
S5659 , 227.399 , 45.1297 , 68.67 ,
S5660 , 227.5878 , 44.6528 , 20.5 ,
S5661 , 228.2317 , 44.7764 , 24.69 ,
S5662 , 228.3663 , 44.6395 , 24.24 ,
S5663 , 190.163 , 34.4706 , 18.69 ,
S5664 , 189.5183 , 34.8662 , 22.36 ,
S5665 , 188.6013 , 34.5444 , 18.06 ,
S5666 , 188.3467 , 34.0407 , 17.3 ,
S5667 , 187.4736 , 35.4909 , 14.39 ,
S5668 , 187.102 , 35.5575 , 18.94 ,
S5669 , 188.4123 , 36.6893 , 28.55 ,
S5670 , 187.7451 , 35.7733 , 19.46 ,
S5671 , 187.8989 , 35.5893 , 31.61 ,
S5672 , 187.9845 , 35.4625 , 26.95 ,
S5673 , 188.4635 , 36.6732 , 15.32 ,
S5674 , 188.7906 , 36.0658 , 23.47 ,
S5675 , 189.0594 , 35.4186 , 12.57 ,
S5676 , 188.716 , 35.4918 , 10.74 ,
S5677 , 189.708 , 35.212 , 28.37 ,
S5678 , 189.566 , 36.1694 , 10.46 ,
S5679 , 190.1979 , 35.5306 , 29.76 ,
S5680 , 190.037 , 35.9178 , 20.64 ,
S5681 , 217.4717 , 27.1449 , 16.46 ,
S5682 , 217.2467 , 26.7811 , 29.23 ,
S5683 , 217.7644 , 27.6154 , 23.87 ,
S5684 , 217.5143 , 27.9037 , 66.4 ,
S5685 , 217.3213 , 27.5788 , 8.23 ,
S5686 , 216.658 , 27.8725 , 21.01 ,
S5687 , 216.231 , 27.1234 , 10.14 ,
S5688 , 216.2273 , 27.1517 , 75.46 ,
S5689 , 215.8382 , 27.3389 , 15.88 ,
S5690 , 215.2885 , 28.292 , 13.97 ,
S5691 , 215.4531 , 28.9761 , 18.43 ,
S5692 , 215.8428 , 29.1299 , 11.2 ,
S5693 , 215.528 , 28.5648 , 8.58 ,
S5694 , 216.4325 , 28.5774 , 21.78 ,
S5695 , 216.8112 , 28.323 , 12.16 ,
S5696 , 217.1471 , 28.1863 , 30.72 ,
S5697 , 217.1399 , 29.421 , 13.89 ,
S5698 , 217.3595 , 28.8853 , 33.96 ,
S5699 , 218.1675 , 28.4428 , 27.51 ,
S5700 , 218.3032 , 27.9011 , 24.94 ,
S5701 , 224.3237 , 40.0783 , 17.91 ,
S5702 , 223.9561 , 40.3169 , 13.23 ,
S5703 , 223.4116 , 39.8601 , 11.42 ,
S5704 , 223.4979 , 40.846 , 22.84 ,
S5705 , 222.0366 , 41.3886 , 16.76 ,
S5706 , 222.2335 , 41.4343 , 20.41 ,
S5707 , 222.454 , 42.2545 , 13.59 ,
S5708 , 222.8948 , 41.8435 , 14.97 ,
S5709 , 224.3995 , 41.4775 , 34.18 ,
S5710 , 224.001 , 42.6253 , 23.71 ,
S5711 , 224.345 , 41.9101 , 27.87 ,
S5712 , 223.4019 , 20.0918 , 19.3 ,
S5713 , 223.1023 , 19.8975 , 30.71 ,
S5714 , 222.0941 , 21.3997 , 15.0 ,
S5715 , 222.1025 , 20.4388 , 51.25 ,
S5716 , 221.7533 , 20.4182 , 14.31 ,
S5717 , 221.7057 , 20.5172 , 12.32 ,
S5718 , 221.4244 , 21.5303 , 9.7 ,
S5719 , 222.8758 , 22.4861 , 20.14 ,
S5720 , 222.8389 , 22.4684 , 30.6 ,
S5721 , 223.1155 , 22.3414 , 12.14 ,
S5722 , 223.4246 , 22.0234 , 13.99 ,
S5723 , 224.1218 , 21.6929 , 11.87 ,
S5724 , 224.0712 , 21.7399 , 58.47 ,
S5725 , 225.0188 , 11.5787 , 20.56 ,
S5726 , 225.0658 , 11.8673 , 9.14 ,
S5727 , 224.7467 , 11.6089 , 10.25 ,
S5728 , 223.4559 , 11.7932 , 19.23 ,
S5729 , 222.8309 , 12.0216 , 25.24 ,
S5730 , 223.0045 , 12.9419 , 15.85 ,
S5731 , 222.6065 , 12.379 , 19.24 ,
S5732 , 223.4232 , 12.5412 , 19.55 ,
S5733 , 223.1838 , 12.5708 , 18.02 ,
S5734 , 223.3789 , 12.1934 , 32.22 ,
S5735 , 224.4036 , 13.4854 , 11.65 ,
S5736 , 225.2184 , 11.8084 , 17.93 ,
S5737 , 253.5022 , 20.8657 , 11.75 ,
S5738 , 253.4371 , 21.121 , 24.02 ,
S5739 , 253.0638 , 20.8326 , 15.62 ,
S5740 , 252.9751 , 20.9145 , 21.17 ,
S5741 , 253.0089 , 21.216 , 14.72 ,
S5742 , 252.2808 , 20.6242 , 31.8 ,
S5743 , 252.1681 , 20.4671 , 9.96 ,
S5744 , 252.2083 , 20.2553 , 26.13 ,
S5745 , 251.7821 , 21.1085 , 21.4 ,
S5746 , 251.1956 , 21.5226 , 16.13 ,
